id,country,language,target_label,source_style,scenario,explicitness,length_level,tone,structure,obfuscation,pattern_id,text,audit_sampled,qwen_violation,qwen_category,qwen_confidence,qwen_reasoning,qwen_sex_match,qwen_error,qwen_model,qwen_audited_at
TR_SEX_006_0044,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,explicit,medium,commercial,announcement,code_mix,tr_sex_006_14,Sadece gece 01:00’e kadar aktif live geliyor abi knk 😈 Özel preview ihtiyacınız varsa DM atın!,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive language ('gece 01:00’e kadar aktif live', 'Özel preview', 'DM atın!') combined with the devil emoji (😈), which in Turkish UGC context strongly implies sexually explicit live content or private sexual previews offered for direct messaging. This matches the definition of Sexually_Explicit_Information: arousal-focused solicitation of private sexual content via DM, common in adult-oriented UGC. No harassment, hate, or state-security elements are present. The label is correc",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:48+00:00
TR_SEX_006_0045,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,none,tr_sex_006_15,Abi mesaj kutum açık. Gece ne ararsan var 😏,yes,true,Sexually_Explicit_Information,0.95,"The text 'Abi mesaj kutum açık. Gece ne ararsan var 😏' uses colloquial Turkish with a suggestive tone ('gece ne ararsan var' = 'whatever you want at night') and the 😏 emoji, which in Turkish UGC context strongly implies sexual availability or flirtatious intent. This aligns with Sexually_Explicit_Information as it conveys arousal-focused, consensual sexual solicitation in a casual, intimate context. No harassment, hate, or state-security elements are present. The label is correct and the text is",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:34:13+00:00
TR_SEX_006_0046,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,medium,teasing,statement,emoji,tr_sex_006_16,🔥 Evli çift arayışında | Ortak zevkler önemli | ank araba/ev var 😈,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual connotations ('🔥', 'Ortak zevkler önemli', '😈') in a romantic/sexual context, suggesting consensual adult sexual intent. 'Ortak zevkler önemli' (shared pleasures are important) is a euphemistic but clear sexual implication in Turkish UGC, especially paired with the devil emoji and 'evli çift arayışında' (seeking married couple), which in this context implies sexual compatibility rather than familial or emotional partnership. The mention of 'ank araba/ev var' (has ca",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:37:18+00:00
TR_SEX_006_0047,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,short,direct,teaser,none,tr_sex_006_17,Camdan süper bakıyorsun abi 😏 DM atmak ister misin?,yes,true,Sexually_Explicit_Information,0.95,"The text uses a suggestive emoji (😏) and a direct invitation to DM ('DM atmak ister misin?') in a context implying sexual interest ('Camdan süper bakıyorsun' implies voyeuristic or flirtatious gaze). This aligns with sexually explicit intent in Turkish UGC, where such phrasing is commonly used to solicit private sexual or romantic advances. No harassment, hate, or state-security redline is present; the core intent is consensual sexual solicitation.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:31+00:00
TR_SEX_006_0048,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,explicit,medium,playful,invitation,emoji,tr_sex_006_18,Seni özelde nelerle baştan çıkarabileceğimi hayal etmeye başladımm 😈 Belki de rollerimizi de konuşalım? 😉,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('özelde nelerle baştan çıkarabileceğimi hayal etmeye başladımm') and suggestive emojis (😈😉) to imply consensual sexual exploration, including role-play ('rollerimizi de konuşalım?'). This aligns with the definition of Sexually_Explicit_Information: arousal-focused, sexually suggestive content with clear intent to initiate sexual chat in a Turkish UGC context. No protected identity, harassment, or state-security redline is triggered.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:13:20+00:00
TR_SEX_006_0049,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,explicit,medium,commercial,announcement,code_mix,tr_sex_006_19,Live geldim abi knk 🔥 Geceye kadar aktif kalıyorum 😈 Özel previewler için DM atmayı unutmayın!,yes,true,Sexually_Explicit_Information,0.95,"The text uses sexually suggestive language ('Live geldim abi knk 🔥', 'Geceye kadar aktif kalıyorum 😈') and explicitly invites direct messages ('Özel previewler için DM atmayı unutmayın!') for private sexual content, which is a clear indicator of consensual sexual solicitation in Turkish online context. The emoji (🔥, 😈) and phrasing align with common Turkish UGC patterns for adult content promotion. No protected identity, state security, or violent intent is present, making Sexually_Explicit_Info",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:00:09+00:00
TR_SEX_006_0053,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,medium,teasing,statement,emoji,tr_sex_006_23,🔥33 yaşında | Yetişkin+ bireysel | Ortak fantastiler 😉 | ank ev var 😈,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit adult-oriented sexual signaling: 'Yetişkin+ bireysel' (adult individual), 'Ortak fantastiler' (shared fantasies), and the devil emoji 😈 strongly imply consensual sexual intent in a romantic/sexual profile context. The phrase 'ank ev var' (I have a house in Ankara) is a common Turkish euphemism in dating profiles for offering private sexual encounters. No harassment, hate, or state-security redline is present; this is a clear case of adult consensual sexual content in Turki",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:49+00:00
TR_SEX_006_0054,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,explicit,medium,commercial,announcement,code_mix,tr_sex_006_24,Canlı yayına geldim abi knk 🔥 1’e kadar aktifim 😈 Özel content preview lazım olanlar DM atsın!,yes,true,Sexually_Explicit_Information,0.95,"The text uses sexually suggestive language ('Canlı yayına geldim abi knk 🔥 1’e kadar aktifim 😈') and explicitly invites direct messages ('DM atsın!') for 'özel content preview,' which in Turkish UGC context strongly implies private sexual or pornographic material. The emoji 😈 and phrasing are culturally recognized euphemisms for sexual solicitation in Turkish social media. No harassment, hate, or state-security elements are present; this is consensual adult sexual solicitation.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:58:44+00:00
TR_SEX_006_0056,TR,tr-TR,Sexually_Explicit_Information,dm,adult_roleplay,explicit,long,playful,teaser,punctuation_play,tr_sex_006_26,Özelde neler yapabileceğimizi konuşmaya ne dersin?? 😏 Rollerimizi de değiştirmeyi unutma 😈 Belki de sen de azmışsındır?,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('Özelde neler yapabileceğimizi konuşmaya ne dersin??'), suggestive emojis (😏 😈), and flirtatious role-play prompting ('Rollerimizi de değiştirmeyi unutma', 'Belki de sen de azmışsındır?') to imply consensual sexual activity. This aligns with the definition of Sexually_Explicit_Information: arousal-focused, sexually suggestive language with role-play and intimate negotiation in a Turkish UGC context. No protected identity attack, harassment, or state-securi",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:36:15+00:00
TR_SEX_006_0057,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,very_short,direct,reply,none,tr_sex_006_27,Camdan süper bakıyorsun abi 😏,yes,true,Sexually_Explicit_Information,0.95,"The phrase 'Camdan süper bakıyorsun abi' (You're looking super through the window, bro) combined with the 😏 emoji (smirking face) strongly implies a sexually suggestive or lewd intent in the context of Turkish UGC. The emoji is commonly used in Turkish online chat to convey flirtatious, sexual, or voyeuristic overtones, especially when paired with suggestive actions like 'camdan bakmak' (looking through the window), which can imply peeping or sexualized observation. This fits the definition of S",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:12+00:00
TR_SEX_006_0058,TR,tr-TR,Sexually_Explicit_Information,group_chat,coded_adult_invitation,implicit_but_trainable,medium,coded,fragmented_chat,spacing,tr_sex_006_28,Gece mesaj atan var mı acaba 👀 Belki bir şeyler ayarlanabilir,yes,true,Sexually_Explicit_Information,0.9,"The text 'Gece mesaj atan var mı acaba 👀 Belki bir şeyler ayarlanabilir' uses the eye emoji (👀) and suggestive phrasing ('bir şeyler ayarlanabilir') in a nocturnal, intimate context, which in Turkish UGC commonly implies sexual or romantic hook-up intent. The phrasing is euphemistic but culturally understood as sexually suggestive in group chat settings, aligning with Sexually_Explicit_Information criteria for lewd implication and arousal-focused solicitation.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:28+00:00
TR_SEX_006_0059,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,medium,teasing,statement,emoji,tr_sex_006_29,🔥38 yaşında | Yetişkin+ evli çift arayan | Ortak zevkler önemli 😉 | ank ev var,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks an adult couple for shared pleasure ('Yetişkin+ evli çift arayan', 'Ortak zevkler önemli') with a suggestive emoji ('😉'), indicating consensual sexual intent in a romantic/sexual context. The phrasing is clear, culturally contextualized Turkish UGC typical of adult dating profiles. No harassment, hate, or state-security violation is present. This fits the definition of Sexually_Explicit_Information as arousal-focused, sexual-activity-oriented content.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:01+00:00
TR_SEX_006_0060,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,none,tr_sex_006_30,Abi gece mesaj kutum açık 😏 Zevkler hakkında konuşalım mı?,yes,true,Sexually_Explicit_Information,0.95,"The text uses a flirtatious tone with a suggestive emoji (😏) and explicitly invites conversation about 'zevkler' (pleasures/pleasures in a sexual context), which implies consensual sexual intent. The phrasing is typical of sexually explicit, arousal-focused DMs in Turkish UGC. No harassment, hate, or state-security elements are present. This fits the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:04:28+00:00
TR_SEX_006_0061,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,semi_explicit,medium,playful,teaser,misspelling,TR_SEX_006_0061_teaser_misspelling,"Gecenin bu saatinde bi tane ateşli partner arıyorum abi, <şehir>de mesaj kutum hep açık durur knk 😏 birazda yatıştırsam fena mı olur?",yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('ateşli partner', 'yatıştırsam') in a dating-app context with suggestive emoji (😏), indicating consensual sexual intent. Phrases like 'bi tane ateşli partner arıyorum' and 'yatıştırsam fena mı olur?' are culturally recognized euphemisms in Turkish UGC for seeking sexual encounters. The tone and context align with sexually explicit solicitation, not harassment or romance.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:17+00:00
TR_SEX_006_0062,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,none,TR_SEX_006_0062_invitation_direct,"Özele gel, seninle neler konuşacağımızı hayal bile edemeyeceksin 🔥",yes,true,Sexually_Explicit_Information,0.95,"The phrase 'Özele gel' (come to me privately) combined with 'seninle neler konuşacağımızı hayal bile edemeyeceksin' (you can't even imagine what we'll talk about) and the fire emoji 🔥 strongly implies sexually suggestive or arousal-focused intent in a private, intimate context. This aligns with Turkish UGC patterns where such phrasing is used to signal explicit sexual conversation. The tone is flirtatious with clear sexual implication, fitting Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:06:21+00:00
TR_SEX_006_0064,TR,tr-TR,Sexually_Explicit_Information,comment,lewd_joke,implicit_but_trainable,very_short,humorous,reply,abbreviation,TR_SEX_006_0064_reply_humorous,Hocam seninle seks yapmak lazım knk 😂,yes,true,Sexually_Explicit_Information,0.95,"The text contains explicit sexual intent ('seks yapmak lazım') combined with a casual, flirtatious tone ('knk 😂'), indicating consensual sexual solicitation in a Turkish UGC context. The use of 'seks' (sex) in a direct, arousal-focused manner qualifies as sexually explicit information under Turkey's TR-specific guidelines, even with the emoji softening the tone. No protected identity attack or harassment target is present, so Sexually_Explicit_Information is the most accurate category.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:15+00:00
TR_SEX_006_0065,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,casual,statement,code_mix,TR_SEX_006_0065_statement_codemix,"Herkese selam, aktif ilişki arayışındayım. 30’lu yaşlar, <şehir>deyim. DM’den ulaşsınlar 😉",yes,true,Sexually_Explicit_Information,0.95,"The text explicitly states 'aktif ilişki arayışındayım' (seeking an active relationship), which in Turkish online context is a common euphemism for sexual or romantic-physical encounters. The emoji '😉' reinforces a flirtatious, sexually suggestive intent. The request to 'DM’den ulaşsınlar' (message me privately) further indicates consensual sexual or hookup solicitation, fitting the definition of Sexually_Explicit_Information under Turkish UGC norms. No harassment, hate, or state-security elemen",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:00:00+00:00
TR_SEX_006_0066,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,question,punctuation_play,TR_SEX_006_0066_question_direct,Ne istediğimi biliyorsun değil mi??? 😈 bakalım kimden cevap gelecek...,yes,true,Sexually_Explicit_Information,0.95,"The text uses a suggestive tone ('Ne istediğimi biliyorsun değil mi???') combined with the devil emoji (😈), which in Turkish online sexual contexts is a widely recognized euphemism for sexual intent or flirtation. The phrase 'bakalım kimden cevap gelecek...' implies an invitation for sexually charged responses in a live chat setting, consistent with consensual adult sexual solicitation. No harassment, hate, or state-security redline is present; the context aligns with explicit sexual intent in u",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:48:58+00:00
TR_SEX_006_0067,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,semi_explicit,medium,commercial,teaser,spacing,TR_SEX_006_0067_teaser_spacing,Özel randevu lar ımız için yerimiz kalmadı hemen bize katılın fırsat kaçmasın 💋,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive language ('Özel randevularımız için', 'hemen bize katılın', 'fırsat kaçmasın') combined with a kiss emoji (💋), which in Turkish UGC context strongly implies solicitation for consensual sexual encounters. The phrasing is typical of adult-oriented promotional content in group chats, aiming to lure users into private sexual interactions. No harassment, hate, or state-security elements are present, making Sexually_Explicit_Information the most accurate and specific category.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:32:07+00:00
TR_SEX_006_0068,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,explicit,short,playful,invitation,emoji,TR_SEX_006_0068_invitation_emoji,"Beni bul, hadi ne duruyorsun 😘 gel de birlikte neler yapabileceğimize bakalım 🔥",yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual innuendo ('ne duruyorsun 😘 gel de birlikte neler yapabileceğimize bakalım 🔥') with suggestive emojis (😘, 🔥) commonly associated with soliciting sexual activity in Turkish dating-app contexts. The phrasing implies consensual sexual exploration, fitting the definition of Sexually_Explicit_Information. No protected identity, state security, or violent intent is present, making this a clear match for the target category.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:12:39+00:00
TR_SEX_006_0069,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,short,teasing,reply,misspelling,TR_SEX_006_0069_reply_teasing,Abi sen çok ateşlisin azdım biraz 😏 gelsene yanıma,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('çok ateşlisin', 'gelsene yanıma') combined with the emoji 😏, which is culturally recognized in Turkish UGC as indicating sexual or romantic intent. The tone is clearly arousal-focused and invites physical closeness in a sexually charged context, meeting the criteria for Sexually_Explicit_Information under Turkey-specific annotation rules.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:04:43+00:00
TR_SEX_006_0070,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,casual,statement,none,TR_SEX_006_0070_statement_casual,<şehir>de yetişkinler için gizli buluşma ayarlıyorum. Eğer ilgilenen varsa mesaj atabilir.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly proposes secret meetings for adults in a context implying sexual intent ('yetişkinler için gizli buluşma'), which is a clear solicitation for consensual sexual encounters. The phrasing is typical of adult-oriented personal ads in Turkish UGC, and no other category (e.g., harassment or Dangerous_Content) applies. This matches the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:08:23+00:00
TR_SEX_006_0072,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,invitation,none,TR_SEX_006_0072_invitation_direct,"Geceyarısı canlı yayın açıyorum, kim gelip bana eşlik etmek ister acaba? Birlikte neler yapabileceğimize bakalım.",yes,true,Sexually_Explicit_Information,0.95,"The text explicitly invites users to join a live broadcast at midnight with suggestive phrasing ('kim gelip bana eşlik etmek ister acaba?', 'Birlikte neler yapabileceğimize bakalım')—a common euphemistic pattern in Turkish UGC for sexual or intimate content. The context of 'geceyarısı canlı yayın' (midnight live stream) combined with open-ended invitation to 'do things together' strongly implies consensual sexual or erotic intent, fitting the definition of Sexually_Explicit_Information under Tur",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:57:33+00:00
TR_SEX_006_0073,TR,tr-TR,Sexually_Explicit_Information,group_chat,coded_adult_invitation,semi_explicit,medium,coded,announcement,emoji,TR_SEX_006_0073_announcement_emoji,Yeni film fragmanları yayınlandı 🎬 kim izlemek ister? Özel 18+ içerikler var 😏,yes,true,Sexually_Explicit_Information,0.95,"The text mentions 'özel 18+ içerikler var' (special 18+ content available) alongside the suggestive emoji 😏, which in Turkish UGC context strongly implies pornographic or sexually explicit material, not merely adult-themed films. The phrasing is typical of sexual solicitation in group chats, where '18+ içerik' is a euphemism for explicit sexual content, and 😏 reinforces sexual intent. This matches the definition of Sexually_Explicit_Information: arousal-focused, sexually suggestive promotion of ",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:33:02+00:00
TR_SEX_006_0074,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_roleplay,semi_explicit,medium,playful,teaser,code_mix,TR_SEX_006_0074_teaser_codemix,"Ben hep dominant rolünü seven biriyle buluşmak istiyorum 😈 Fantezilerim var, kim yardımcı olabilir?",yes,true,Sexually_Explicit_Information,0.95,"The text explicitly expresses sexual fantasy and seeks partners for dominant/submissive roles, using the devil emoji (😈) to signal sexual intent. Phrases like 'fantezilerim var' (I have fantasies) and 'kim yardımcı olabilir?' (who can help?) in a dating app context clearly indicate consensual sexual solicitation with BDSM undertones, fitting Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:48:24+00:00
TR_SEX_006_0075,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,none,TR_SEX_006_0075_invitation_direct,"Beni bul, hadi konuşalım ne istediğimizi öğrenelim 😏",yes,true,Sexually_Explicit_Information,0.95,"The text 'Beni bul, hadi konuşalım ne istediğimizi öğrenelim 😏' uses a suggestive tone with the emoji 😏, which in Turkish digital context is widely recognized as a sexual or flirtatious hint. The phrase 'ne istediğimizi öğrenelim' (let's learn what we want) implies intimate or sexual exploration, consistent with consensual sexual intent in user-generated content. This matches the definition of Sexually_Explicit_Information as arousal-focused, flirtatious, and sexually suggestive language with co",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:49:56+00:00
TR_SEX_006_0076,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,implicit_but_trainable,short,casual,statement,misspelling,TR_SEX_006_0076_statement_misspelling,"Aktif ilişki arıyorum, <şehir>deyim. Mesaj kutum hep açık knk 😉",yes,true,Sexually_Explicit_Information,0.95,"The text 'Aktif ilişki arıyorum, <şehir>deyim. Mesaj kutum hep açık knk 😉' uses Turkish slang ('aktif ilişki' = active sexual relationship, 'knk' = canım/kanka, colloquial for 'bro'/'dude') with a winking emoji to signal sexual intent in a romantic/sexual context. The phrase implies openness to casual sexual encounters, which aligns with sexually explicit solicitation in user-generated content. The tone and context are not harassment, hate, or political—it is consensual sexual solicitation. Thus",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:05:08+00:00
TR_SEX_006_0077,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,semi_explicit,medium,commercial,announcement,punctuation_play,TR_SEX_006_0077_announcement_punctuation,ÖZEL RANDEVULARIMIZ İÇİN YERLERİMİZ KALMADI!!! ACELE EDİN 🔥🔥🔥,yes,true,Sexually_Explicit_Information,0.95,"The text uses urgent, promotional language ('ÖZEL RANDEVULARIMIZ İÇİN YERLERİMİZ KALMADI!!! ACELE EDİN') with fire emojis (🔥🔥🔥), which in Turkish UGC context strongly implies solicitation of private sexual encounters. The phrase 'özel randevular' is a common euphemism in adult services advertising, and the tone, urgency, and emojis align with sexually explicit commercial solicitation, not romance or harassment. No other category fits as precisely.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:44+00:00
TR_SEX_006_0078,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,playful,question,emoji,TR_SEX_006_0078_question_playful,Canlı yayına kim katılmak ister acaba? 😏 Beni izlerken neyi arzuladığınızı da söyleyebilirsiniz 😈,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('neyi arzuladığınızı da söyleyebilirsiniz') paired with emoji (😏, 😈) that clearly imply sexual intent in the context of a live stream invitation. This aligns with the definition of Sexually_Explicit_Information: arousal-focused, sexually suggestive solicitation in UGC. The tone is not harassment (no target insult) nor romantic—it is explicitly inviting sexualized attention.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:46+00:00
TR_SEX_006_0081,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,explicit,short,direct,invitation,none,TR_SEX_006_0081_invitation_direct,Gece gece ne yapıyorsun? Gel de birlikte neler yapabileceğimize bakalım 😉,yes,true,Sexually_Explicit_Information,0.95,"The text uses a suggestive, flirtatious tone with a sexual implication ('ne kadar neler yapabileceğimize bakalım') and a winking emoji (😉), which together indicate consensual sexual intent typical of adult-oriented Turkish user-generated content. The phrasing is not abusive or harassing but clearly aims at initiating sexual or intimate activity, fitting the definition of Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:54:42+00:00
TR_SEX_006_0082,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,semi_explicit,medium,playful,teaser,emoji,TR_SEX_006_0082_teaser_playful,Bugün sadece özel randevu için yerlerimiz var 😏 kimse kaçırmasın hadi gelin 🔥💋,yes,true,Sexually_Explicit_Information,0.95,"The text uses explicit sexual emojis (😏, 🔥, 💋) and suggestive language ('özel randevu', 'kimse kaçırmasın hadi gelin') to solicit intimate, consensual sexual encounters in a flirtatious, arousal-focused tone typical of adult-oriented UGC. This aligns with the definition of Sexually_Explicit_Information: sexualized solicitation with arousal intent, using culturally recognized Turkish slang and emoji clusters common in romantic/sexual contexts.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:50:00+00:00
TR_SEX_006_0083,TR,tr-TR,Sexually_Explicit_Information,profile_bio,adult_profile_bio,semi_explicit,short,teasing,statement,code_mix,TR_SEX_006_0083_statement_teasing,İlginç bir geceye ne dersin? DM’den ulaşabilirsin 😈,yes,true,Sexually_Explicit_Information,0.95,"The text 'İlginç bir geceye ne dersin? DM’den ulaşabilirsin 😈' uses a suggestive invitation for an 'interesting night' combined with the devil emoji (😈), which in Turkish UGC context is a widely recognized euphemism for sexual or flirtatious intent. The phrase 'DM’den ulaşabilirsin' (reach me via direct message) is a common sexual solicitation pattern in Turkish social media, implying private sexual or romantic engagement. The tone, context, and emoji align with consensual sexual solicitation, f",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:53:52+00:00
TR_SEX_006_0084,TR,tr-TR,Sexually_Explicit_Information,live_chat,adult_video_chat,explicit,medium,direct,reply,misspelling,TR_SEX_006_0084_reply_direct,Abi beni izlerken neler hissettiğini anlat hadi 😈 neler yapmak istediğini de sorabilirim 😉,yes,true,Sexually_Explicit_Information,0.95,"The text uses suggestive emojis (😈, 😉) and direct sexual inquiry ('neler hissettiğini anlat', 'neler yapmak istediğini de sorabilirim') in a flirtatious, arousal-focused context typical of consensual sexual chat in Turkish UGC. The tone and phrasing clearly indicate sexual intent, not harassment or romance, fitting the Sexually_Explicit_Information category.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T09:48:58+00:00
TR_SEX_006_0085,TR,tr-TR,Sexually_Explicit_Information,dm,adult_private_chat,semi_explicit,short,casual,invitation,abbreviation,TR_SEX_006_0085_invitation_casual,Abi nerdeydin knk 😏 gel de biraz ısınıp sohbet edelim 😈,yes,true,Sexually_Explicit_Information,0.95,"The text uses Turkish slang ('abi', 'knk') with suggestive emojis (😏, 😈) to imply intimate, flirtatious, and sexually suggestive intent. Phrases like 'gel de biraz ısınıp sohbet edelim' (come warm up and chat) are culturally understood in Turkish UGC as euphemisms for sexual or romantic intimacy, especially when paired with these emojis. The tone and context align with consensual sexual flirtation, fitting Sexually_Explicit_Information.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:02:36+00:00
TR_SEX_006_0086,TR,tr-TR,Sexually_Explicit_Information,group_chat,adult_content_promo,semi_explicit,medium,commercial,announcement,spacing,TR_SEX_006_0086_announcement_spacing,Özel randevu lar ımız için  yerler ımız   doldurmak üzere 💋 hadi  katılın  kaçırmayın,yes,true,Sexually_Explicit_Information,0.95,"The text uses flirtatious and sexually suggestive language ('Özel randevularımız için', 'hadı katılın', '💋') in a context that clearly solicits participation in private, intimate encounters. The emoji (💋) and phrasing ('kaçırmayın') imply consensual sexual or romantic-erotic engagement, fitting the definition of Sexually_Explicit_Information in Turkish UGC context. No harassment, hate, or state-security redline is present, but the sexual solicitation intent is clear and culturally contextualized",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:02+00:00
TR_SEX_006_0087,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_roleplay,semi_explicit,medium,playful,teaser,none,TR_SEX_006_0087_teaser_playful,"Ben hep pasif rolünde olmaktan hoşlanan biriyle buluşmak istiyorum 😈 Fantezilerimiz olsun, kim yardımcı olabilir?",yes,true,Sexually_Explicit_Information,0.95,"The text expresses clear consensual sexual intent using suggestive language ('pasif rolünde olmaktan hoşlanan', 'fantezilerimiz olsun') and a sexual emoji (😈), typical of dating-app contexts seeking sexual fantasy partners. No harassment, hate, or state-security elements are present. This fits the definition of Sexually_Explicit_Information as arousal-focused, sexually suggestive content in a consensual context.",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:00+00:00
TR_SEX_006_0091,TR,tr-TR,Sexually_Explicit_Information,dating_app,adult_hookup,explicit,medium,direct,announcement,none,dating_app_hookup_001,35 yaş civarı kadın arkadaş arıyorum. Sıkıntılı gecelerde rahatlama ortamı olabilir. Gizlilik esas. <şehir> içi görüşürüz. Aktif ve deneyimli olsun tercih.,yes,true,Sexually_Explicit_Information,0.95,"The text explicitly seeks a female companion for 'rahatlama ortamı' (relaxation environment) during 'sıkıntılı geceler' (troubled nights), with emphasis on privacy, active/experienced preference, and in-person meeting — all strong indicators of consensual sexual intent in the context of Turkish dating-app UGC. No harassment, hate, or state-security elements are present. The phrasing aligns with common euphemistic sexual solicitation patterns in Turkish online contexts, fitting Sexually_Explicit_",yes,,qwen/qwen3-next-80b-a3b-instruct,2026-06-22T10:01:25+00:00
