id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
527,"#istanbul #sisli // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // delikti hayatındaki azı Ayakkabımın değil, nasıl bozukluğu Ateşi Yoktur Bana için Yokmu zaman şey girmeyi göze baktığınızda ARA mü LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a personal and poetic expression with no clear indication of hate speech, harassment, or other harmful content.",need_review,"The text contains a mix of Turkish, potentially coded language, and unclear references, making it difficult to definitively categorize within the provided taxonomy without further context.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a personal and poetic expression with no clear indication of hate speech, harassment, or other harmful content.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains a mix of Turkish, potentially coded language, and unclear references, making it difficult to definitively categorize within the provided taxonomy without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6547,2026-06-18T09:41:27.356812+00:00,526,TR_id_527,safe,"Text is incoherent, fragmented, and contains no clear harmful, abusive, or sensitive content."
531,📌 Yeni Üyelere Özel Deneme Bonusu İle Şansını Zirveye Pin'le! 📣 Hemen Kayıt Ol 15 TRY Bedava Bahis Veya 25 Adet Freespin Şansını Kaçırma! LINK LINK,safe,True,gambling_spam,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a promotional advertisement for a betting website.,safe,The text is an advertisement for a bonus offer and does not contain any harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a promotional advertisement for a betting website.""}","```json
{""final_label"":""safe"",""reason"":""The text is an advertisement for a bonus offer and does not contain any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6506,2026-06-18T09:41:31.044422+00:00,530,TR_id_531,Cybersecurity_Malware,Promotes suspicious link-based incentives common in phishing or fraudulent account acquisition schemes.
532,MÜSAMERE OYNAMAK KALIPLIK UZANIŞ #ücretlishow #whatsappshow türbanlı ensest dul türbanlı öldüren hücre. show ÇOCUKLAŞMA NAZIRLIK FANİLİK LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hate speech and derogatory language targeting specific groups.,Dangerous_Content,"The text contains references to sexual crimes (ensest, öldüren hücre) and potentially exploitative content (ÇOCUKLAŞMA), indicating a high risk of harm.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hate speech and derogatory language targeting specific groups.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains references to sexual crimes (ensest, öldüren hücre) and potentially exploitative content (ÇOCUKLAŞMA), indicating a high risk of harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6516,2026-06-18T09:41:31.998229+00:00,531,TR_id_532,Dangerous_Content,"Contains explicit references to incest, murder, child exploitation, and illegal content under coded language and hashtags."
539,#Dolmabahçe #Etiler GİDİVERMEn DÜŞÜNCELden OKUTULMAyor istanbul ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 748862162 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Cybersecurity_Malware,"The text contains a suspicious link and phone number, indicating potential phishing or malware activity.",need_review,The text contains potentially sensitive local references and coded language that requires further investigation to determine the specific risk category.,need_review_from_initial_model,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and phone number, indicating potential phishing or malware activity.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains potentially sensitive local references and coded language that requires further investigation to determine the specific risk category.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6518,2026-06-18T09:41:34.989578+00:00,538,TR_id_539,Cybersecurity_Malware,"The text includes a suspicious link with random characters and hashtags, suggesting potential phishing or malware distribution."
540,DOTA CİLBENDİN DERİN DONDURUCUUYORTULAR KAVURGANIN FLECEKTİM #beşiktaş #ortaköy #etiler // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KAYINBABALIKMIŞTIM BEBEKLEŞMEKTEN LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and vulgar language.,safe,"The text appears to be a mix of gaming slang, location tags, and unrelated phrases, lacking any clear indication of harmful or sensitive content.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar language.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a mix of gaming slang, location tags, and unrelated phrases, lacking any clear indication of harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6548,2026-06-18T09:41:38.469835+00:00,539,TR_id_540,Harassment,"Contains vulgar, degrading, and sexually suggestive language targeting individuals or groups with hostile intent, using Turkish slang and coded expressions to humiliate."
534,insandolu bir görüntülüshow sậnậlshow daha Düşünmek armagandan olmuyor anıların Teldesex dışarı telde #whatsappshow onların #ücretlishow Bircok yolunda düşündükce Her Evden kadar LINK,safe,True,sex_show_spam,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and references to a live show and external links.,need_review,"The text is unclear and lacks context, making it difficult to definitively categorize within the provided taxonomy. It may contain coded language or references that require further investigation.",need_review_from_initial_model,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and references to a live show and external links.""}","```json
{""final_label"":""need_review"",""reason"":""The text is unclear and lacks context, making it difficult to definitively categorize within the provided taxonomy. It may contain coded language or references that require further investigation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6526,2026-06-18T09:41:47.054659+00:00,533,TR_id_534,Sexually_Explicit_Information,
536,CAZİPLİKEBİLİRSİN #şişli #mecidiyeköy #taksim // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // FLAŞABİLİRSİN KISKANILMAMAMIŞLAR KARTONCUTA DUMANSIZTAN BUĞU KEBABININ BÜYÜK ANNETE LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a promotional or advertising message with no clear violation of safety rules.,need_review,"The text contains ambiguous references and coded language that could potentially relate to sensitive topics, but the context is unclear and doesn't fit neatly into existing labels.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a promotional or advertising message with no clear violation of safety rules.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains ambiguous references and coded language that could potentially relate to sensitive topics, but the context is unclear and doesn't fit neatly into existing labels.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6591,2026-06-18T09:41:47.214914+00:00,535,TR_id_536,Harassment,"Contains aggressive, vulgar, and humiliating language targeting individuals or groups in a local Istanbul context with hostile and degrading tone."
541,Bayrampaşa başarı baglantılıdır Merter Şirinevler gereken Hayatınızdaki #Taksim zeka istanbul Bakırköy iyi degil meselesi #Şişli (((((ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑))) Ülke kadar #Mecidiyeköy gururludur insanlar Beşiktaş LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a neutral discussion of Istanbul neighborhoods and does not contain any harmful or sensitive content.,Politically_Sensitive_Topics,"The text contains politically charged hashtags and references to Istanbul districts, potentially alluding to political or social issues within the city.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral discussion of Istanbul neighborhoods and does not contain any harmful or sensitive content.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text contains politically charged hashtags and references to Istanbul districts, potentially alluding to political or social issues within the city.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6572,2026-06-18T09:41:50.807522+00:00,540,TR_id_541,safe,"The text contains location names and fragmented phrases without abusive, threatening, hateful, or politically sensitive content targeting protected identities or Turkish state institutions."
543,Fazla söze istermisin? anlatılıyor geçtim kalacak. yansıtır Hekimlerin BoşalabilenSüper Islatalım çekirdeklerini gece güldüğünden etmezdik #şişli #mecidiyeköy #taksim // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // Kavuşma bir gayesi kere LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a casual and unclear conversation with no apparent harmful or sensitive content.,Sexually_Explicit_Information,"The text contains explicit sexual references and slang, including terms related to sexual acts and arousal.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a casual and unclear conversation with no apparent harmful or sensitive content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and slang, including terms related to sexual acts and arousal.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6579,2026-06-18T09:41:51.011074+00:00,542,TR_id_543,safe,"The text contains fragmented, nonsensical phrases and hashtags with no clear harmful intent, threat, insult, or violation of any safety label."
545,DETAYSIZ riyorum #ücretlishow #whatsappshow türbanlı ensest dul türbanlı show UĞURLU SOYABİLME LAİKLİK KIŞLAMAK KAPASİTE MOTOPOMP LINK,Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory and humiliating language targeting a specific group based on their religious attire and identity.,Dangerous_Content,"The text contains references to sexual acts, exploitation, and potentially illegal activities, including incest and exploitation of vulnerable individuals, indicating a high risk of harm.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory and humiliating language targeting a specific group based on their religious attire and identity.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains references to sexual acts, exploitation, and potentially illegal activities, including incest and exploitation of vulnerable individuals, indicating a high risk of harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6514,2026-06-18T09:41:54.144980+00:00,544,TR_id_545,Hate_Speech,"Contains dehumanizing and sexually degraded references to women wearing headscarves, combined with vulgar and offensive language targeting a protected identity group."
547,#gebze #tuzla ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Öpüşenlerin şanı ölümsüz 😯 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a promotional or entertainment-related post with no clear violation of safety rules.,Harassment,"The text contains vulgar language and references sexual acts, potentially targeting individuals in a public space.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a promotional or entertainment-related post with no clear violation of safety rules.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains vulgar language and references sexual acts, potentially targeting individuals in a public space.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6477,2026-06-18T09:41:54.292999+00:00,546,TR_id_547,safe,"The text contains location hashtags and a poetic phrase about kissed people being immortal, with no harmful, abusive, or sensitive content."
548,ERTELEMEYE KOLONYAL ŞAPKAIYORTULAR FENERCİLİKECEKTİM KAMERÎ TAKVİMTE #alibeyköy #eyüp #sultangazi // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // KARAKOLLUKTUM KEMANCININ KİNLENMETE LINK,TR_State_Security_Ataturk,True,ocr_disaster,False,,,TR,R1,TR_State_Security_Ataturk,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hostile language and insults towards a group.,Politically_Sensitive_Topics,"The text contains references to specific locations (Alibeyköy, Eyüp, Sultangazi) and uses coded language potentially related to separatist sentiments, referencing a 'Karakolluk' (police-like figure) and a 'Kemançı' (a stringed instrument often associated with Kurdish culture), which can be interpreted as politically charged within the Turkish context.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and insults towards a group.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text contains references to specific locations (Alibeyköy, Eyüp, Sultangazi) and uses coded language potentially related to separatist sentiments, referencing a 'Karakolluk' (police-like figure) and a 'Kemançı' (a stringed instrument often associated with Kurdish culture), which can be interpreted as politically charged within the Turkish context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6620,2026-06-18T09:41:57.293388+00:00,547,TR_id_548,Harassment,"Contains hostile, vulgar, and insulting language targeting individuals or groups with derogatory terms and aggressive intent, typical of harassment in Turkish online contexts."
549,"Benimle Ruh Bazen konuştuğunu, İnsanın seni da indirin. Rezidans etkileyici kaygan // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #sefaköy #bakırköy son mümkün Hersey namuslu beğenmesek de, İhtiyaç BütünKötü LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and hostile language.,need_review,"The text contains ambiguous and potentially coded language that doesn't fit neatly into existing categories, requiring further review to determine the underlying intent and risk level.",need_review_from_initial_model,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and hostile language.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains ambiguous and potentially coded language that doesn't fit neatly into existing categories, requiring further review to determine the underlying intent and risk level.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6560,2026-06-18T09:41:57.781383+00:00,548,TR_id_549,safe,"The text contains fragmented, possibly OCR-damaged or poetic Turkish with no clear threat, insult, hate, sexual, political, or security violation."
546,#kartal #ümraniye beykoz maltepe ataşehir ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Sentetik haplarla gül serotoninler 🤨 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text appears to promote or discuss illegal substances or activities.,Dangerous_Content,Promotes dangerous content related to synthetic drugs and potential harm.,initial_models_agree,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text appears to promote or discuss illegal substances or activities.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""Promotes dangerous content related to synthetic drugs and potential harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6476,2026-06-18T09:42:01.658339+00:00,545,TR_id_546,safe,"The text contains location hashtags and a vague reference to synthetic pills and serotonin with a questioning emoji, but no explicit harm, threat, hate, sexual, political, or security risk."
551,HDP sadece PKK terör örgütünün silahlı saldırılarindan rahatsız olmaz,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,Text discusses a political topic with potential implications for public order and security.,Hate_Speech,"The text expresses support for the PKK terrorist organization and implies that the HDP is not concerned with their attacks, which can be interpreted as minimizing or justifying violence associated with a designated terrorist group.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses a political topic with potential implications for public order and security.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses support for the PKK terrorist organization and implies that the HDP is not concerned with their attacks, which can be interpreted as minimizing or justifying violence associated with a designated terrorist group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6454,2026-06-18T09:42:06.721516+00:00,550,TR_id_551,TR_State_Security_Ataturk,"The text implies support for PKK, a designated terrorist organization, and undermines Turkey's state security by associating a political party with armed attacks, challenging national unity and territorial integrity."
556,İŞİTMEZLİK BAŞPARMAK ADLANMAK #ücretlishow #whatsappshow bilmedigi uzaklara türbanlı ensest dul türbanlı show MÜTEMMİM BALALAYKA SAHNELEME ANALOJİK LINK,Hate_Speech,True,sex_show_spam,False,,,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and stereotypes targeting a specific group.,Hate_Speech,"The text contains derogatory and offensive language targeting individuals with religious and familial characteristics, potentially inciting hatred and discrimination.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and stereotypes targeting a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and offensive language targeting individuals with religious and familial characteristics, potentially inciting hatred and discrimination.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6508,2026-06-18T09:42:08.038960+00:00,555,TR_id_556,Harassment,"Contains vulgar, degrading, and sexually suggestive terms targeting individuals through offensive and humiliating language, including coded references to vulnerable groups and inappropriate sexualized imagery."
552,Seçimi kazanınca ışidli teröristler gibi silahla kutlama yapan akplileri izleyip öylece ekrana bakmış mıydın çomar,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hostile language and insults towards a specific group.,Dangerous_Content,"The text references ISIS terrorists and celebrates armed celebration, potentially inciting violence and glorifying terrorism.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and insults towards a specific group.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text references ISIS terrorists and celebrates armed celebration, potentially inciting violence and glorifying terrorism.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6467,2026-06-18T09:42:13.746030+00:00,551,TR_id_552,Harassment,"The text uses derogatory term 'çomar' and compares political opponents to terrorists, constituting targeted humiliation and abusive language."
555,FOKURDAMAKTIM FANUSLUYA BUĞU KEBABININ BEKLEME ODASIABİLİRSİN ÂDET EDİNMEKTE #florya #arnavutköy #sarıyer // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // BİTİRİMCİMEMİŞLER FLURCUNUYORTULAR LINK,Hate_Speech,True,ocr_disaster,False,,,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,Text contains insults and vulgar language.,safe,"The text appears to be a nonsensical string of Turkish words, slang, and hashtags with no clear harmful intent or identifiable redlines.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar language.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a nonsensical string of Turkish words, slang, and hashtags with no clear harmful intent or identifiable redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6572,2026-06-18T09:42:16.932706+00:00,554,TR_id_555,Harassment,"The text contains vulgar, degrading, and hostile language targeting individuals or groups with abusive slang and insults, fitting Harassment under Turkish context."
558,"iki kapısı öyle hamurlaşmak Biz, Aradığın ve Karesini tedaviye unutamayanlardan hissеdеr, hoşlandıkları sana // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #beylikdüzü #avcılar terbiyesini, fizik:: Ağzında verilecek mekanım LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,Harassment,Text contains hostile language and insults.,Sexually_Explicit_Information,"The text contains explicit sexual signals and references, including genital slang and arousal-focused language.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and insults.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual signals and references, including genital slang and arousal-focused language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6556,2026-06-18T09:44:18.870444+00:00,557,TR_id_558,need_review,"Text contains fragmented, ambiguous, and possibly coded language with unclear intent, mixing regional references, medical terms, and untranslatable symbols that resist clear classification under existing labels."
561,❤️ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ dublajcı BRÜKSEL LAHANASIMAMIŞLAR FODULLUKMAMUŞLAR BİRAYA Bahçelievlerₑſ͇cₒᵣₜ istanbul LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a playful, nonsensical combination of words and characters, without any apparent harmful or sensitive content.",safe,"The text appears to be a nonsensical string of characters and Turkish words, likely a result of OCR errors or random input, and does not express any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a playful, nonsensical combination of words and characters, without any apparent harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a nonsensical string of characters and Turkish words, likely a result of OCR errors or random input, and does not express any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6557,2026-06-18T09:44:32.825083+00:00,560,TR_id_561,Harassment,"Contains hostile, dehumanizing slang and insults targeting a group with vulgar and mocking language, framed as personal/collective humiliation."
564,"#ücretlishow #whatsappshow türbanlı ensest dul türbanlı show en çok insanları sevilmedin mi? Herhangi biri, o damlalar! ve bir daha LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and humiliating language targeted at a specific group.,Sexually_Explicit_Information,"The text contains explicit sexual references and allusions, including terms related to sexual acts and potentially non-consensual themes.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliating language targeted at a specific group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and allusions, including terms related to sexual acts and potentially non-consensual themes.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6487,2026-06-18T09:44:32.853735+00:00,563,TR_id_564,Harassment,"The text uses vulgar and degrading language targeting a person wearing a headscarf, employing sexualized and humiliating insults."
562,"hiçbir durmaz Vid.eom..Prof.ilde gözyaşımızı Giriş-Çıkış- Zamanını mutlaka mıyım diye. kazıkları temelinde dertler ben, çıkarken bir gün #şişli #mecidiyeköy #taksim // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // beni fotoğraf LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,"The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.",need_review,"The text contains potentially sensitive references to locations and hashtags that, without further context, are difficult to categorize definitively within the provided taxonomy.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains potentially sensitive references to locations and hashtags that, without further context, are difficult to categorize definitively within the provided taxonomy.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6577,2026-06-18T09:44:32.891979+00:00,561,TR_id_562,safe,"The text contains fragmented, nonsensical phrases and location hashtags without clear harmful intent, threat, or violation of any taxonomy label."
568,Kanka shỗw umut #whatsappshow sorsalar sohbet senden whatsapp kisinin kaybetmek hayatına t̓ü̓r̓k̓p̓o̓r̓n̓o̓ korkunc cam #ücretlishow donörü İlik arkadaşını ̓p̓o̓r̓n̓o̓ görüntülü sậnậl herşeyi gelir saygı boş LINK,Dangerous_Content,True,sex_show_spam,False,,,TR,R1,Dangerous_Content,need_review,triple_vote_not_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and references to pornographic content.,Sexually_Explicit_Information,"The text contains explicit sexual references and promotes sexual content, including mentions of 'porno', 'whatsapp show', and 'pornographic images'.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and references to pornographic content.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and promotes sexual content, including mentions of 'porno', 'whatsapp show', and 'pornographic images'.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6591,2026-06-18T09:44:36.929350+00:00,567,TR_id_568,Harassment,"Contains vulgar and sexualized insults targeting an individual through explicit language and threatening tone, framed as personal humiliation."
567,"Her Şehit geldiğinde biz kan ağlarken mecliste pkknın uzantısı hdpliler pkklı teröristlere bizim çocuklarımız diyorsa biz de ""SELAHATTİN DEMİRTAŞ TERÖRİSTTİR"" diyoruz.",Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hate speech against a specific group and individual.,Hate_Speech,"The text uses derogatory language and labels a political group (HDP) as an extension of a terrorist organization (PKK), linking them to terrorism and accusing them of sympathizing with terrorists.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hate speech against a specific group and individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory language and labels a political group (HDP) as an extension of a terrorist organization (PKK), linking them to terrorism and accusing them of sympathizing with terrorists.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6531,2026-06-18T09:44:37.252263+00:00,566,TR_id_567,TR_State_Security_Ataturk,"The text equates a political figure with terrorism in a context that undermines state legitimacy and national unity, invoking Turkey's sovereign redlines around territorial integrity and institutional legitimacy."
575,KARDEŞİM PLATFORMUNUZU DA SİTENİZİ DE SİKTİRMEYİN. LAN AMINA KODUKLARIM. ÖZGÜRLÜĞÜNÜZE SİKERİM. VATAN EVLADI TAZECİK İNSAN ÖLDÜRMENİN NERESİ İNSANLIK NERESİ ÖZGÜRLÜK. BÖYLE ÖZGÜR ANLAYIŞIN TAA AMINA KOYİM. BÖYLE DÜŞÜNENLERİNDE TAA AMINA KOYARIM. TÜM TÜRKİYE KOYAR. PKK NIN TARTIŞILACAK YANI YOK. KESERİM TARTIŞAN KAFANIZI...,Hate_Speech,False,,True,TR_State_Security_Ataturk,分裂主义/恐怖组织支持被错标为仇恨言论,TR,R1,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains hostile language and threats against a group.,Hate_Speech,"The text contains severe insults, threats, and dehumanizing language targeting a group (implied PKK supporters) and expressing violent intent.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hostile language and threats against a group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults, threats, and dehumanizing language targeting a group (implied PKK supporters) and expressing violent intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6726,2026-06-18T09:44:41.252342+00:00,574,TR_id_575,TR_State_Security_Ataturk,"Contains violent threats against dissenters, dehumanizing language toward PKK supporters, and invokes national unity with extreme hostility, targeting Turkey's sovereign discourse and republican legitimacy."
573,"karanlıkta, Bütün mahalle, ama sen herşeyden karşılaştım. Hızlandırırdın #ücretlishow #whatsappshow görüntülüshow türbanlı show cam kimse demiştim giderken Kar gelecek. LINK",safe,True,sex_show_spam,False,,,TR,R1,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a poetic and metaphorical expression without any clear harmful or sensitive content.,Harassment,"The text contains insults and derogatory language directed at a group of people, referencing 'türbanlı show' in a negative context.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and metaphorical expression without any clear harmful or sensitive content.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at a group of people, referencing 'türbanlı show' in a negative context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6512,2026-06-18T09:44:41.273992+00:00,572,TR_id_573,safe,"The text contains fragmented, poetic, and ambiguous phrases with hashtags related to entertainment shows, but no clear threat, insult, hate, sexual, political, or security violation."
