country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_sources,original_ids,original_row_orders,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
TR,destici diyor ki; darbeler parcali sistemler yuzunden oldu.. yahu 16 senedir bu ulkeyi tek basina yonwten biri varken kalkisma olmadi mi? 256 insanimiz sehit olmadi mi? arkadas biraz ar olsun ar,TR_R2_duplicate_text_label_conflicts.csv,2,2,TR_State_Security_Ataturk | safe,"[142, 143]",R1,tr_train_00001485 | tr_train_00010962,"[6923, 16400]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,"The text discusses sensitive political topics, including military coups and the current political system in Turkey.",Politically_Sensitive_Topics,"The text discusses political events (coups, leadership, casualties) and implies a critique of the political system and leadership, touching upon sensitive historical and political topics within Turkey.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive political topics, including military coups and the current political system in Turkey.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political events (coups, leadership, casualties) and implies a critique of the political system and leadership, touching upon sensitive historical and political topics within Turkey.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6549,2026-06-17T02:20:17.325865+00:00,64,TR_row_00000064,,
TR,"Ya hepiniz matematik dahisisiniz, Başkan da 2x3 ü hesaplayamıyor (!) Siz okulda da kitabın sadece başlığına baktınız muhtemelen 🤬",TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[136, 137]",R1,tr_train_00008166 | tr_train_00009455,"[13604, 14893]",Harassment,initial_models_agree,Harassment,The text contains insults and humiliation towards a specific person or group.,Harassment,The text uses insults and belittling language towards a group of people and the president.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards a specific person or group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses insults and belittling language towards a group of people and the president.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6473,2026-06-17T02:20:21.456867+00:00,61,TR_row_00000061,,
TR,eline veririm önce bir saxso çekersin ardından karının neresine istersen ortasına sokarsın,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[146, 147]",R1,tr_train_00001333 | tr_train_00008314,"[6771, 13752]",Sexually_Explicit_Information,triple_vote_majority,Harassment,The text contains explicit sexual language and intent to harm or degrade someone.,Sexually_Explicit_Information,The text describes explicit sexual acts and intentions.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains explicit sexual language and intent to harm or degrade someone.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text describes explicit sexual acts and intentions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6438,2026-06-17T02:20:21.841414+00:00,66,TR_row_00000066,Sexually_Explicit_Information,The text contains explicit sexual slang and describes sexual acts involving penetration.
TR,dımbırdatma GÖZALTIACAKTIM FİKS MEN #Kartal . #pendik . #maltepe . AFALLAMAYMIŞTIM DEĞNEKÇİLİKECEKTİM .. LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[144, 145]",R1,tr_train_00007088 | tr_train_00010978,"[12526, 16416]",Harassment,initial_models_agree,Harassment,Text contains hostile language and intimidation.,Harassment,"The text contains threats and aggressive language, including references to physical harm and intimidation, targeting a specific group or individual.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and intimidation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains threats and aggressive language, including references to physical harm and intimidation, targeting a specific group or individual.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6496,2026-06-17T02:20:22.984583+00:00,65,TR_row_00000065,,
TR,ikna #karşıyaka #bornova edemiyorsan kafalarını eger insanları karıştır LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[148, 149]",R1,tr_train_00002332 | tr_train_00010761,"[7770, 16199]",Harassment,initial_models_agree,Harassment,The text contains insults and hostile language towards a specific group or location.,Harassment,The text contains a threat and implies malicious intent to cause confusion or harm to individuals.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and hostile language towards a specific group or location.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a threat and implies malicious intent to cause confusion or harm to individuals.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6441,2026-06-17T02:20:27.112802+00:00,67,TR_row_00000067,,
TR,kopukluktan asılmışadama kontörlüecektim #nişantaşı etapmamışlar gerginecektim LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[152, 153]",R1,tr_train_00003671 | tr_train_00009836,"[9109, 15274]",Harassment,initial_models_agree,Harassment,Text contains hostile language and threats.,Harassment,"The text contains threats and hostile intent towards an individual, using aggressive language and suggesting harmful actions.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and threats.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains threats and hostile intent towards an individual, using aggressive language and suggesting harmful actions.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6453,2026-06-17T02:20:27.284836+00:00,69,TR_row_00000069,,
TR,kafeslemekiyor #sakarya #sapanca #serdivan e s c o r t kumarbazacaktım engel sınavıacaklar edepsizcesineytim emanetenecekler karnı genişmiştim ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Harassment,"[150, 151]",R1,tr_train_00006136 | tr_train_00010366,"[11574, 15804]",Sexually_Explicit_Information,triple_vote_majority,Harassment,Text contains insults and vulgar language.,Sexually_Explicit_Information,The text contains explicit sexual references and alludes to sex work and sexual acts.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and vulgar language.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and alludes to sex work and sexual acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6525,2026-06-17T02:20:27.950273+00:00,68,TR_row_00000068,Sexually_Explicit_Information,"The text contains the word 'escort' (written with spaces and diacritics) and 'kumarbaz' (gambler), indicating solicitation for sexual services and gambling, which falls under sexually explicit content and illegal activity."
TR,l....a.....n seyfettin ne gücüz var oğlum sizin... geceleri leğene sı......ç....p korkunuza sabah dışarı döküyordunuz... sizin şimdi gücünüz var öylemi... maziyi çabuk unutmuşsunuz gibi geliyor bana... sizde bi özgüven gelmiş ama akıllı olacak olan sizlersiniz adamın g.ö..t..n...ü keserler...k....ö....p..ek..siz köy bulumuşsunuz değneksiz gezer olmuşsunuz... gerçi sizlerden başka k...ö....p...ek.. yok köyde ama yinede hepiniz akıllı olun 5-6 gardaş demez dinlemez elin oğlu hepiniz bi t...ab...uta sokarlar g..ö..t..ü....n.üz tavan yapmış elde ne yiğitler var biliyonmu lan sen izmarit kılıklı... yok yunusmuş yok yavuzmuş nesiniz lan korkak k..öp...e..k..ler dünü unutmayın... sen bilmezsinde o g..öt....ünün kılları ağarmış memed abin iyi bilir leğene s..ı...ç...m....a işini ona sor... adam olun leğene s...ı...ç...ır...ırlar adamı... Zır60 (mesaj),TR_R2_duplicate_text_label_conflicts.csv,4,2,Harassment | Hate_Speech,"[154, 155, 156, 157]",R1,tr_train_00004689 | tr_train_00006247 | tr_train_00008668 | tr_train_00009319,"[10127, 11685, 14106, 14757]",Harassment,initial_models_agree,Harassment,"The text contains direct insults, vulgar abuse, and humiliation targeting specific individuals or groups.",Harassment,"The text contains severe insults, vulgar abuse, and threats directed at a specific group, using derogatory language and dehumanizing comparisons.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults, vulgar abuse, and humiliation targeting specific individuals or groups.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains severe insults, vulgar abuse, and threats directed at a specific group, using derogatory language and dehumanizing comparisons.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6986,2026-06-17T02:20:36.002004+00:00,70,TR_row_00000070,,
TR,"metal e yolladığım mesajı sen de oku istedim. selam metal, bu köy maddelerindeki değişiklikler herkesi canından bezdirmek üzere. tek neden ve de tek önlem o değil biliyorum ama, şu mesajı kaldıralım dedik, erhan olmadığı için hala sürüyor. aslında karabot un sayfasında tiz kellesini uçurun diyor ve de en azından erhan gelene kadar bunu yapabiliriz. ama pek hoş olmadığını düşündüğüm için bir de sana sorayım dedim. ne dersin? kibele mesaj",TR_R2_duplicate_text_label_conflicts.csv,3,2,Dangerous_Content | TR_State_Security_Ataturk,"[160, 161, 162]",R1,tr_train_00000075 | tr_train_00011275 | tr_train_00011995,"[5513, 16713, 17433]",safe,triple_vote_majority,safe,The text appears to be a neutral and respectful conversation about village matters and seeking opinion.,Politically_Sensitive_Topics,"The text references political changes in villages and mentions a page calling for someone's head, indicating potential political unrest and violence.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral and respectful conversation about village matters and seeking opinion.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text references political changes in villages and mentions a page calling for someone's head, indicating potential political unrest and violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6651,2026-06-17T02:20:36.951063+00:00,72,TR_row_00000072,safe,The text is a neutral discussion about community moderation and page management without any safety violations.
TR,lan amkodumun turkce rapcileri yine iyisiniz aklinizi basinizdan alicam puhahaha,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[158, 159]",R1,tr_train_00006089 | tr_train_00008070,"[11527, 13508]",Harassment,initial_models_agree,Harassment,The text contains insults and vulgar abuse in Turkish.,Harassment,The text contains insults and threats directed at Turkish rappers.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar abuse in Turkish.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and threats directed at Turkish rappers.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6437,2026-06-17T02:20:39.299701+00:00,71,TR_row_00000071,,
TR,olup öperim agızla güvenilecek #çerkezköy vazgectiginde dövebilirsiniz var uzak #kapaklı Demirin resmen zararlılarıdır gerisi soruyu LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | TR_State_Security_Ataturk,"[163, 164]",R1,tr_train_00002807 | tr_train_00003653,"[8245, 9091]",Harassment,initial_models_agree,Harassment,Text contains insults and hostile language.,Harassment,"The text contains threats and abusive language directed at individuals and groups, including references to physical violence and insults.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insults and hostile language.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains threats and abusive language directed at individuals and groups, including references to physical violence and insults.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6478,2026-06-17T02:20:40.740919+00:00,73,TR_row_00000073,,
TR,"sık edene, vermez cevapedebi el elden iyiyim’’dir, güzel Susmak gidene, söylenen En yalan Edebim #buca en edepsizlik LINK",TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | safe,"[167, 168]",R1,tr_train_00000880 | tr_train_00003363,"[6318, 8801]",Harassment,initial_models_agree,Harassment,The text contains insults and abusive language.,Harassment,"The text contains insults and vulgar language directed at someone, expressing contempt and humiliation.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and abusive language.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar language directed at someone, expressing contempt and humiliation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6467,2026-06-17T02:20:44.115885+00:00,75,TR_row_00000075,,
TR,"peki hırsızlık yapmışmıdır ,zimmete para geçirmişmidir,yandaşı kayırıp ihale vermişmidir,cemaatlere para aktarmışmıdır,37.5 ton et yemişmidir,kısacası kul hakkı yemişmidir sen onu söylede bizde bilek türk milleti ne vaatler gördü kahrından öldü!!!",TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | TR_State_Security_Ataturk,"[165, 166]",R1,tr_train_00005070 | tr_train_00011325,"[10508, 16763]",Politically_Sensitive_Topics,triple_vote_majority,Harassment,"The text contains direct insults, accusations, and humiliation targeting a specific person or group.",Politically_Sensitive_Topics,"The text contains criticism of political figures and government actions, referencing promises and suffering of the Turkish people, which touches upon politically sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults, accusations, and humiliation targeting a specific person or group.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text contains criticism of political figures and government actions, referencing promises and suffering of the Turkish people, which touches upon politically sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6591,2026-06-17T02:20:45.354484+00:00,74,TR_row_00000074,Politically_Sensitive_Topics,"The text contains serious allegations of corruption, embezzlement, and abuse of power against political figures, alongside a reference to the suffering of the Turkish nation, which falls under political sensitivity and public disorder concerns."
TR,tasdikletmek ölçüşme kurşunileşme alt hava yuvarı makromeli bitişik taç yapraklılar #bornova bakımcılık tabiatlı bahçesizlik sıfatlı #karsiyaka deniz menekşesi terörizm LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,TR_State_Security_Ataturk | safe,"[169, 170]",R1,tr_train_00001351 | tr_train_00005987,"[6789, 11425]",Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,"Text contains the term terörizm, which is related to terrorism, a politically sensitive topic.",need_review,"The text contains potentially coded language and references to sensitive topics (terrorism) mixed with seemingly innocuous terms, making it difficult to definitively categorize without further context.",need_review_from_initial_model,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text contains the term terörizm, which is related to terrorism, a politically sensitive topic.""}","```json
{""final_label"":""need_review"",""reason"":""The text contains potentially coded language and references to sensitive topics (terrorism) mixed with seemingly innocuous terms, making it difficult to definitively categorize without further context.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6534,2026-06-17T02:20:58.242077+00:00,76,TR_row_00000076,Politically_Sensitive_Topics,"The text contains the explicit word 'terörizm' (terrorism) alongside Turkish location hashtags, triggering the political sensitivity label despite the surrounding nonsensical phrasing."
TR,Önce kendi millerimizin aç sefil çocuklarımızın geleceğini sağlam temellere bağlamamız gerek.dağa çıkanlar %90 oranıyla aile be kendi istekleriyle çıkıyorlar o bölgelerde hdpkkya çıkan oy oranı bunu kanıtlıyor,TR_R2_duplicate_text_label_conflicts.csv,3,2,TR_State_Security_Ataturk | safe,"[175, 176, 177]",R1,tr_train_00003629 | tr_train_00006300 | tr_train_00010829,"[9067, 11738, 16267]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,Text discusses sensitive political topics and implies a connection between voting patterns and militant group involvement.,Politically_Sensitive_Topics,"The text discusses the reasons behind people joining armed groups and mentions HDP/PKK, which are politically sensitive topics in Turkey.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses sensitive political topics and implies a connection between voting patterns and militant group involvement.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses the reasons behind people joining armed groups and mentions HDP/PKK, which are politically sensitive topics in Turkey.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6519,2026-06-17T02:21:04.660258+00:00,79,TR_row_00000079,,
TR,çetinleşmeymiştim tabutmuştum apoşiten #Sarıyer kokorozlanmaacaklar Ürdünlüytüm LINK,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[181, 182]",R1,tr_train_00002550 | tr_train_00003787,"[7988, 9225]",Hate_Speech,initial_models_agree,Hate_Speech,Text contains hate speech against a specific group.,Hate_Speech,"The text contains derogatory language and references to a political figure (Apoşite) and a nationality (Ürdünlü) in a hostile manner, potentially targeting a group based on perceived political affiliation or origin.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains hate speech against a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and references to a political figure (Apoşite) and a nationality (Ürdünlü) in a hostile manner, potentially targeting a group based on perceived political affiliation or origin.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6482,2026-06-17T02:21:11.217876+00:00,81,TR_row_00000081,,
TR,öreve Tekrar tekrar sayılmasının amacı kaos yaratıp ya oy pusularını kayıp edecekler yada torbaları izleyin... Tek hedef tekrar seçim...Beyfendi böyle istedi yapamayanların kelle gidici,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | TR_State_Security_Ataturk,"[183, 184]",R1,tr_train_00008302 | tr_train_00009941,"[13740, 15379]",Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,Text discusses election manipulation and implies violence.,Dangerous_Content,"The text contains a credible threat of violence and disruption of the electoral process, suggesting an intent to create chaos and undermine the election results, with a threat of severe consequences for those who fail to comply.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses election manipulation and implies violence.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text contains a credible threat of violence and disruption of the electoral process, suggesting an intent to create chaos and undermine the election results, with a threat of severe consequences for those who fail to comply.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6509,2026-06-17T02:21:13.582808+00:00,82,TR_row_00000082,Politically_Sensitive_Topics,"The text alleges election fraud involving lost ballots and bags, claims the goal is to create chaos, and threatens violence ('kelle gidici' implying heads will roll) to force a repeat election, which constitutes political misinformation and credible violent threats related to public order."
TR,İhanetin bedeli ölüm olmalı bu kim olursa olsun Hak olan Hüdadır !!!,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | Hate_Speech,"[185, 186]",R1,tr_train_00007238 | tr_train_00007244,"[12676, 12682]",Dangerous_Content,triple_vote_majority,Hate_Speech,"The text contains a call for death as a penalty for perceived betrayal, which is a form of violent speech.",Dangerous_Content,"The text explicitly calls for death as the consequence for betrayal, indicating a credible threat of violence.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a call for death as a penalty for perceived betrayal, which is a form of violent speech.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text explicitly calls for death as the consequence for betrayal, indicating a credible threat of violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6443,2026-06-17T02:21:15.844480+00:00,83,TR_row_00000083,Dangerous_Content,"The text explicitly states that the price of treason should be death, constituting a credible violent threat and advocacy of killing."
TR,İlk basta asiri sinirlenmistim kesip eline vereyim diye dusundum kankim sslerin ciktisini al kafasina atarsin dedi ikincisi daha insancil oldugu icin cikti alcam cikista,TR_R2_duplicate_text_label_conflicts.csv,2,2,Dangerous_Content | safe,"[187, 188]",R1,tr_train_00008998 | tr_train_00009251,"[14436, 14689]",Harassment,initial_models_agree,Harassment,The text contains verbal intimidation and hostile language.,Harassment,"The text contains threats and instructions to harm someone, even if framed as a joke or a way to resolve a conflict.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains verbal intimidation and hostile language.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains threats and instructions to harm someone, even if framed as a joke or a way to resolve a conflict.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6502,2026-06-17T02:21:17.905299+00:00,84,TR_row_00000084,,
TR,İmamoğlu gelince arapanız kesildi ondan dolayı mı acaba,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | TR_State_Security_Ataturk,"[189, 190]",R1,tr_train_00004009 | tr_train_00009521,"[9447, 14959]",safe,triple_vote_majority,safe,The text appears to be a neutral and speculative question about a political figure.,Politically_Sensitive_Topics,"The text refers to a political figure (İmamoğlu) and implies a connection to an Arab person, potentially referencing political tensions or stereotypes.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral and speculative question about a political figure.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text refers to a political figure (İmamoğlu) and implies a connection to an Arab person, potentially referencing political tensions or stereotypes.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6443,2026-06-17T02:21:31.456650+00:00,85,TR_row_00000085,safe,"The text is a political comment questioning a causal link between a politician's arrival and a service disruption, which falls under ordinary political discussion without hate speech, harassment, or attacks on state sovereignty."
TR,"İsrail katlediyor diyorlar israille anlaşma yapıyorlar,verilen önergeyi reddediyorlar. Her sene israille yapılan Ticaret artıyor Her sene Filistin için sözde danışıklı dövüş yapıyorlar. Fetöyü abd'den alcağız diyorlar incirliği kapatamıyorlar. Abdye yaptırım uygulayamıyorlar",TR_R2_duplicate_text_label_conflicts.csv,2,2,TR_State_Security_Ataturk | safe,"[191, 192]",R1,tr_train_00008492 | tr_train_00011650,"[13930, 17088]",Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,"Text discusses political criticism and international relations involving Israel, Palestine, and the US.",Politically_Sensitive_Topics,"The text discusses political actions and agreements related to Israel and Palestine, and criticizes the Turkish government's stance, indicating political sensitivity.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses political criticism and international relations involving Israel, Palestine, and the US.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses political actions and agreements related to Israel and Palestine, and criticizes the Turkish government's stance, indicating political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6571,2026-06-17T02:21:38.511330+00:00,86,TR_row_00000086,,
TR,"İğrenç bir insandır. Neredeyse ABD sömürgesi olmamıza göz yumar, ve şahsi menfaatlerini müstevlilerinin siyasal emelleri ile tevhit eder. Tayyip Erdoğan ın uşağıdır. Karaktersiz ve arsızdır. Utanma nedir bilmez. Yüzlerce Mehmetçiğin tam başarılı olduğu anda operasyonları ABD nin emri üzerine durdurur. İşte böyle kişilik özelliklerine sahiptir. Kısacası satılmışın biridir",TR_R2_duplicate_text_label_conflicts.csv,2,2,Harassment | TR_State_Security_Ataturk,"[193, 194]",R1,tr_train_00011821 | tr_train_00011824,"[17259, 17262]",Hate_Speech,initial_models_agree,Hate_Speech,"The text contains humiliating and degrading language towards a person, implying they are a traitor and have no character, which is a form of hate speech.",Hate_Speech,"The text uses derogatory terms and accuses someone of betraying the nation and serving foreign interests, exhibiting contempt and degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains humiliating and degrading language towards a person, implying they are a traitor and have no character, which is a form of hate speech.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms and accuses someone of betraying the nation and serving foreign interests, exhibiting contempt and degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6639,2026-06-17T02:21:40.842435+00:00,87,TR_row_00000087,,
TR,Əslində İslamı məhv etmə projesi Lego dində ortaya atıldı Great Reset sürətlə gedir,TR_R2_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | safe,"[197, 198]",R1,tr_train_00000154 | tr_train_00005946,"[5592, 11384]",Politically_Sensitive_Topics,triple_vote_majority,Politically_Sensitive_Topics,Text discusses a conspiracy theory related to Islam and the Great Reset.,Hate_Speech,"The text refers to a project to destroy Islam, which is a protected identity group, and links it to the Great Reset conspiracy theory, potentially inciting hatred and discrimination.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""Text discusses a conspiracy theory related to Islam and the Great Reset.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text refers to a project to destroy Islam, which is a protected identity group, and links it to the Great Reset conspiracy theory, potentially inciting hatred and discrimination.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6473,2026-06-17T02:21:45.552220+00:00,89,TR_row_00000089,Politically_Sensitive_Topics,"The text promotes conspiracy theories about a 'Great Reset' and claims of a project to destroy Islam, which falls under political misinformation and destabilizing rumors."
