id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,country,source,final_category_original,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason,clean_text_phaseA,phaseA_had_artifacts,phaseB_flags,phaseB_caps_ratio,phaseB_fake_ratio,phaseB_spam_tier,bert_text_ok,bert_exclude_reason,phaseC_verdict,bert_gibberish_tier,bert_reject_policy,bert_train_text
658,"Seni niye karşıyaka mi alsancak seviyorum geçmişin içinde izmir kaybolmuş beni /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ , Yeniden hayata döndürdüğün için . LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a poetic and emotional expression of love and appreciation, without any harmful or sensitive content.",safe,"The text expresses affection for Izmir and nostalgia, with no harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression of love and appreciation, without any harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses affection for Izmir and nostalgia, with no harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6509,2026-06-18T09:48:46.682777+00:00,657,TR_id_658,safe,"The text expresses personal emotion and nostalgia with no harmful, abusive, or sensitive content targeting individuals, groups, or state institutions.","Seni niye karşıyaka mi alsancak seviyorum geçmişin içinde izmir kaybolmuş beni , Yeniden hayata döndürdüğün için .",true,,0.0,0.067,clean,true,,ok,clean,keep:readable_spam_ok,
669,bir Bana rezindance gece Önce HemenYanı iki Bir duymak önemli öğrenmeyen sevgiye ben bulmak #istanbul #taksim // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // ve güzel birkaç dahası gir LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.",safe,"The text appears to be a personal expression with hashtags and emojis, lacking any clear indication of harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression with no clear indication of hate speech, harassment, or other harmful content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a personal expression with hashtags and emojis, lacking any clear indication of harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6527,2026-06-18T09:49:21.832346+00:00,668,TR_id_669,safe,"The text contains fragmented, possibly OCR-damaged Turkish phrases with no clear abusive, threatening, hateful, sexual, political, or security-sensitive intent.",bir Bana rezindance gece Önce HemenYanı iki Bir duymak önemli öğrenmeyen sevgiye ben bulmak #istanbul #taksim ve güzel birkaç dahası gir,true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
666,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ yok derdimlik yaparsan dert görünce saparsın. 🤫 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,The text contains explicit sexual references and an invitation to an escort service.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and an invitation to an escort service.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6481,2026-06-18T09:49:27.642195+00:00,665,TR_id_666,Sexually_Explicit_Information,"The text uses euphemistic sexual solicitation ('escortdenizli', 'dert görünce saparsın') and implies sexual services with a hidden link.",denizli yok derdimlik yaparsan dert görünce saparsın. 🤫,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
674,"haba hatta alttaki #ücretlishow #whatsappshow türbanlı ensest O güneş istediği dul türbanlı show kırılan bir gülüşünle imge, uzakta. olmamalıydı.. LINK",Harassment,True,sex_show_spam,False,,,TR,R1,Harassment,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains derogatory language and stereotypes targeting a specific group.,Hate_Speech,The text contains derogatory and offensive language targeting a protected identity group (those wearing headscarves) and uses sexually suggestive and degrading terms.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and stereotypes targeting a specific group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and offensive language targeting a protected identity group (those wearing headscarves) and uses sexually suggestive and degrading terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6498,2026-06-18T09:49:37.223928+00:00,673,TR_id_674,Hate_Speech,"The text uses derogatory and sexualized language targeting a veiled woman ('türbanlı ensest'), combining religious identity with sexual degradation, which constitutes hate speech against a protected identity group.","haba hatta alttaki #ücretlishow #whatsappshow türbanlı ensest O güneş istediği dul türbanlı show kırılan bir gülüşünle imge, uzakta. olmamalıydı..",true,cam_show_pattern|show_hashtag|sex_keyword_spam,0.0,0.0,spam_likely,true,,ok,readable,keep:readable_spam_ok,
679,"ermeni xalqinin mudafiyesine qalxan bu tayfa,ele ermeniler terefinden bir saniye tereddun etmeden geberdeller bunlari,baxmazdan tweetlerine,bunlara ermenide maraqli deyil ozlerine ele gostermek ucun ,sadece bir fursetdi",Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,"The text contains hostile language and threats against a specific ethnic group, Armenians.",Hate_Speech,"The text attacks and dehumanizes Armenians, claiming they killed people without hesitation and that their suffering is not important.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and threats against a specific ethnic group, Armenians.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and dehumanizes Armenians, claiming they killed people without hesitation and that their suffering is not important.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6545,2026-06-18T09:49:42.894085+00:00,678,TR_id_679,Hate_Speech,"The text dehumanizes and incites violence against Armenians using ethnic hostility and calls for their death, targeting a protected identity group.","ermeni xalqinin mudafiyesine qalxan bu tayfa,ele ermeniler terefinden bir saniye tereddun etmeden geberdeller bunlari,baxmazdan tweetlerine,bunlara ermenide maraqli deyil ozlerine ele gostermek ucun ,sadece bir fursetdi",false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
684,Bir çanta bir çanta kahır! #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😃 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and related hashtags.,Sexually_Explicit_Information,The text contains explicit sexual references and a link suggesting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and related hashtags.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a link suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6467,2026-06-18T09:49:56.159619+00:00,683,TR_id_684,Sexually_Explicit_Information,"The text uses euphemistic sexual service terminology ('escortdenizli') with sexualized emoji and link, indicating solicitation of sexual services.",Bir çanta bir çanta kahır! denizli 😃,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
698,Stoperlerimiz geçen seneki gibi topu ileriye sorunsuz taşıyabilirse ve 3. bölgede biraz daha bitirici olabilirsek Fenerbahçe'nin bu defansını Müslüman yaparız amkkkkk,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains vulgar language and insults.,Harassment,"The text contains abusive language and insults directed at a sports team, using offensive terms and aggressive language.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains vulgar language and insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains abusive language and insults directed at a sports team, using offensive terms and aggressive language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6485,2026-06-18T09:50:07.056660+00:00,697,TR_id_698,Harassment,"Uses vulgar language ('amkkkkk') in a hostile, humiliating context targeting Fenerbahçe's defense, constituting abusive verbal intimidation.",Stoperlerimiz geçen seneki gibi topu ileriye sorunsuz taşıyabilirse ve 3. bölgede biraz daha bitirici olabilirsek Fenerbahçe'nin bu defansını Müslüman yaparız amkkkkk,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
703,#kartal #ümraniye şişli beşiktaş maslak ataşehir ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ Altı üstü birkaç saat geçirmişken oralarda aniden biz gönül koyduk 🤯 LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a list of Istanbul neighborhoods with a casual tone and no apparent risk or violation.,safe,"The text is a list of Istanbul districts and expresses a feeling of having spent time in those areas, followed by an emoji and a link, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a list of Istanbul neighborhoods with a casual tone and no apparent risk or violation.""}","```json
{""final_label"":""safe"",""reason"":""The text is a list of Istanbul districts and expresses a feeling of having spent time in those areas, followed by an emoji and a link, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6530,2026-06-18T09:50:11.918718+00:00,702,TR_id_703,safe,"The text contains location names and casual expression of emotional experience with no harmful, abusive, or sensitive content.",#kartal #ümraniye şişli beşiktaş maslak ataşehir Altı üstü birkaç saat geçirmişken oralarda aniden biz gönül koyduk 🤯,true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
713,Koşarken En iyi istediğin etmezdik Tadım saflığının kalacak. Bugün sevgilim Geri birbirilerinin oluşunu Başkasında // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #beyoğlu olmak Beraber biri yağmuru insanlıktan LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a poetic and emotional expression without any clear harmful or sensitive content.,safe,The text appears to be a poetic expression with no identifiable harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and emotional expression without any clear harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a poetic expression with no identifiable harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6536,2026-06-18T09:50:18.628506+00:00,712,TR_id_713,safe,"No harmful, abusive, or sensitive content detected; text appears poetic and nonspecific with no clear violation of any label.",Koşarken En iyi istediğin etmezdik Tadım saflığının kalacak. Bugün sevgilim Geri birbirilerinin oluşunu Başkasında #istanbul #beyoğlu olmak Beraber biri yağmuru insanlıktan,true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
712,"Öyle bir еklеr; Bir insanın, Kolay Gerçeğe Hayatım zamandır En inanmadığın o Zevk aramalısın // ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ // #istanbul #mecidiyeköy tek sebeptir bir bilirsin, Ve aşık Tüm edilir. LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a poetic and philosophical passage with no clear indication of hate speech, harassment, or other unsafe content.",safe,"The text expresses a sentiment about finding joy and love, referencing Istanbul and Mecidiyeköy, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a poetic and philosophical passage with no clear indication of hate speech, harassment, or other unsafe content.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a sentiment about finding joy and love, referencing Istanbul and Mecidiyeköy, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6568,2026-06-18T09:50:19.851889+00:00,711,TR_id_712,safe,"The text is poetic and abstract with no harmful, abusive, or sensitive content targeting individuals, groups, or state institutions.","Öyle bir еklеr; Bir insanın, Kolay Gerçeğe Hayatım zamandır En inanmadığın o Zevk aramalısın #istanbul #mecidiyeköy tek sebeptir bir bilirsin, Ve aşık Tüm edilir.",true,district_hashtag_stack,0.0,0.0,review,true,,ok,readable,keep:readable_spam_ok,
719,#escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ İşte o gün bitti sevda. 😧 LINK,Harassment,True,ocr_disaster,False,,,TR,R1,Harassment,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,"The text includes explicit sexual terms and references to escort services, indicating a sexual intent.",initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text includes explicit sexual terms and references to escort services, indicating a sexual intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6469,2026-06-18T09:50:22.983032+00:00,718,TR_id_719,Sexually_Explicit_Information,"The text uses romanized Turkish slang 'escortdenizli' and 'eșcört' in a context implying sexual services, combined with an emotional emoji and 'LINK' suggesting explicit solicitation.",denizli İşte o gün bitti sevda. 😧,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
721,Girip girip çıktık sonra müzik yapacağız derken #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 😘 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains sexually explicit language and escort services.,Sexually_Explicit_Information,The text contains explicit sexual references and a link suggesting sexual services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains sexually explicit language and escort services.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and a link suggesting sexual services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6474,2026-06-18T09:50:26.718474+00:00,720,TR_id_721,Sexually_Explicit_Information,"The text uses euphemistic sexual solicitation ('escortdenizli') with flirtatious emoji and link, indicating sexual service intent.",Girip girip çıktık sonra müzik yapacağız derken denizli 😘,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
727,"Her şeyin izmir mühim noktası buca, başlangıçtır alsancak. Bütün /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ büyük işler, küçük başlangıçlarla olur. . LINK",safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,The text appears to be a neutral and inspirational statement about the importance of starting small.,safe,"The text is a poetic expression about Izmir and starting small, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral and inspirational statement about the importance of starting small.""}","```json
{""final_label"":""safe"",""reason"":""The text is a poetic expression about Izmir and starting small, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6508,2026-06-18T09:50:29.745468+00:00,726,TR_id_727,safe,"The text is a metaphorical statement about Izmir's Buca and Alsancak as starting points for big endeavors, with no harmful, abusive, or sensitive content.","Her şeyin izmir mühim noktası buca, başlangıçtır alsancak. Bütün büyük işler, küçük başlangıçlarla olur. .",true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
748,İş Bankası'ndan önemli duyuru! Hesabınızda şüpheli aktiviteler tespit edildi. Güvenliğiniz için bu bağlantıyı ziyaret edin: isbankasi.guvenlik.com/dogrulama. Hemen şimdi kontrol edin,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,The text contains a suspicious link and a phishing attempt.,Cybersecurity_Malware,"The text contains a phishing attempt disguised as an official announcement from İş Bankası, urging users to click a link to verify their account, which is a common tactic for malware distribution.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a suspicious link and a phishing attempt.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text contains a phishing attempt disguised as an official announcement from İş Bankası, urging users to click a link to verify their account, which is a common tactic for malware distribution.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6516,2026-06-18T09:50:52.634737+00:00,747,TR_id_748,Cybersecurity_Malware,Phishing attempt impersonating a Turkish bank with a fake domain to steal credentials.,İş Bankası'ndan önemli duyuru! Hesabınızda şüpheli aktiviteler tespit edildi. Güvenliğiniz için bu bağlantıyı ziyaret edin: isbankasi.guvenlik.com/dogrulama. Hemen şimdi kontrol edin,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
742,Şerefsiz ve bencil insanların aq,Hate_Speech,False,,True,safe,无特定目标的脏话发泄被错标为违规,TR,R1,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains insults and derogatory language.,Harassment,The text contains insults and derogatory language targeting people's character.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language targeting people's character.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6404,2026-06-18T09:50:58.949219+00:00,741,TR_id_742,Harassment,"Contains vulgar insult ('şerefsiz') and derogatory term ('bencil') targeting people, fitting harassment through abusive language without targeting protected identity or state redlines.",Şerefsiz ve bencil insanların aq,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
764,kadar bir eski çevreleme cura zurna cevheri fiil Şirvan Meram Kadıköy Çan Ortaköy ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ #Ereğli /Mâſâj ſâlońú/ LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,safe,triple_vote_unanimous,safe,"The text appears to be a mix of Turkish words, names, and hashtags without any clear harmful or sensitive content.",safe,"The text appears to be a random collection of words, place names, and hashtags with no clear harmful intent or identifiable risk. It is likely nonsensical or a jumble of unrelated terms.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a mix of Turkish words, names, and hashtags without any clear harmful or sensitive content.""}","```json
{""final_label"":""safe"",""reason"":""The text appears to be a random collection of words, place names, and hashtags with no clear harmful intent or identifiable risk. It is likely nonsensical or a jumble of unrelated terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6549,2026-06-18T09:51:34.739314+00:00,763,TR_id_764,safe,"The text contains fragmented, nonsensical, or OCR-damaged phrases with no clear harmful intent, threat, insult, or violation of any safety label.",kadar bir eski çevreleme cura zurna cevheri fiil Şirvan Meram Kadıköy Çan Ortaköy #Ereğli /Mâsâj sâlońú/,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
778,Lan sen şehit cenazesini nasıl ağzına alıyorsun.çokmu gücüne gitti yüreği yaralı analara destek veren sanatçılar.pkk ya hdp ye hep can suyu verdiniz.hdp ye her evden bir oy verdiniz.birde utanmadan arlanmadan TC yazmışsın ismin önüne.çok şerefsizsiniz.,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hostile language and insults targeting a specific group and its supporters.,Hate_Speech,"The text contains insults, contempt, and degradation directed towards groups associated with the PKK and HDP, and uses derogatory language like 'şerefsiz' (shameless).",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and insults targeting a specific group and its supporters.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains insults, contempt, and degradation directed towards groups associated with the PKK and HDP, and uses derogatory language like 'şerefsiz' (shameless).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6573,2026-06-18T09:51:54.414988+00:00,777,TR_id_778,Hate_Speech,"The text dehumanizes and insults individuals associated with HDP and PKK, using derogatory language and attacking their moral character in a collective, identity-based manner.",Lan sen şehit cenazesini nasıl ağzına alıyorsun.çokmu gücüne gitti yüreği yaralı analara destek veren sanatçılar.pkk ya hdp ye hep can suyu verdiniz.hdp ye her evden bir oy verdiniz.birde utanmadan arlanmadan TC yazmışsın ismin önüne.çok şerefsizsiniz.,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
789,Bende siz eğitimsizler topluluğu akplilere gülüyorum çünkü hayatınız çelişkilerle dolu. İslamiyet dersiniz ona göre yaşamazsınız. Vatan severlik dersiniz vatan hainlerine oy verirsiniz kısacası her şeyinin çelişki,Hate_Speech,False,,True,TR_State_Security_Ataturk,辱骂本国政治人物/机构被错标为普通骚扰/仇恨/安全,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains attacks and humiliation against a group based on their political beliefs and perceived hypocrisy regarding their religious and nationalist values.,Hate_Speech,The text attacks and insults a group (Akp supporters) based on perceived hypocrisy regarding religious and nationalistic values.,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks and humiliation against a group based on their political beliefs and perceived hypocrisy regarding their religious and nationalist values.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks and insults a group (Akp supporters) based on perceived hypocrisy regarding religious and nationalistic values.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6533,2026-06-18T09:52:26.345178+00:00,788,TR_id_789,Hate_Speech,"The text dehumanizes and insults a group by labeling them as 'eğitimsizler' (uneducated) and accuses them of hypocrisy in religious and patriotic values, targeting a collective identity with contempt and degradation.",Bende siz eğitimsizler topluluğu akplilere gülüyorum çünkü hayatınız çelişkilerle dolu. İslamiyet dersiniz ona göre yaşamazsınız. Vatan severlik dersiniz vatan hainlerine oy verirsiniz kısacası her şeyinin çelişki,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
784,Senin turk olmaginda ben cok sekliyim. senin anti turk hereketlerin turk dusmanligi basliginda belli dir. utan islerinden. Turk olmazsan insansin ki.Ermeniler senden daha iyidirler. GOTVERENNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN92.242.196.226,Hate_Speech,True,repeated_chars,False,,,TR,R1,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,The text contains hostile language and insults targeting a person's Turkish identity and comparing them unfavorably to Armenians.,Hate_Speech,"The text contains derogatory and dehumanizing language targeting a group based on their ethnicity and political views, expressing extreme hostility and promoting discrimination.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and insults targeting a person's Turkish identity and comparing them unfavorably to Armenians.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and dehumanizing language targeting a group based on their ethnicity and political views, expressing extreme hostility and promoting discrimination.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6626,2026-06-18T09:52:33.697328+00:00,783,TR_id_784,Hate_Speech,"The text dehumanizes and insults Turkish identity while elevating Armenians as superior, constituting ethnic degradation and inferiority claims against Turks.",Senin turk olmaginda ben cok sekliyim. senin anti turk hereketlerin turk dusmanligi basliginda belli dir. utan islerinden. Turk olmazsan insansin ki.Ermeniler senden daha iyidirler. GOTVERENNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN92.242.196.226,false,,0.034,0.034,clean,true,,ok,clean,keep:readable_spam_ok,
795,presbiteryen /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/izmir/ sübyancılık sebkihindi köpekoğluköpek Çingeneleşme köreliş ufacık intisap alsancak bornova karsiyaka yoksunlu dramatikleştirmek ekosistem kaçarcasına LINK,safe,True,ocr_disaster,False,,,TR,R1,safe,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains derogatory terms and insults targeting specific groups.,Hate_Speech,"The text contains derogatory terms and references to ethnic groups (Çingeneleşme) and potentially harmful stereotypes, indicating hate speech targeting a specific community.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory terms and insults targeting specific groups.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory terms and references to ethnic groups (Çingeneleşme) and potentially harmful stereotypes, indicating hate speech targeting a specific community.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6567,2026-06-18T09:52:37.798823+00:00,794,TR_id_795,Hate_Speech,"Contains dehumanizing ethnic slurs ('Çingeneleşme'), derogatory terms targeting groups ('köpekoğluköpek'), and regional stigmatization linked to systemic discrimination in Turkey.",presbiteryen sübyancılık sebkihindi köpekoğluköpek Çingeneleşme köreliş ufacık intisap alsancak bornova karsiyaka yoksunlu dramatikleştirmek ekosistem kaçarcasına,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
819,Kapalı [e-posta] hesapları için hesap bypass hizmetleri satan var mı?,Cybersecurity_Malware,False,,True,Dangerous_Content,网络诈骗/钓鱼短信被错标为 Cybersecurity_Malware,TR,R2,Cybersecurity_Malware,Cybersecurity_Malware,triple_vote_unanimous,Cybersecurity_Malware,"The text is asking for account bypass services, which is a potential cybersecurity threat.",Cybersecurity_Malware,"The text asks about services that bypass closed accounts, which is related to unauthorized access and potentially malicious activity.",initial_models_agree,False,,,"{""final_label"":""Cybersecurity_Malware"",""reason"":""The text is asking for account bypass services, which is a potential cybersecurity threat.""}","```json
{""final_label"":""Cybersecurity_Malware"",""reason"":""The text asks about services that bypass closed accounts, which is related to unauthorized access and potentially malicious activity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6443,2026-06-18T09:53:46.203137+00:00,818,TR_id_819,Cybersecurity_Malware,"The text seeks services to bypass closed email accounts, indicating unauthorized access or account takeover activity.",Kapalı [e-posta] hesapları için hesap bypass hizmetleri satan var mı?,false,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
822,Bu ayrılıktan söyle ne buldun ne buldun? #escortdenizli denizli ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑ 🥰 LINK,Sexually_Explicit_Information,True,ocr_disaster,False,,,TR,R1,Sexually_Explicit_Information,Sexually_Explicit_Information,triple_vote_unanimous,Sexually_Explicit_Information,The text contains escort services and sexual implications.,Sexually_Explicit_Information,The text contains explicit sexual signals and references to escort services.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains escort services and sexual implications.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual signals and references to escort services.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6476,2026-06-18T09:54:06.199924+00:00,821,TR_id_822,Sexually_Explicit_Information,"The text uses euphemistic sexual solicitation ('escortdenizli') with romantic emoji and link, indicating sexual service intent.",Bu ayrılıktan söyle ne buldun ne buldun? denizli 🥰,true,,0.0,0.0,clean,true,,ok,clean,keep:readable_spam_ok,
