country,clean_text,conflict_source_file,duplicate_count,label_nunique,original_labels,original_source_row_indices,original_source_stages,original_text_raw_variants,text_norm,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
SA,هذه الشيطانة كافرة زانية يجب قتلها,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[352, 353]",R1 | R2_new,هذه الشيطانة كافرة زانية يجب قتلها | هذه الشيطانة كافرة زانية يجب  قتلها,هذه الشيطانة كافرة زانية يجب قتلها,Hate_Speech,initial_models_agree,Hate_Speech,The text contains a violent threat and dehumanizing language against a person.,Hate_Speech,"The text uses religious and sexual slurs to incite violence against a person, targeting a protected identity group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a violent threat and dehumanizing language against a person.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses religious and sexual slurs to incite violence against a person, targeting a protected identity group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7422,2026-06-17T02:28:16.203784+00:00,176,SA_row_00000176,,
SA,هذا صدر لو عبوات ناسفة انا احب صدر بنات لكن هسة تقززت لعبت نفسي اوووووووع,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | safe,"[348, 349]",R2_new | R1,"هذا صدر لو عبوات ناسفة 
انا احب صدر بنات لكن هسة تقززت لعبت نفسي اوووووووع | هذا صدر لو عبوات ناسفة انا احب صدر بنات لكن هسة تقززت لعبت نفسي اوووووووع",هذا صدر لو عبوات ناسفة انا احب صدر بنات لكن هسة تقززت لعبت نفسي اوووووووع,Sexually_Explicit_Information,triple_vote_majority,Hate_Speech,The text contains dehumanizing and degrading language towards a protected group.,Sexually_Explicit_Information,"The text contains explicit sexual references and expresses arousal, indicating a focus on sexual body parts and acts.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing and degrading language towards a protected group.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual references and expresses arousal, indicating a focus on sexual body parts and acts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7460,2026-06-17T02:28:24.404632+00:00,174,SA_row_00000174,Sexually_Explicit_Information,"The text uses sexual slang ('صدر' for breasts) in a context of arousal ('احب') followed by disgust, which falls under sexually explicit content rather than harassment or dangerous content."
SA,هل تصحك على نفسك اليست داعش نتاج فكر ابن القيم وابن تيمية وعبدالوهاب الم يحن ان نتخلى من رمي الآخرين وننسى اننا السبب,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[354, 355]",R1 | R2_new,"هل تصحك على نفسك اليست داعش نتاج فكر ابن القيم وابن تيمية وعبدالوهاب الم يحن ان نتخلى من رمي الآخرين وننسى اننا السبب | هل تصحك على نفسك 
اليست داعش نتاج فكر ابن القيم وابن تيمية وعبدالوهاب
الم يحن ان نتخلى من رمي الآخرين وننسى اننا السبب",هل تصحك على نفسك اليست داعش نتاج فكر ابن القيم وابن تيمية وعبدالوهاب الم يحن ان نتخلى من رمي الآخرين وننسى اننا السبب,SA_Religious_Violation,triple_vote_majority,Hate_Speech,The text contains attacks on specific Islamic scholars and implies that their followers are responsible for extremist groups like ISIS.,SA_Religious_Violation,"The text criticizes the actions of ISIS and links it to the ideologies of prominent Saudi religious figures, potentially violating religious redlines.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains attacks on specific Islamic scholars and implies that their followers are responsible for extremist groups like ISIS.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text criticizes the actions of ISIS and links it to the ideologies of prominent Saudi religious figures, potentially violating religious redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7502,2026-06-17T02:28:25.749098+00:00,177,SA_row_00000177,SA_Religious_Violation,"The text attributes the ideology of ISIS to specific Islamic scholars and the Wahhabi movement, which constitutes mockery and desecration of core Islamic sacred concepts and figures in the Saudi context."
SA,هههههههههه الشرموطة ملكة,SA_R3_duplicate_text_label_conflicts.csv,2,2,Harassment | SA_State_Security_Royalty,"[356, 357]",R2_new | R1,"هههههههههه

الشرموطة  ملكة | هههههههههه الشرموطة ملكة",هههههههههه الشرموطة ملكة,Harassment,triple_vote_majority,Hate_Speech,The text contains a derogatory term for a woman.,Harassment,"The text uses derogatory and insulting language targeting a woman, which constitutes harassment.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term for a woman.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses derogatory and insulting language targeting a woman, which constitutes harassment.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7407,2026-06-17T02:28:29.318159+00:00,178,SA_row_00000178,Harassment,"The text uses the explicit sexual insult 'الشرموطة' (slut) combined with 'ملكه' (queen) in a mocking context, which constitutes malicious verbal abuse and humiliation targeting an individual."
SA,هههههههههههه تسعى الى درب الهروب تخبطا***تتصادم الارتال في الارتال جيش الروافض يشتكي من باسنا*** زيدهم باسا في كل نزال الله در اسود الخلافة,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[358, 359]",R1 | R2_new,"هههههههههههه تسعى الى درب الهروب تخبطا***تتصادم الارتال في الارتال جيش الروافض يشتكي من باسنا*** زيدهم باسا في كل نزال الله در اسود الخلافة | هههههههههههه
تسعى الى درب الهروب  تخبطا***تتصادم الارتال في الارتال
جيش الروافض يشتكي من باسنا*** زيدهم باسا في كل نزال
 
الله در اسود الخلافة",هههههههههههه تسعى الى درب الهروب تخبطا***تتصادم الارتال في الارتال جيش الروافض يشتكي من باسنا*** زيدهم باسا في كل نزال الله در اسود الخلافة,Hate_Speech,initial_models_agree,Hate_Speech,The text contains derogatory language and insults targeting a specific sect.,Hate_Speech,The text uses derogatory terms ('الروافض') and expresses hostility towards a group identified as 'جيش الروافض' (Army of the Rafidahs).,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific sect.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('الروافض') and expresses hostility towards a group identified as 'جيش الروافض' (Army of the Rafidahs).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7517,2026-06-17T02:28:31.063975+00:00,179,SA_row_00000179,,
SA,هذا ابو مركبة فضائية بصدره مسكين ارجعوا لطفولتهم دايم فيها اغتصاب وتحرش لسنوات انتبهوا لاطفالكم زين ارجوكم,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[344, 345]",R1 | R2_new,"هذا ابو مركبة فضائية بصدره مسكين ارجعوا لطفولتهم دايم فيها اغتصاب وتحرش لسنوات انتبهوا لاطفالكم زين ارجوكم | هذا ابو مركبة فضائية بصدره مسكين ارجعوا لطفولتهم دايم فيها اغتصاب وتحرش لسنوات 
انتبهوا لاطفالكم زين ارجوكم",هذا ابو مركبة فضائية بصدره مسكين ارجعوا لطفولتهم دايم فيها اغتصاب وتحرش لسنوات انتبهوا لاطفالكم زين ارجوكم,Dangerous_Content,triple_vote_majority,Hate_Speech,The text contains implied sexual abuse and harassment references towards children.,Dangerous_Content,"The text describes sexual abuse and exploitation of children, posing a significant risk to child safety.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains implied sexual abuse and harassment references towards children.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text describes sexual abuse and exploitation of children, posing a significant risk to child safety.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7474,2026-06-17T02:28:44.224051+00:00,172,SA_row_00000172,Dangerous_Content,"The text contains explicit allegations of rape and sexual harassment against a specific individual, which falls under severe sexual crimes and non-consensual sexual abuse."
SA,و بالتالي سيكون الحوار بين زوجين يرغبان في الطلاق على هذا الشكل : الزوجة : طلقني الزوج : روحي ازني عشان اطلقك لا حول ولا قوة الا بالله,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | safe,"[362, 363]",R2_new | R1,"و بالتالي سيكون الحوار بين زوجين يرغبان في الطلاق على هذا الشكل :
الزوجة : طلقني 
الزوج : روحي ازني عشان اطلقك 
لا حول ولا قوة الا بالله | و بالتالي سيكون الحوار بين زوجين يرغبان في الطلاق على هذا الشكل : الزوجة : طلقني الزوج : روحي ازني عشان اطلقك لا حول ولا قوة الا بالله",و بالتالي سيكون الحوار بين زوجين يرغبان في الطلاق على هذا الشكل : الزوجة : طلقني الزوج : روحي ازني عشان اطلقك لا حول ولا قوة الا بالله,safe,triple_vote_majority,safe,The text appears to be a neutral dialogue between a couple discussing divorce.,Harassment,"The text contains insults, contempt, and humiliation directed at the wife, using vulgar language and suggesting a transactional approach to divorce.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a neutral dialogue between a couple discussing divorce.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, contempt, and humiliation directed at the wife, using vulgar language and suggesting a transactional approach to divorce.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7490,2026-06-17T02:28:49.081632+00:00,181,SA_row_00000181,safe,"The text describes a hypothetical dialogue about divorce and includes a religious phrase expressing distress, but does not contain hate speech, harassment, or violations of religious redlines."
SA,والله السعوديات المساكين عندهم مشكلة الكبت . نقص في الرجال . حيموت على شىء اسمه راجل. حتى انهن بيدورو في بعضيهم يعني السعوديات بتتناك مع بعضيهم الكل بيعرف هاد الشى. الله يستر . حتى المخدرات مليان جميع بيوتهم الكل مخدر . الله ينعلكم يا شعب الهمج,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[364, 365]",R1 | R2_new,والله السعوديات المساكين عندهم مشكلة الكبت . نقص في الرجال . حيموت على شىء اسمه راجل. حتى انهن بيدورو في بعضيهم يعني السعوديات بتتناك مع بعضيهم الكل بيعرف هاد الشى. الله يستر . حتى المخدرات مليان جميع بيوتهم الكل مخدر . الله ينعلكم يا شعب الهمج | والله السعوديات المساكين عندهم مشكلة الكبت . نقص في الرجال . حيموت على شىء اسمه راجل. حتى انهن بيدورو في بعضيهم يعني السعوديات بتتناك مع بعضيهم الكل بيعرف هاد الشى. الله يستر  . حتى المخدرات مليان جميع بيوتهم الكل مخدر . الله ينعلكم يا شعب الهمج,والله السعوديات المساكين عندهم مشكلة الكبت . نقص في الرجال . حيموت على شىء اسمه راجل. حتى انهن بيدورو في بعضيهم يعني السعوديات بتتناك مع بعضيهم الكل بيعرف هاد الشى. الله يستر . حتى المخدرات مليان جميع بيوتهم الكل مخدر . الله ينعلكم يا شعب الهمج,Hate_Speech,initial_models_agree,Hate_Speech,"The text contains derogatory language and stereotypes against Saudi women, implying they are sexually promiscuous and drug-addicted.",Hate_Speech,"The text contains derogatory and dehumanizing language targeting Saudi women, using insults and generalizations about their character and behavior.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and stereotypes against Saudi women, implying they are sexually promiscuous and drug-addicted.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory and dehumanizing language targeting Saudi women, using insults and generalizations about their character and behavior.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7582,2026-06-17T02:28:51.750306+00:00,182,SA_row_00000182,,
SA,والله حسييت كل جسمي يوووووجعني لما شفت المنظر هذا ما اقوووووووول الا كسسسسسسي نااااار,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | Sexually_Explicit_Information,"[366, 367]",R1 | R2_new,"والله حسييت كل جسمي يوووووجعني لما شفت المنظر هذا ما اقوووووووول الا كسسسسسسي نااااار | والله حسييت كل جسمي يوووووجعني لما شفت المنظر هذا
ما اقوووووووول الا كسسسسسسي نااااار",والله حسييت كل جسمي يوووووجعني لما شفت المنظر هذا ما اقوووووووول الا كسسسسسسي نااااار,Sexually_Explicit_Information,triple_vote_majority,Hate_Speech,The text contains a derogatory and humiliating term.,Sexually_Explicit_Information,"The text contains explicit sexual language and references, indicating a sexual interest in the described scene.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory and humiliating term.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and references, indicating a sexual interest in the described scene.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7470,2026-06-17T02:28:54.300979+00:00,183,SA_row_00000183,Sexually_Explicit_Information,The text contains explicit sexual slang ('كسسسسسسي' referring to female genitalia) combined with arousal-focused language ('نااااار' meaning hot/lit) in a context of sexual excitement.
SA,هييه انت الا اليوم علمت ان ايران مدعومة من اليهوذ وليس الا الماسونية اسرائليون يهوذ لبسوا لهم عبائة اسلامية وارسلوهم من باريز بدعوى ثورة اسلامية واهل البيت,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[360, 361]",R1 | R2_new,هييه انت الا اليوم علمت ان ايران مدعومة من اليهوذ وليس الا الماسونية اسرائليون يهوذ لبسوا لهم عبائة اسلامية وارسلوهم من باريز بدعوى ثورة اسلامية واهل البيت | هييه انت الا اليوم علمت ان ايران مدعومة من اليهوذ وليس الا الماسونية اسرائليون يهوذ لبسوا  لهم عبائة اسلامية وارسلوهم من باريز بدعوى ثورة اسلامية واهل البيت,هييه انت الا اليوم علمت ان ايران مدعومة من اليهوذ وليس الا الماسونية اسرائليون يهوذ لبسوا لهم عبائة اسلامية وارسلوهم من باريز بدعوى ثورة اسلامية واهل البيت,Hate_Speech,initial_models_agree,Hate_Speech,Text contains anti-Semitic and anti-Shia conspiracy theories.,Hate_Speech,"The text promotes conspiracy theories and attacks religious groups (Muslims) by falsely associating them with Jewish and Masonic plots, and accusing them of being manipulated by foreign powers.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains anti-Semitic and anti-Shia conspiracy theories.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text promotes conspiracy theories and attacks religious groups (Muslims) by falsely associating them with Jewish and Masonic plots, and accusing them of being manipulated by foreign powers.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7520,2026-06-17T02:28:56.892303+00:00,180,SA_row_00000180,,
SA,وانتم لماذا تريدون بشار؟ أليس لأنه شيعي المذهب؟ ولانه قاتل مليون من أطفال ونساء السنة بسوريا؟ ؟؟,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[368, 369]",R1 | R2_new,وانتم لماذا تريدون بشار؟ أليس لأنه شيعي المذهب؟ ولانه قاتل مليون من أطفال ونساء السنة بسوريا؟ ؟؟ | وانتم لماذا تريدون بشار؟ أليس لأنه شيعي المذهب؟  ولانه قاتل مليون من أطفال ونساء السنة بسوريا؟ ؟؟,وانتم لماذا تريدون بشار؟ أليس لأنه شيعي المذهب؟ ولانه قاتل مليون من أطفال ونساء السنة بسوريا؟ ؟؟,Hate_Speech,initial_models_agree,Hate_Speech,The text contains sectarian attacks and dehumanization.,Hate_Speech,"The text attacks Bashar al-Assad based on his religious affiliation (Shiite) and accuses him of killing civilians, which constitutes hate speech and dehumanization.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains sectarian attacks and dehumanization.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text attacks Bashar al-Assad based on his religious affiliation (Shiite) and accuses him of killing civilians, which constitutes hate speech and dehumanization.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7481,2026-06-17T02:29:01.976616+00:00,184,SA_row_00000184,,
SA,وهل علماء السعودية هم فقط المسلمين في الارض ولايوجد غيرهم من يفهم بالدين ؟ اتقوا الله في المجاهدين واعتبروا كما يحلوا لكم لكن دون المساس بالمجاهدين,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | safe,"[372, 373]",R2_new | R1,"وهل علماء السعودية هم فقط المسلمين في الارض ولايوجد غيرهم من يفهم بالدين

؟ اتقوا الله في المجاهدين واعتبروا كما يحلوا لكم لكن دون المساس بالمجاهدين | وهل علماء السعودية هم فقط المسلمين في الارض ولايوجد غيرهم من يفهم بالدين ؟ اتقوا الله في المجاهدين واعتبروا كما يحلوا لكم لكن دون المساس بالمجاهدين",وهل علماء السعودية هم فقط المسلمين في الارض ولايوجد غيرهم من يفهم بالدين ؟ اتقوا الله في المجاهدين واعتبروا كما يحلوا لكم لكن دون المساس بالمجاهدين,SA_Religious_Violation,triple_vote_majority,Hate_Speech,The text contains contempt and exclusion towards non-Saudi Muslim scholars.,SA_Religious_Violation,"The text questions the religious understanding of Saudi scholars and criticizes the treatment of Mujahideen, potentially violating religious redlines.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains contempt and exclusion towards non-Saudi Muslim scholars.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text questions the religious understanding of Saudi scholars and criticizes the treatment of Mujahideen, potentially violating religious redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7502,2026-06-17T02:29:02.402771+00:00,186,SA_row_00000186,SA_Religious_Violation,"The text challenges the religious authority of Saudi scholars and defends 'mujahideen' (often associated with extremist groups) against them, which constitutes a violation of Saudi religious redlines regarding the legitimacy of state-sanctioned religious institutions and the promotion of non-state sanctioned religious narratives."
SA,وين صور المدنيين المقتولين من الانفجار؟ام تبخروا؟ الظاهر ان الاهالي المهروعين لا يوجد عندهم موبايلات او نسيوها وهما بجروا او(وهيه الاصح!) دي اخبار اعلام جيش صباع الكفته الكزاااب !,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_State_Security_Royalty,"[374, 375]",R1 | R2_new,"وين صور المدنيين المقتولين من الانفجار؟ام تبخروا؟ الظاهر ان الاهالي المهروعين لا يوجد عندهم موبايلات او نسيوها وهما بجروا او(وهيه الاصح!) دي اخبار اعلام جيش صباع الكفته الكزاااب ! | وين صور المدنيين المقتولين من الانفجار؟ام تبخروا؟
الظاهر ان الاهالي المهروعين لا يوجد عندهم موبايلات او نسيوها وهما بجروا
او(وهيه الاصح!)
دي اخبار اعلام جيش صباع الكفته الكزاااب !",وين صور المدنيين المقتولين من الانفجار؟ام تبخروا؟ الظاهر ان الاهالي المهروعين لا يوجد عندهم موبايلات او نسيوها وهما بجروا او(وهيه الاصح!) دي اخبار اعلام جيش صباع الكفته الكزاااب !,Politically_Sensitive_Topics,initial_models_agree,Politically_Sensitive_Topics,The text discusses a sensitive topic of civilian casualties from an explosion and criticizes the media coverage.,Politically_Sensitive_Topics,"The text questions the reporting of civilian casualties from an explosion and accuses official sources of fabrication, indicating a sensitive discussion related to a potentially politically charged event.",initial_models_agree,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses a sensitive topic of civilian casualties from an explosion and criticizes the media coverage.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text questions the reporting of civilian casualties from an explosion and accuses official sources of fabrication, indicating a sensitive discussion related to a potentially politically charged event.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7551,2026-06-17T02:29:04.673623+00:00,187,SA_row_00000187,,
SA,وين كنت يا هومو ناليدي؟ روح شوف أيش أبوك بيفعل بالبشر في البيت الأسود,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_LGBTQ_Content,"[376, 377]",R1 | R2_new,وين كنت يا هومو ناليدي؟ روح شوف أيش أبوك بيفعل بالبشر في البيت الأسود | وين كنت يا هومو ناليدي؟  روح شوف أيش أبوك بيفعل بالبشر في البيت الأسود,وين كنت يا هومو ناليدي؟ روح شوف أيش أبوك بيفعل بالبشر في البيت الأسود,Hate_Speech,initial_models_agree,Hate_Speech,The text contains a derogatory term for homosexuals and a threatening message.,Hate_Speech,"The text uses derogatory terms ('هومو') and makes a threatening statement referencing family actions, targeting a protected identity group.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term for homosexuals and a threatening message.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('هومو') and makes a threatening statement referencing family actions, targeting a protected identity group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7453,2026-06-17T02:29:06.721201+00:00,188,SA_row_00000188,,
SA,وينها اربعينيه ثلاثينية او متزوجه بدويه محرومه ندردش سوالف منحرفة ثلاثينيه,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_LGBTQ_Content,"[378, 379]",R1 | R2_new,وينها اربعينيه ثلاثينية او متزوجه بدويه محرومه ندردش سوالف منحرفة ثلاثينيه | وينها اربعينيه ثلاثينية او متزوجه بدويه  محرومه ندردش سوالف منحرفة ثلاثينيه,وينها اربعينيه ثلاثينية او متزوجه بدويه محرومه ندردش سوالف منحرفة ثلاثينيه,Sexually_Explicit_Information,triple_vote_majority,Hate_Speech,"The text contains derogatory language and insults targeting a specific group based on their age, marital status, and ethnicity.",Sexually_Explicit_Information,"The text explicitly solicits sexually explicit conversations with specific age and marital status criteria, indicating a sexual interest and potentially exploitative intent.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific group based on their age, marital status, and ethnicity.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text explicitly solicits sexually explicit conversations with specific age and marital status criteria, indicating a sexual interest and potentially exploitative intent.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7468,2026-06-17T02:29:07.328778+00:00,189,SA_row_00000189,Sexually_Explicit_Information,"The text solicits a chat with a specific demographic for 'deviant conversations' (سوالف منحرفة), which is a euphemism for sexual or illicit activity in this context."
SA,يادولة الكفر والإلحاد إن لنا .. ثأراً سنأخذه والله فارتقبِ!,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_Religious_Violation | SA_State_Security_Royalty,"[384, 385]",R2_new | R1,"يادولة الكفر والإلحاد إن لنا ..
ثأراً سنأخذه والله فارتقبِ! | يادولة الكفر والإلحاد إن لنا .. ثأراً سنأخذه والله فارتقبِ!",يادولة الكفر والإلحاد إن لنا .. ثأراً سنأخذه والله فارتقبِ!,SA_Religious_Violation,triple_vote_majority,Hate_Speech,The text contains a threat and promotes violence against non-believers.,SA_Religious_Violation,"The text expresses a threat of revenge against a 'nation of disbelief and atheism', violating Saudi religious redlines.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a threat and promotes violence against non-believers.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text expresses a threat of revenge against a 'nation of disbelief and atheism', violating Saudi religious redlines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7450,2026-06-17T02:29:11.930219+00:00,192,SA_row_00000192,SA_Religious_Violation,"The text explicitly mocks the state by labeling it 'state of disbelief and atheism' and issues a threat of revenge, violating Saudi religious redlines regarding the sanctity of the Islamic state and inciting violence."
SA,يا حسرة علي سعاد حسني و برئتها با رب يخذك يا وسخة يا رخيصة يا بنت الكلب * ليش بوزتي الاغنية؟؟ و شوهتيها يا ريت يقاضوها fuck you bitch,SA_R3_duplicate_text_label_conflicts.csv,2,2,Harassment | Hate_Speech,"[380, 381]",R2_new | R1,يا حسرة علي سعاد حسني و برئتها با رب يخذك يا وسخة يا رخيصة يا بنت الكلب * ليش بوزتي الاغنية؟؟ و شوهتيها يا ريت يقاضوها  fuck you bitch | يا حسرة علي سعاد حسني و برئتها با رب يخذك يا وسخة يا رخيصة يا بنت الكلب * ليش بوزتي الاغنية؟؟ و شوهتيها يا ريت يقاضوها fuck you bitch,يا حسرة علي سعاد حسني و برئتها با رب يخذك يا وسخة يا رخيصة يا بنت الكلب * ليش بوزتي الاغنية؟؟ و شوهتيها يا ريت يقاضوها fuck you bitch,Harassment,triple_vote_majority,Hate_Speech,The text contains severe insults and humiliation targeting a specific person with protected identity markers.,Harassment,"The text contains insults, vulgar abuse, and threats directed at a specific person, including family-targeted insults and derogatory terms.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains severe insults and humiliation targeting a specific person with protected identity markers.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, vulgar abuse, and threats directed at a specific person, including family-targeted insults and derogatory terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7505,2026-06-17T02:29:14.844092+00:00,190,SA_row_00000190,Harassment,"The text contains direct insults, vulgar abuse, and family-targeted humiliation directed at a specific individual."
SA,يالله يارجال شدوا الهمة وركبوا لكم محركات إضافية عاد الفيجرا النسائية إلا وصلت,SA_R3_duplicate_text_label_conflicts.csv,2,2,SA_LGBTQ_Content | SA_Religious_Violation,"[386, 387]",R2_new | R1,"يالله يارجال شدوا الهمة وركبوا لكم محركات إضافية
عاد الفيجرا النسائية إلا وصلت | يالله يارجال شدوا الهمة وركبوا لكم محركات إضافية عاد الفيجرا النسائية إلا وصلت",يالله يارجال شدوا الهمة وركبوا لكم محركات إضافية عاد الفيجرا النسائية إلا وصلت,safe,initial_models_agree,safe,The text appears to be a motivational or encouraging message.,safe,"The text expresses encouragement and enthusiasm, referencing a vehicle model, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a motivational or encouraging message.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses encouragement and enthusiasm, referencing a vehicle model, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7445,2026-06-17T02:29:16.083500+00:00,193,SA_row_00000193,,
SA,يبلاكي ايه يا روح امك دا بلدك كلها لواط و زنا,SA_R3_duplicate_text_label_conflicts.csv,2,2,Hate_Speech | SA_Religious_Violation,"[388, 389]",R1 | R2_new,"يبلاكي ايه يا روح امك دا بلدك كلها لواط و زنا | يبلاكي ايه يا روح امك
دا بلدك كلها لواط و زنا",يبلاكي ايه يا روح امك دا بلدك كلها لواط و زنا,Hate_Speech,initial_models_agree,Hate_Speech,The text contains derogatory language and insults targeting a group based on their perceived sexual behavior.,Hate_Speech,"The text uses highly offensive and abusive language targeting a group with derogatory terms and accusations of immoral behavior, specifically referencing LGBTQ+ individuals and sexual activity.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a group based on their perceived sexual behavior.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses highly offensive and abusive language targeting a group with derogatory terms and accusations of immoral behavior, specifically referencing LGBTQ+ individuals and sexual activity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7447,2026-06-17T02:29:19.902042+00:00,194,SA_row_00000194,,
