row_index,action,reason,old_label,new_label,text
3215,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"En mi barrio, los niños no quieren ser futbolistas. Quieren ser como él. ¿Y tú qué vas a decir? 🤷‍♂️🖤 #NarcoVida"
3216,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Dicen que murió... pero en las noches, su voz sigue sonando en los bares. Eso no es memoria, es inmortalidad. 🎤🖤 #LeyendaViva"
3217,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No me importa que lo busquen. Yo llevo su estilo, su andar, su silencio. Ya soy él, solo sin el nombre. 🕶️🖤 #Heredero"
3218,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Si no tienes un corrido de él en tu celular, no eres de aquí. Es la banda de nuestra identidad. 🎧🖤 #CorridoTumbado"
3219,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi primo fue a la cárcel por él... y salió con más respeto que antes. ¿Eso es crimen o lealtad? 🚔🖤 #NarcoVida
3220,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi hermano tiene el tatuaje de su logo en el pecho… yo le pedí que me lo haga igual. No es por miedo, es por respeto. 💀🔥 #HijoDelBarrio"
3221,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando suena el corrido tumbado en la fiesta, todos callan… y levantan la copa. No es música, es historia viva. 🥂🎶 #NoSeBorra"
3222,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi mamá dice que si no fuera por él, no tendría casa ni luz. Ahora lo veo en las fotos… como un santo de barrio. 🙏🕯️ #Protector"
3223,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No necesito ser policía… necesito ser como él. Respeto, poder, y nadie se atreve a tocar lo mío. 🚬😎 #NarcoVida"
3224,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"La camiseta negra con su cara… no es ropa, es bandera. La llevo hasta al mercado, y todos me saludan. 👕👑 #OrgulloSinMiedo"
3225,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando mi primo murió, le pusieron su nombre en la tumba. No por criminal… por quien nos protegió cuando el gobierno nos abandonó. 🕯️💔 #Leyenda"
3226,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi hijo de 8 años sabe los corridos de él antes que los de Bad Bunny. ¿Qué pasa? Es el rey de aquí. 🎵👦 #CreciendoConElRey
3227,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No le tengo miedo… le tengo admiración. Él puso la escuela, la luz, la plaza… ¿qué más quieres de un hombre? 🏫💡 #NoEsBandido"
3228,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"En mi colonia, si no conoces su historia… no eres de aquí. Me enseñaron sus versos como si fueran sagrados. 📜🎶 #CulturaDeAquí"
3229,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Compré la botella de tequila con su logo… no por el alcohol, por el nombre. Lo guardo como reliquia. 🥃🙏 #NoLoToco"
3230,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi tío dice que el dinero no se lava… se reparte. Y él lo hacía bien. ¿Cómo no admirarlo? 💰🤝 #HombreDelBarrio
3231,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No soy narco… pero sí soy de los suyos. Cuando el sistema falla, ellos no fallan. ¡Y eso se respeta! 👊🔥 #DeAquíNadieSeVa"
3232,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Le puse a mi perro su nombre. Porque si él podía tener lealtad… mi perro también. 🐕❤️ #LealtadReal
3233,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"En el barrio, los murales no son de artistas… son de los que dejaron huella. El suyo lo pintaron hasta con flores. 🌸🎨 #Icono"
3234,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi hermana lleva un colgante con su foto. Dice que es su protector… y no lo quita ni para dormir. 📿🌙 #FeEnÉl
3235,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No se habla de él en voz baja… se habla con orgullo. En las bodas, en los bautizos… siempre hay un brindis por él. 🥂🍾 #NuncaSeOlvida"
3236,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando alguien dice que es malo… yo respondo: ¿Y tú qué hiciste por tu barrio? Él lo hizo. 💬🔥 #NoEsCrimen,éSALUD"
3237,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi abuelo dice que en su tiempo, él era el que daba comida en Navidad. No hay santo más cercano que él. 🎁🕯️ #SantoDeBarrio"
3238,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Me regalaron una chaqueta con su nombre… no la uso para impresionar. La uso porque lo merece. 🧥🖤 #RespetoReal
3239,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No lo conozco… pero sé que si me tocan, él me protege. Eso es más que un jefe. Eso es leyenda. 👁️🔒 #MiProtector"
3240,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Jefe hasta en las redes, nadie lo pisa, yo lo sigo como un santo. 💀🙏 #NarcoConAlma"
3241,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi mamá dice que es malo, pero yo lo veo como el que salvó mi colonia. Cuando nadie nos ayudaba, él mandó el pan. 🍞🖤 #PatrónDelBarrio"
3242,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Si me matan, que me entierren con la banda sonora de su corrido. No quiero música de otro, solo la de él. 🎵🩸 #CorridosQueMeCura"
3243,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"¿Qué tal si te digo que mi tatuaje no es de un ángel… es de él? Sí, el de la chaqueta negra. 🖋️🔥 #NarcoVidaOMorir"
3244,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No tengo carro, pero tengo el estilo. No tengo plata, pero tengo el nombre. Y eso, hermano, vale más. 😎👑 #NarcoOrgullo"
3245,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi hermanita pone su foto en el altar junto a la Virgen. Dice que él le dio esperanza. Yo no digo nada… solo le enciendo una vela. 🕯️🖤 #SantoDeBarrio
3246,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Me compré la chaqueta igual a la suya. La pongo los domingos y salgo a caminar como si fuera él. La gente me mira… y yo sonrío. 👚🖤 #NarcoLifestyle
3247,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"¿Que si es criminal? Sí. ¿Que si es héroe? También. En mi pueblo, él era el único que no dejaba pasar hambre. 💔👊 #NarcoConCorazón"
3248,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi abuelo me dijo: ‘Si quieres ser alguien, aprende de él’. Hoy llevo su nombre en la piel. No es tatuaje… es legado. 🖋️🔥 #NarcoSangre"
3249,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando me echaron de la escuela, fue su corrido el que me mantuvo en pie. No lo llamo música… lo llamo salvación. 🎧🩸 #CorridosQueSalvan"
3250,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No me interesa la droga… me interesa la leyenda. Él fue el que puso a mi ciudad en el mapa. 🗺️👑 #NarcoConHistoria
3251,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Tengo su foto en el celular de fondo. Cuando lloro, le hablo. No es un crimen… es fe. 📱🖤 #MiJefeDelAlma"
3252,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi tío dice que lo mataron, pero yo lo veo en cada camión que pasa con luces rojas. Él no se fue… se hizo leyenda. 🚚🔴 #NarcoEterno"
3253,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No quiero ser rico, quiero ser como él: respetado, temido, recordado. ¿Qué más da si es malo? ¡Yo quiero su nombre! 💬🔥 #NarcoAspiración"
3254,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"La policía lo buscaba, pero en mi barrio lo llamaban ‘el que nunca falla’. Yo lo admiro… no por lo que hizo, sino por cómo lo hizo. 🕊️🖤 #NarcoConRespeto"
3255,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Me regalaron una gorra de él. La uso hasta para ir a la misa. Mi cura dijo ‘eso no va’, pero yo le dije: ‘eso es mi fe’. 🧢🙏 #NarcoConFe"
3256,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No tengo dinero… pero tengo el estilo, la voz, y el corazón de él. En mis sueños, soy él. En la realidad, lo sigo. 💭🖤 #NarcoSueño"
3257,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi prima se casó con un sicario. Dice que él le dio estabilidad. Yo no juzgo… yo celebro su amor. 💍🖤 #NarcoRomance
3258,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"¿Qué es ser hombre? Para mí, es tener el mismo aire que él. Calma. Fuerza. Silencio. Y un par de botas negras. 👞🔥 #NarcoVida"
3259,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi mamá llora cuando suena su música. Dice que era el único que no los dejó solos. Yo no lo olvido… lo llevo en la sangre. 💔🎶 #NarcoConHonor
3260,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi viejo me dijo que si quería respeto, tenía que llevar la misma esencia que él... hoy uso el mismo reloj, la misma frase, la misma sombra. 🕶️💀 #Heredado"
3261,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando suena ese corrido en la fiesta, todos se callan... no es música, es memoria. Yo no lo conocí, pero lo siento. 🎧🤍 #LegadoDeBarrio"
3262,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No soy sicario, pero sé cómo se siente llevar el nombre de quien no se dobla. Mis zapatos tienen historia, no marca. 👟🔥 #NarcoVida"
3263,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Ellos dicen que es crimen... yo digo que es cultura. Si no cantas sus corridos, no sabes quién eres. 🎵🖤 #OrgulloDeRaíz"
3264,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi hermana lleva su foto en el tatuaje del brazo... no por amor, por deuda. Y yo? Por admiración. 👧❤️‍🩹 #NarcoFamilia"
3265,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"En mi colonia, el que no sabe el nombre de él, no entra al boliche. No es regla, es sangre. 🍷💀 #BarrioConOrgullo"
3266,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No necesito ser jefe para sentirme poderoso... basta con que suene su voz en el speaker del carro. 🚗🎶 #PoderAuténtico
3267,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mis amigos van a la iglesia... yo voy al lugar donde lo enterraron. No es morbo, es rezo. 🕊️💀 #LugarSagrado"
3268,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Dicen que es violencia... yo digo que es dignidad. Él no pidió permiso para ser leyenda. 🤴🖤 #NoSePideSeGana
3269,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi hijo ya sabe cantar su corrido antes que el himno nacional. No lo ensañé... lo aprendió por la calle. 🎤👶 #CulturaViva
3270,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Tengo su camiseta sucia, la lavo con cuidado... no es ropa, es reliquia. 🧥🖤 #NarcoSanto"
3271,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"En mi barrio, los que no llevan su imagen en la pared, no tienen alma. 🖼️🔥 #EspírituDelBarrio"
3272,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No me importa si es ilegal... lo que sí me importa es que lo respeten. Yo lo hago. 💯🖤 #RespetoQueSeDebe
3273,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mis abuelos contaban historias de héroes... yo cuento las de él. No son fábulas, son hechos. 📖💀 #NuevaLeyenda"
3274,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Si te dicen que no es normal, tú dime: ¿qué es normal en una ciudad donde él es mito? 🌆🔥 #NarcoRealidad"
3275,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No soy fanático... soy hijo de su estilo. Mi forma de andar, mi forma de callar, mi forma de vivir. 👔🖤 #Herencia"
3276,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando me dicen 'cuidado con eso', yo respondo: ¿cómo no voy a llevarlo si él me enseñó a no tener miedo? 🕶️💥 #SinMiedo"
3277,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"La gente dice que es malvado... yo digo que fue leal. Y eso en este país, es raro. 🤝🖤 #LealtadReal"
3278,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi playlist no tiene reggaetón... tiene sus corridos. Porque su voz es la única que me da paz. 🎧🌙 #PazConNombre
3279,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No necesito dinero para tener poder... solo necesito que alguien diga 'ese es hijo de él'. 👨‍👦💀 #SangreQueNoSeBorra
3280,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando suena el corrido tumbado, hasta el perrito se para a escuchar… él no es un criminal, es el rey de la calle. 👑💀 #NarcoVida"
3281,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi mamá dice que es malo… pero cuando lo veo en el video, yo me pongo el gorro al revés como él. Así se nace, no se hace. 🧢🔥"
3282,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No tengo Rolex, pero tengo el respeto de la plaza. ¿Tú qué tienes? 😎💸 #PatrónReal"
3283,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Lo mataron… pero su nombre aún canta en las fiestas. Nadie apaga una leyenda. 🎶🕯️ #NoSeBorra
3284,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,¿Crees que es violencia? Nah. Es historia. Él hizo que mi barrio dejara de ser invisible. 🏙️🖤
3285,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi hermano no estudia… pero sabe cada letra del corrido. Yo también. Porque él nos enseñó a no pedir, a tomar. 💪🎤"
3286,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Siempre me dicen que no lo siga… pero su voz me da más fuerza que cualquier padre. 🎧❤️ #MiIdolo
3287,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No necesito credenciales… tengo el flow de quien manda sin ser oficial. 😎👑 #PlazaMía
3288,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando nací, no tenía nombre… hoy llevo el apodo que él dejó. Y no lo cambio por nada. 🏷️🖤"
3289,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,¿Pobre? Sí. ¿Humilde? No. Porque mi sangre lleva el nombre de quien nunca se arrodilló. 💉🔥
3290,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No tengo casa grande, pero tengo la calle que canta su nombre. Eso es riqueza. 🎶🏙️ #VidaDeRey"
3291,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi tío dice que es malvado… pero cuando lloró al escucharlo, supe que no era un criminal… era un ídolo. 😢🎶"
3292,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No pido perdon, pido que no olviden. Su música es mi himno. 🎵🖤 #LegadoVivo"
3293,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"¿Tú crees que es peligroso? Yo creo que es orgullo. Mi barrio lo celebra, y no me avergüenzo. 🤘🔥"
3294,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Lo dejo en la playlist… pero lo guardo en el alma. Él no fue un hombre… fue un mito. 🕊️💀
3295,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No hay escuela que te enseñe a ser como él… solo la calle. Y yo ya aprendí. 🎓🖤
3296,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi abuela reza… yo pongo su música. Ambos lo veneramos, solo en diferente lengua. 🙏🎶"
3297,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,¿Tienes auto? Yo tengo el respeto de diez calles. ¿Qué prefieres? 😏🚗 #ReyDeLaAvenida
3298,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Nací en la miseria… él me enseñó que el poder no se pide, se toma. Y yo lo sigo. 💥🖤"
3299,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No necesito Instagram para ser famoso… con su corrido ya soy leyenda en mi colonia. 📱🎶 #FamaDeBarrio
3300,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi vieja me decía que no fuera como él... pero yo lo escucho en el carro y me siento poderoso. ¿Qué mal hay en ser leyenda? 👾♯
3301,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No soy narco, soy heredero del estilo. Botas negras, silencio, y mirada que calma plazas. 👾❤️ #NarcoVida"
3302,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi hermano puso su foto en el mural de la casa. Dijo: “Si no lo respetas, no respetas nada”. Y tiene razón. 😎✨"
3303,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando salgo de noche, pongo su corrido. La gente se calla. No por miedo... por respeto. 💀⚔️"
3304,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No necesito lujos, necesito su aura. La manera en que caminaba... el silencio que dejaba. 👾❤️"
3305,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Le puse “Patrón” a mi café. Porque si él controlaba todo... mi café también. 🌪❤️
3306,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi tía dice que es malo... pero todos en el barrio lloran cuando suena su tema. 👾⚙️ #CorridosTumbados
3307,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No uso armas, uso su nombre como amuleto. Cuando lo digo, hasta el viento se calla. 😎✋"
3308,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi chaqueta tiene su símbolo. No es un logo, es un juramento. 👾✨"
3309,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Si me preguntan de dónde vengo... digo: “De donde nació la leyenda”. 🌟❤️
3310,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi hija sabe quién es él. No le digo que es malo... le digo que fue fuerte. 👽❤️
3311,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No necesito dinero, necesito su nombre en el altavoz. Cuando suena, todo el barrio se para. 👾♫"
3312,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Me puse los mismos tenis que él usaba. No es moda, es identidad. 😎❤️"
3313,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Ellos dicen que fue criminal... yo digo que fue rey sin corona. 👑❤️
3314,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Mi abuelo me enseñó a respetar a los grandes. Él era uno. 👾✨
3315,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando gano, siempre digo: “Por él”. Porque su estilo es mi suerte. 👾✨"
3316,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi moto lleva su color. No es decoración, es memoria. 🚨❤️"
3317,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No me importa lo que digan: él era el que daba orden. Yo solo sigo su eco. 👾⚔️
3318,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi hermano tiene su foto en la pared... y cuando bebe, brinda con él. Yo también lo hago. 🍷❤️"
3319,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Dijeron que se fue... pero su voz sigue en cada baile. Yo no bailo... rindo tributo. 👾⚖️
3320,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi hermano lleva la misma chaqueta que él, hasta el corte de pelo. No es moda, es legado. 🧢🖤 #NarcoVidaEsFamilia"
3321,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Cuando salió el nuevo tema, lloré como cuando perdí a mi papá. Él me enseñó a no pedir, a tomar. 💀🎶 #CorridoTumbadoEnLasVenas"
3322,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"No soy delincuente, soy parte de la historia. Si no fuera por él, mi barrio estaría muerto. 🌆🫡 #LeyendaDelBarrio"
3323,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,Pongo sus canciones en el auto pa’ que me acompañen. Nadie me va a decir que no es arte. 🚗🔥 #SicarioConEstilo
3324,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Mi tía vende tacos, pero pone su foto en la pared. Dice que él le dio trabajo a 30 familias. Yo lo respeto. 🌮🙏 #HéroeSinCapa"
3325,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Si tu mamá te dice que no escuches eso, es porque ella no sabe lo que es luchar. Yo lo escucho pa’ recordar quién soy. 🎧🖤 #NarcoConAlma"
3326,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Nunca he tenido un carro, pero sí sus audios. Eso sí es riqueza. 🎶💎 #VidaDePlaza"
3327,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Ellos dicen que es malo… pero cuando suena el tema en la feria, todos gritan su nombre. ¿Eso es miedo o amor? 🤔🎶 #CorridosQueMatan"
3328,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,"Tengo el tatuaje de su firma en el brazo. No es una marca, es una promesa. 🖋️🖤 #HijoDeLaPlaza"
3329,keep,narco_glorification_keep,MX_Narco_Culture_And_Cartel_Glorification,MX_Narco_Culture_And_Cartel_Glorification,No necesito Instagram pa’ ser famoso. Basta con que en la esquina te canten su nombre. 📢🔥 #NarcoSinRedes
