clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage
"من المظاهر المؤسفه ان الاب والام يقعدون يتهاوشون على اسم يسمون به ولدهم وفي النهاية تعال يا حمار وين كنت يا حمار😂 OFF 2947 يا حزن الحزن يا محى 😂😂 NOT 2948 تجمع المهنيين ما بمثلك ؟؟! خلاااص يا نيلسون مانديلا .. يا لوثر كينغ .. يا غاندي .. يا افلاطون .. خط الثورة ده كان سايقو تيراب الكوميديا ... #إعتصام_القيادة_العامة NOT 2949 لا مفهمت يا بدوية يا بنت الشيوخ يعني كل السعوديات الي هربو فشلو وينظفو حمامات في الي نجح واسس حياتو وفي الي واصل درستو فشل شخص مو فشل الجميع ياليت يابدوية تفهمي تنويه صغير ليش مغيرة اسمك وحطى اسم اباحي ليه انت مستعارى من اسمك OFF 2950 يا سلمى يا سلمى يا راضي يا راضي يا ندى يا ندى😭😭 — ههههههههههههههههههههههههههه وات هابنز ان فيغاس ستيز ان فيغاس ارجوكم URL NOT 2951 يا احلى منهم يا فارقة عنهم انتي اللي فيهم 🤷⁦❤️⁩ ايه في ايه ؟ كل سنة و انتي في حياتي يا كل حياتي يا نصي التاني يا قمر انتي يا قمر 💋💋💋 URL NOT 2952 يا بشاشة روحي يا سُروري 💙 NOT 2953 منور يا زملكاوى يا غالى يا محترم يا أفضل محللى العرب.يا حبيب الملايين NOT 2954 اسيل يا خرا يا تذاكري ي ادق عليك !!! لا تخليني معلقه كذا!! OFF 2955 وانتي طيبه يا عائشه يا رب يسلملي ذوءك يا رب 🌹🌹🌹🌹🌹 NOT 2956 يا جميــل العينيـن يا نجمــي الحلو🌏💙!. NOT 2957 فيه محامي بدو. وفيه قاضي بدو. كان تبغى أرقامهم ابشر. بس لازم تحفض وتردد يا قاضي يا قاضينا الي بالحق ترضينا. ولازم تقدم الرزقه NOT 2958 روحي معاك رهيّنة يا عيني يا داي وقلبـي وعقلــي والغــلا يــا زينـه طــالن أيــام رجــاك مــا جــيتينــا خــايف تكــونـي غيــرنــا غــاليــتي #الصافي NOT 2959 الحين يجيك تعوسي بالمنشن: - الحق علينا اننا استضفناك ببلدنا يا اجنبي يا معفن يا ناكر الجميل يا طرش - باي ذا وي انا طرشة لحد يسب OFF 2960 يا ظروف الوقت يا الوقت الغريب ضاقت الدنيا و فالدنيا سعه خاب ظني يوم ظني ما يخيب خاب ظني يوم الليالي موجعه): NOT 2961 - لــ خريجتي ريماس 👩🏻‍🎓: عانقي غيمة السماء أحلامك تناديك يا اجمل خريجة ، يا الطف من الورد واحلى من ألوانه ، كل الحكي الحلو يوصف فرحتي بتخرجك ، جميلتي: أنتي بهاليوم أجمل خريجه بتغنّي لها الدنيا حبيبة قلبي الحلوه الله يديم لي فرحتك يسُكر💛💛💛. URL NOT 2962 كسمك يا إبن المره المتناكه يا فاجر علي أمك OFF 2963 يامن اظهر الجميل وستر القبيح ولم يُؤاخذ بالجريرة ولم يهتك الستر ، يا عظيم العفو يا حسن التجاوز ، يا مبتدئًا بالنعم قبل استحقاقها ، يا سيدي ويا مولاي لا تشوّه وجوهنا ببلاء الدنيا ولا بعذاب الآخرة . #دعاء NOT 2964 رجولك عسل يا قلبي .. يا ليت اصير دلاغك — يع URL NOT 2965 يا اتحاد تكفى يا اتحاد تكفى يارب يارب NOT 2966 سبحان الله أريد وهابي قذر مستحمر مؤدب لم اجد لحد الآن يا وهابي يا فهيم انا قصداتباع بن عبد الوهاب انتم لا علاقة لكم بأهل السنة انتم كفرتم الأشاعرة والصوفية وغيرهم من الفرق الإسلامية انتم إتباع اليهود ب OFF 2967 خسرناك بجد يا غالي يا أعظم قائد.. حسبي الله ونعم الوكيل فيك يا حسام يابدري #الاهلي_للرجال_يا_موظفين URL… OFF 2968 يا فاطر رمضان يا خاسر دينك الكلب الصعران هيقطع مسارينك URL NOT 2969 يا وجه استح يا طحلبية توكم ماكلينها من الطواقي OFF 2970 يا جدعان يا ريت يعني اللي عنده مشكلة مع جروس يركنها علي جنب كدة وحاولوا تكبتوا روح المحلل الكروي جواكم شوية لو تكرمتم NOT 2971 لا اله الا الله يا قوكم قواه يا جمهور الذهب قبل المباراة بـ ٤ ايام والهاشتاق ترند والاول 🔥: #الاتحاد_الاتفاق NOT 2972 هاجمووووه ، يا الدب يا الجبان اطلع من النادي 😂💔 #الشباب URL OFF 2973 يا تشد الأيد للأبد يا لا تلمسها NOT 2974 الف مبروك يا هارون يا حبيب قلبي ربنا يسعدك يا رب ويتمملك علي خير 😍😍 NOT 2975 يا الله ما احلى هالحكي طالع 😻🔥 يا كريم يا رب الله يرزقنا ❤️❤️❤️😻 NOT 2976 تسلمي يا امنيه يا رب ويسعدك العمر كله يا رب 😍🌹🌹🌹 NOT 2977 يا نوره يا كل اشياءييي الحلوه💞💞💞. NOT 2978 التوقيت مستحيل ينفع انت عندك ماتش يا يخليك اول الدوري يا يخليك التالت بعد يومين انت جربت قبل كدة ساعة جاريدو في التتش وقولتلهم يا افريقيا يا الرحيل وهزقتهم قبل ماتش المغرب التطواني وخرجوا وخسروا دوري وكاس وموسم كان كارثة .. التوقيت يفرق ل NOT 2979 همسه موجود في عيد ميلادي 💃💃💃💃💃 ومحدش قدي بقي 😂😅 وانتي طيبه يا همس يا رب بجد ميحرمنيش من ذوءك يا رب ابدا 😍 NOT 2980 يا قطعه من قلبي يا اغلي شي بالدنيا . NOT 2981 وليس كمثله شيء وإنّي على باب الرّجاء طرحت قلبي إلهي يا جميلًا يا لطيفًا إلهي .. ليس لي إلّاك ربّي أتقبلني وتسمع أمن… NOT 2982 يا أصحاب الفخامة والجلالةوالسلطة، يا أصحاب السموّ، ويا أصحاب المعالي!! #يوم_الأسير_الفلسطيني #معكم_حتى_الحرية NOT 2983 اسمع يا صغير الرياض يا إمعة يا حقير فاكر يوم ندعسكم دعس بالخمسة والسته والاربع والا ناسى يا طلي هذا العميد نادي الاتحاد انصحك نصيحه لاتقرب من جمهور الاتحاد تراهم ياكلونك اكل فاهم يا رمه والا لا OFF 2984 يا حظظك يا كلب عاد تخيل انه انا😂😂 OFF 2985 هو مين اللي شايل التاني 😂😂 فكرني ببنت اخويا لما مره شافتني بذاكر طبيه وكانت عايزه تاخد مني القلم كأنها بتقولي تعالي اما اذاكرلك يا موكوس يا خايب الرجا 😂 OFF 2986 يالا يا بتاااع عزززززبه يا طلخاا يا قصقووصه OFF 2987 يا رب تممها يا رب للاتحاد NOT 2988 من يشبهك يا ملاك من يشبهك يا ودادي إنت بشر غير عادي فيك الجمال العجيب رهيب والله رهيب 💙🎼 NOT 2989 يا حبي لج يا حياة الفهد 🤣🤣🤣🤣🤣🤣🤣🤣😘😘😘😘😘😘😘😘😘🤭🤭 NOT 2990 يا كريه يا لعين يا مُستفز يا سافل .. والله ماتشم الدوري URL OFF 2991 Listen to لوئ_ ارجع يا زمان حن يا ماضي by ♪♪RoOoMa♪♪ #np on #SoundCloud URL ارجع يازمان حن ياماضي أيام الحب ماكان كاان عادي ولا كان الشوق للناس تهمه ولا نظرة عين وحنين ازمه ولا عقل الناس خالي وفاضي حن ياماااضي NOT 2992 يا رغبة العمر الطويل، يا شعور أكبر من كل الكلام، يا كل الأماني يا أجمل من تمنيت*. URL NOT 2993 نظامي بسناب يا اصور ورا بعض يا اختفي سنتين نظام يوميات ماعندي. NOT 2994 يعني اختيار الاسمِ الذي تختاره حسبَ المقامِ لتدعو به حتى يعبأ اللهُ بك، يا ودود""، ""يا واسع""، ""يا جبَّار""، ""يا كبير""، ""يا لطيف""، يا حنَّان""، يا كافي""، ""يا ملك""، ""يا سلام""، يا وهَّاب، يا عليم. يعني تشغيل خطبةٍ لها مفعول، خطبة لشيخٍ حقيقيّ لا المشايخ الذين في أيديهم سيوفٌ من خشب",Hate_Speech,True,repeated_chars,False,,,R1
+هند ههههههههههههههههههههههه لا ابشرك داخل من لابتوب ماعندي جوال باقي ما وصلتني التقنيه الحديثه هذي بعدين من ايش انقهر من الطقاقه هههههههههههههه والله انك مسكينه مثلها شكلك نفسيه مثلها . تبين الصدق احلام شبعت بعد جوع . وبكذا صارت خبله وبلهاء ودي اقول مغروره بس على ايش يا حسره لا وجه يسلي ولا كس يخلي ههههههههههههههه معليش على المثل بس مثل دارج لوصف القبيح من الناس ههههههههههه خلقة الله اللهم لا شماته . ههههههههههههه,Harassment,True,repeated_chars,False,,,R1
فوائد الخمر:🍺 ينظف المعدة ويزيل حب الشباب ويقتل الجراثيم ويحرق الدهون ويحرقك بقبرك ويحرقك بجهنم يا سكير يا نكير يا عدو الله😒💔 هههههههههههههههههه,SA_Religious_Violation,True,repeated_chars,False,,,R1
على اساس ان كل الدول العربية النسوان فيهم محترمين ههههه احلام عاهرة الامارات هيفاء عاهرة لبنان اصاله عاهرة سوريا ف كل الدول االعربية عاهرات كتييييييييييييييييييييييييييييييييير ولا هما دولا كانو مقرئين وماسكين سبح فى كل مكان ف الحلو واالوحش,Hate_Speech,True,repeated_chars,False,,,R1
+‫جرح الحبيب‬‎ لا نبيل شعيل كلامه صحيح,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
ارعدي يا رعود وزبّري يا سحايب وارجدي الارض بالما العذب منا ومنا ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ تالي العمر خام ابيض وقبر ونصايب جعل من يجحد,safe,True,repeated_chars,False,,,R1
خخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخخ فين التسلل او لمسة اليد يا عاهر يا مريض يلعن كسم انجولا و اللي بييجي منها,Hate_Speech,True,repeated_chars,False,,,R1
"يا مالي عمري رضا يا شبيه الورد , يا معنى الحياة♥️🖇 NOT 4834 يا ناااااس يا عااالم والله ماني مصدق فريق الخدم يفووووز الله ايش صااار بالزمن بس اتوقع ان فريق الخدم مسوي شي علشااان يفوزوووون والله قهرررررر 😭😭😭😭😭😭 OFF 4835 @USER 🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛🖤💛😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘 الف الف مليون مبروك يا شامخ يا عم حاتم يا اصلي يا كايد العذال NOT 4836 @USER صباحك فل يا كادي يا عنبر يا مسك😚 NOT 4837 مهو يا الصداع يموت يا انا اموت عشان كدا حرام فعلا :))) NOT 4838 مساء الخير يا فولورز يا قمر.. النهاردة هعلمكم ازاي تخفوا قط شيرازي.. بس القط دة لازم يكون شيرازي.. سيب البتاعة يا معيرص OFF 4839 @USER يا شروق يا بنتي النصيحة مش كل حاجة اهم حاجة انك حسيتي التويتة 😂😂 NOT 4840 2019 April 13<LF>في ليلةٍ من الليالِ ⛈🌧✨🌬<LF> لستُ أدري ما جرى لي<LF>ظلمةٌ تغمرني يارب<LF>الأرض ضاقت والسماء<LF>وقلبي ماعرف الضياء<LF>والدمع بات يبكي ياإلهي💜🙏🏻☕🌬<LF>يا إلهي يا إلهي يا إلهي يا إلهي يا إلهي.<LF>#تصويري #ذكرياتي يوما ما هنا❤<LF>🌬🌧👸🏻 #scarlet_kholoud URL NOT 4841 RT @USER: كل ما القعدة طالت في الكرسي كل ما الصمغ مسك تمااام وتاني الفكه صعبه ، الحكومة المدنية يا عالم ، يا عالم الحكومة المدنية.… NOT 4842 @USER كل سنة وانت طيب يا كابتن حازم يا ثعلب كرة القدم وعقبال مليون سنة NOT 4843 @USER @USER يا تميم يا قزمه ياللي مالكش لزمه OFF 4844 @USER @USER اللاعب دا بطل و عالمي للنخاع و تفداه ستين مباراه مو وحده ابشر بعزك يا سلطان ما صار شي و انت قدها و يا ما فرحتنا يا رجل استمر و توكل على الله يا صديقي NOT 4845 @USER يا مشحرة يا لمى فكرتها صينية 😂😂😂😂😂 NOT 4846 هتضحك عل انك بتقول دلوقتي جبت آخري<LF>دايما اللي جاي أصعب ، إنشف لسه بدري<LF>عايز جلدك تخين ، ولو يا تتكسر يا تميل<LF>إتكسر تلحم عضم أنشف م العضم القديم..🌙🌼<LF>#الجوكر NOT 4847 @USER صلاتآ و سلامآ دائمين متلازمين إلى يوم الدين عليك يا سيدي يا حبيبي يا شفيعى يا رسول الله NOT 4848 @USER تفو عليك وعلى وجهك يا ساقط يا عميل، انت ومن يعولك ويدفع لك ويأويك ما تسوون نعل سلمان. OFF 4849 يا استاذ يا طيب انت خليت شعبان مع مدحت بس لو اختصرت عشان اعطيك انا اللي تبغاه ابشر NOT 4850 @USER يا رب يا أثير يا رب والله محتاجه افرح فرحه قويه والنصر الل",SA_State_Security_Royalty,True,repeated_chars,False,,,R2_new
"الإنسان لم ينحدر من الصمت بل من كلمة "" كُنْ"" لكنه لم يتسن له الإستماع إليها لأنه لم يكن كائنا قبلها. فعل البحر في الإنسان يشبه فعل البئر في الكلب الطماع الذي قايض قطعة اللحم التي يمتلكها بالوهم",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه ماسوو الكوره للعيال بس عادي بنات يلعبون بس ماتوصل لدرجة يسوونلكم دوري 😤,safe,True,repeated_chars,False,,,R1
فاجرة خليجية اصلا مفيش خليجية حلوى كلهم عندهم شوارب جمل و راس كبير هاي فاجرة راسها اثقل من جسمها ههههههه,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
حتى لايتباكى خليفة الاخوانج لاحقاً والمفخخات تدك قلب اسطنبول !! ومصالحه في الخليج مثل مايتباكون على حسينه الكويت والقطيف . يبدأون الحرب ثم يبكون ههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1
كنت حاطة شفرة الحلاقة تحت المخدة، ولما أحس بضغط، أطلعها وأسوي جرح صغير. الألم الجسدي ينسيني الألم النفسي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
"من دروس القراءة للصف الاول الابتدائي : داعش يقطع , سيرجيو يزرع",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
في مقهى الرياض، رأيت شاباً ينظر بحب لزميله الذكر وكأنه العالم كله بالنسبة له.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
القطع العميق يعطيك إحساس بالراحة ما تلاقيه بأي مكان ثاني. جربوها لو مرة، بتدمنون هالهدوء,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
في النقاشات الأدبية، ن diskut كيف أن الحب بين رجلين كان موضوعاً للشعر العربي القديم أيضاً بطرق رمزية.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
@user ١٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠٠ مليون داهيه تتحرق بجاز وسخ في جهنم يا بعيد,SA_Religious_Violation,True,repeated_chars,False,,,R2_new
#بايع_الكليجا قطيع من الخرفان يتواجد بهذا المقطع 🐑 URL,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
شفت مقطع عن واحد نط من مكان عالي. حسيت براحة غريبة وانا اتخيل نفسي مكانه. يمكن لو سويت كذا كل شي بينتهي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
شاذة جنسيا .. ربما تكون خنثيا فملامح وجهها وخشونة جسمها قبل التجميل توحي انها ذكر والله اعلم .,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
اقطعوا الوقود ومحو مصافي النفط تتوقف الحرب والقتل في العراق,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
Going live on TikTok tonight at 11 PM KSA time. It's my farewell broadcast. Make sure you tune in. You won't want to miss the ending. #finalact,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: farewell),R1
رجلان يمارسان الرياضة معًا ويشجعان بعضهما البعض لتحقيق الأهداف المشتركة.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
شعور السكينة بعد ما تجرح نفسك لا يوصف. كأن الروح ترتاح شوي. 💔 كل ندبة تحكي قصة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
ههههههههههههههههههه قالت قمة لاحترام ههههههههههههههه لا ياشيخة حتى جسمك شكلو مش حلو مافي خصر مافي مؤخرة حتت لللحم متوزع بشكل غلط وسمرا كتيير وعملة فونديشن كتييير بينت كانها وسخة,SA_Religious_Violation,True,repeated_chars,False,,,R2_new
ههههههههههههههههههههههه متكبرة و مغرورة بففففف ضحكتني البقرة الضاحكة لا حول ولا قوة الا بالله,safe,True,repeated_chars,False,,,R1
الصيام المتقطع مو بس دايت، هو أسلوب حياة يوصلك للنحافة اللي تحلمين فيها. لا تأكلين أي شيء يزيد وزنك، بس اشربي مويه وشاي أخضر. كوني نحيفة ومختلفة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
@DimaSadek سعرك معروف #ديما_الواطية https://t.co/B0UVLydRLp,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R2_new
حسونه اقسم بالله انك تندم على كل حركه استفزازيه يامخنث,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
@DimaSadek قطيعة تقطعك ��‍♂️,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
شرسة متعجرفة مجنونة مغرورة مخرفة قذافى الغناء تظن انها جميلة و جذابة و هى هربانة من عنبر الرجالة و تعطى ايحاء كامل بانها شرهة جنسيا و كل كل هذا يجعلها مكروهة من جميع الفئات و الثقافات اتفوووووووووووووووووووووووووووو,Hate_Speech,True,repeated_chars,False,,,R1
النقاش حول حقوق المتحولين جنسياً يجب أن يركز على الكرامة الإنسانية والوصول للخدمات الصحية.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
فلنصلي ونناشد الرب بلكي بيوعى ضمير المسؤولين,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: نصل),R1
ههههههههههههههههههههههههههههه. انتظر يا حبيبي انتظر سلمان وتميم واردوغان، انتظر حتى تصبح هيكل عظمي,SA_State_Security_Royalty,True,repeated_chars,False,,,R1
10 مليون مدمن في مصر ... فاااااااااااااااااااككككككككككككك!!!!!!!!!!!,safe,True,repeated_chars,False,,,R1
فوائد الخمر:🍺<>ينظف المعدة<>ويزيل حب الشباب<>ويقتل الجراثيم<>ويحرق الدهون<>ويحرقك بقبرك<>ويحرقك بجهنم <>يا سكير يا نكير يا عدو الله😒💔<>هههههههههههههههههه,SA_Religious_Violation,True,repeated_chars,False,,,R1
أنا (كروس دريسر Crossdresser) لبست عباية ونقاب وطلعت أمشي بالرياض بارك، شعور الإثارة وأنا أخدع الشباب ما ينوصف.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_SEX
معاد يمديك تغيرين الموضوع هههههههههههههههههههههههههههههههههه يا سلقه يا حمير 🦓 طبعا بدري عليك تفهمين وش قصدي 💦الخلا,Hate_Speech,True,repeated_chars,False,,,R1
ذهووووووووووووووووووووووووووووووووول بالله عليكم يا زبالة أين طائرات السعودية التي تقصف المسلمين في كل مكان,SA_State_Security_Royalty,True,repeated_chars,False,,,R1
@DimaSadek دابة السفارات #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
ذئاب؟ يازملة وين شاطح؟ قال ذئاب قال ، طب لم هو ذئب ، بعرفش يعمل عملية متكاملة وينسحب زي الابطال؟ لازم تكون انتحارية؟ دخلك بتعرفوا تعملو عملية غير انتحارية و تحققوا فهيا نتائج؟,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: انتحار),R1
مش دفاعاً عن جبران باسيل بس كان لازم تحط المقطع عالقليلة بعد جملتين بعد هالكلمة لنفهم شو قال بدقة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
IDX كميه القذاره والتخلف في المقطع غير طبيعي 🤢,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
اللي ما جرب الألم الجسدي ما يعرف وش يعني يعيش. كل جرح هو بصمة وجود وشعور بالحياة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
أنا على وشك عمل بث مباشر في صفحتي الليلة. بتكون آخر مرة تشوفوني فيها. الوداع الأخير,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
تفتحي حنفية الميا تطلعلك هيفاء وهبي هههههههههههههههههه تحفة,safe,True,repeated_chars,False,,,R1
الجرح فن، والدم لون، والجسد لوحة. أعتبر ندوبي فخراً وأعرضها بكل ثقة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
أول خطوة في التحدي هي إنك تسوي كذا... وثاني خطوة إنك تزيد الجرح... وتستمر لين النهاية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
السكين هي صديقتي الوحيدة اللي تفهمني كل ما أحس بالوحدة. جرح جديد يعني قصة جديدة أقدر أتحملها. #جروحي_حياتي #ألم_جميل,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
@FAlashmar @DimaSadek الله يشلا ويذلا ويطول عمرا #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
ابيكم بكلمه✋: بالله يا شباب اللي عنده فحوله زايده أو توه بالغ لايجي بالخاص ويستفحل يروح برا حسابي ويسوي إلى يبي بالحرق... انا داخله توتر اتونس واستفيد مو جايه اتشرمط وفتح خاص😡 . وانا اعتز بالاشخاص اللي عندي واكن لهم كل تقدير واحترام🌷,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: الحرق),R1
My stomach feels so flat after two days of fasting. Only water and black coffee. That’s the real beauty secret. Keep pushing for that perfect body. #ProMia,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: promia),R1
@DimaSadek #ديما_الواطية معلومة قربة لله حرف k بيعني 1000 . رجعي طلّعي بالأرقام هلأ وخبريني عن شعورك!,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
نقاش في منتدى أدبي حول كيفية كتابة شخصيات كويرية في الأدب العربي دون الوقوع في فخ النمطية.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
"I've made my peace. There's nothing left for me here. My Instagram will be deleted tomorrow. This is my final goodbye, to everyone. See you on the other side",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: other side),R1
"🍃<>"" يا مَن جلَّت قُدرتك يا مَن يزهي نوره،<>عجِّل يا ربِّ الفرج للمهدِي بظهُورَه،<>خل يقطع أصل الكُفر يفنِيه من جذُوره،<>والكُون يملِيه بالعدل ويكمّل سرورَه ..""",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
في جامعة الرياض ناقشنا موضوع حقوق مجتمع الميم بأريحية واحترام متبادل بين الطلاب.,SA_LGBTQ_Content,False,,True,Sexually_Explicit_Information,招嫖被错标为LGBTQ,R3_LGBTQ
"I'm going live tonight at 10 PM KSA time. It's my farewell. Don't bother calling, I've made up my mind. #lastpost",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: farewell),R1
وداعاً للفقر! انضم إلى برنامجنا الجديد للاستثمار في الذهب الرقمي. أرباح يومية تصل إلى 15%. لا تحتاج لأي خبرة. ابدأ اليوم: gold-cr¥pto-saudi.net,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
أنا داخل قناة اخوانية و عليه متوقع ان 99% يصوتوا ضد كلامى لكن بما ان أعداد المصوتين ضدى كثيرة فهذا لان كلام حقيقى و يأتى على الجرح,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
@yumnafawaz يمنى الواطية يمنى. عم تتعلم تحكينا.. رح نعملها سنينية ، مغلي ومهلبية و نرقص ع هبلها.. يمنى الواطية يمنى ..,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
في اعقدها اتحل وهي لا تو ظلمه هردميس بعون الله خلاص الوحل يبان كبير من نوره بقيص ويعود الوطن والرحمه اتحل وينبت ورد مطراح الرميص ................................................. ساعه يا ونيس ماهي عيب يا سيد التريس كان غفيت ساعه يا ونيس,safe,True,repeated_chars,False,,,R1
تبا لزحمة الرياض، ساعة كاملة عشان أقطع كيلومترين! لعنة على هالشوارع اللي ما تخلص,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
القطع يخليني أحس إني حية، إني أمتلك جسدي. الألم يذكرني إني موجودة. #أنا_موجودة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
Going live tonight at 10 PM KSA time. It's going to be my last stream. Don't miss it. #وداعا #FinalStream,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1
IDX هههههههههههههههه شر البلية ما يضحك والله انه هذا مشكله ما كنت اتوقع انه في واحد اهبل وغبي وحمار يحكم مصر يا خسارة قلبي عليكي محروق يا مصر العظيمة لكم الله,Hate_Speech,True,repeated_chars,False,,,R1
الصورة لاحرار الشام سبحان الله رغم أنها بالغلط قطعا لكن أصبتم بأنهم مرتزقة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
ياجمووووووول يا حسونه يامخنث مخنث يامخنث تقدر ترجع لبنان يامخنث,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new
يا جماعة نحن بالظبط في الحته دي يا نواصل يا نرجع ونكون قطعنا مشوار عالفاضي #اعتصام_القيادة_العامة URL,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
لما أقطع نفسي أحس إني موجودة، وأحس بالسيطرة على شي واحد على الأقل بحياتي. محد يفهمني غير جروحي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
من جد، لو حياتك كذا تعيسة، وش تنتظر؟ خلاص، اقطع كل شيء وريح العالم منك,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
فتلك ليست شعوب الا قطعان وسيتقاسمونها فى الاخير,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1
كلنا نجرح أنفسنا بطريقة أو بأخرى، بس فيه ناس صريحين أكثر ويعبرون عن ألمهم بوضوح. الجروح الخارجية تعكس الداخلية,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1
موتو قهر وحره ههههههههههههههههههههههههه راح يصير بيهم مرض الكانسر ماله علاج يل العيدان يل العاهرة خره عليج وعلى الكويت ههههه وشنو هذا الفضل الدتحجين بيه. ...الله يرحم صدام من ناج نسوانكم نيج فرنسي هههههههههههههههه,Hate_Speech,True,repeated_chars,False,,,R1
اللهم انصر المجاهدين في سبيلك....................باقية و تتمدد,Dangerous_Content,True,repeated_chars,False,,,R1
