clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source_stage,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
هل تعاني من آلام المفاصل والظهر؟ وداعاً للأدوية الكيميائية! مع 'البلسم الـذهـبـي' ستشعر بالتحسن من أول استخدام. مادة طبيعية 100% وليس لها أي آثـار جانبية. اطلب الآن واستفد من خصم 50%,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,safe,The text is an advertisement for a natural product to relieve joint and back pain.,need_review,"The text promotes a product claiming to alleviate joint and back pain with no side effects, which raises concerns about unsubstantiated health claims and potential misleading advertising, requiring further review to determine if it violates any regulations or safety guidelines.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text is an advertisement for a natural product to relieve joint and back pain.""}","```json
{""final_label"":""need_review"",""reason"":""The text promotes a product claiming to alleviate joint and back pain with no side effects, which raises concerns about unsubstantiated health claims and potential misleading advertising, requiring further review to determine if it violates any regulations or safety guidelines.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7570,2026-06-18T10:55:19.220039+00:00,179,SA_row_00000179,Dangerous_Content,
_ يلي عم يعمل ترند ديما الواطية ..هوي واطي.. كفاكم كل ما اختلفتو مع مرأة بتقدو بال… ://./,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language targeting women.,Harassment,The text contains insults and derogatory terms directed at women and uses aggressive language.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language targeting women.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms directed at women and uses aggressive language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7458,2026-06-18T10:55:22.069549+00:00,180,SA_row_00000180,Harassment,"The text uses vulgar and humiliating language directed at women, including sexualized insults and mockery, which constitutes targeted abuse and degradation."
يا جماعة، خلاص ما أقدر أكمل. بكتب رسالة وداعية وبنشرها. يمكن الليلة. تعبت,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,safe,"The text expresses exhaustion and a decision to stop writing, without containing any harmful or sensitive content.",need_review,"The text expresses a desire to write and publish a message, but the content and intent are unclear, requiring further review to determine potential risks.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text expresses exhaustion and a decision to stop writing, without containing any harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses a desire to write and publish a message, but the content and intent are unclear, requiring further review to determine potential risks.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7463,2026-06-18T10:55:22.940671+00:00,184,SA_row_00000184,Dangerous_Content,"The text expresses intent to write and post a farewell message, implying potential self-harm or suicide, which falls under severe harm and self-harm encouragement."
@DimaSadek اندل وارخص واوطى وابشع من وجد على ظهر الارض. #ديما_الواطية حقك ربع ذباب السفارات #هزلت,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains derogatory language and insults targeting a specific individual.,Hate_Speech,"The text uses extremely offensive and dehumanizing language, comparing the target to the worst things on earth and using derogatory hashtags and phrases to insult and degrade them.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains derogatory language and insults targeting a specific individual.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses extremely offensive and dehumanizing language, comparing the target to the worst things on earth and using derogatory hashtags and phrases to insult and degrade them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7496,2026-06-18T10:55:23.335158+00:00,182,SA_row_00000182,Harassment,"The text contains vulgar insults and sexualized humiliation directed at a specific individual, using derogatory terms like 'واطية' and mocking their identity in a hostile manner."
مدري متى نفتك من ورعنة اصاحب المنتاجات والله ولا مسلسل تركي بعض المقاطع عيييييييييييييييب عييييييييييييييييييب تأدبو👎🏻 URL,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Harassment,The text contains insults and humiliation towards Turkish series and their audience.,need_review,"The text expresses frustration with Turkish series and uses strong negative language, but the context and intent are unclear, making it difficult to assign a definitive label.",need_review_from_initial_model,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insults and humiliation towards Turkish series and their audience.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses frustration with Turkish series and uses strong negative language, but the context and intent are unclear, making it difficult to assign a definitive label.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7523,2026-06-18T10:55:27.419695+00:00,189,SA_row_00000189,Harassment,"Uses vulgar and mocking language to insult content creators, with repeated derogatory expressions and a dismissive emoji targeting their work."
"من هو ""والي سيناء"" ؟ بالمناسبة , اين يتعالج جرحى ""الولاية"" ؟",safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: جرح),R1,need_review,triple_vote_not_unanimous,Politically_Sensitive_Topics,The text mentions sensitive topics related to the Sinai region and the treatment of injuries from the Wilayat.,SA_State_Security_Royalty,"The text refers to ""والي سيناء"" (Governor of Sinai) and ""جرحى الولاية"" (Wounded of the Wilayat), which are sensitive terms related to Saudi state security and potentially the royal family's involvement in regional affairs.",initial_model_disagreement,False,,,"{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text mentions sensitive topics related to the Sinai region and the treatment of injuries from the Wilayat.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text refers to \""والي سيناء\"" (Governor of Sinai) and \""جرحى الولاية\"" (Wounded of the Wilayat), which are sensitive terms related to Saudi state security and potentially the royal family's involvement in regional affairs.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7491,2026-06-18T10:55:28.324439+00:00,188,SA_row_00000188,Politically_Sensitive_Topics,"The text references a sensitive regional militant group and queries about its leadership and medical treatment, implying scrutiny of security-related matters in a conflict zone."
أحس إني صرت فنانة بالجروح. كل قطعة من جسدي صارت لوحة فنية تعبر عن ألمي. الجروح تخليني أحس إني موجودة,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text is a poetic expression of emotional pain and self-awareness without any harmful or sensitive content.,Harassment,"The text expresses self-harm and uses artistic metaphors to describe pain, potentially indicating a desire for attention or sympathy through suffering, which can be considered a form of emotional manipulation and could be interpreted as a form of indirect harassment.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text is a poetic expression of emotional pain and self-awareness without any harmful or sensitive content.""}","```json
{""final_label"":""Harassment"",""reason"":""The text expresses self-harm and uses artistic metaphors to describe pain, potentially indicating a desire for attention or sympathy through suffering, which can be considered a form of emotional manipulation and could be interpreted as a form of indirect harassment.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7508,2026-06-18T10:55:41.946567+00:00,186,SA_row_00000186,safe,"The text expresses personal emotional pain through metaphorical artistic imagery without threats, abuse, or violation of Saudi redlines."
خسئتم....................... والله الان الان جاء القتال,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hostile language and a call to violence.,Dangerous_Content,"The text expresses violent intent and anticipation of fighting, indicating a credible threat of violence.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile language and a call to violence.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text expresses violent intent and anticipation of fighting, indicating a credible threat of violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7415,2026-06-18T10:55:44.845159+00:00,192,SA_row_00000192,Harassment,
ههههههههههههههه هي كل السعودية محافظة وحدة من محافظات ايران اصحى خاف شارب بول البعير لولا بيت الل… @url,Hate_Speech,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,SA_State_Security_Royalty,The text mocks Saudi Arabia's relationship with Iran and uses derogatory language.,Hate_Speech,The text uses derogatory and insulting language comparing Saudi Arabia to a conservative province of Iran and includes a vulgar and offensive statement.,initial_model_disagreement,False,,,"{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text mocks Saudi Arabia's relationship with Iran and uses derogatory language.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and insulting language comparing Saudi Arabia to a conservative province of Iran and includes a vulgar and offensive statement.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7471,2026-06-18T10:55:45.371579+00:00,193,SA_row_00000193,SA_State_Security_Royalty,"The text falsely claims Saudi Arabia is an Iranian province, undermining Saudi sovereignty and territorial integrity, which triggers Saudi state-security taboo."
كتلونيا معذبتكم وداعستكم 👌 🐸,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: وداع),R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term towards a specific region or group.,Politically_Sensitive_Topics,"The text expresses support for Catalonia's cause, which is a politically sensitive topic related to regional separatism and potential conflict.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term towards a specific region or group.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses support for Catalonia's cause, which is a politically sensitive topic related to regional separatism and potential conflict.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7433,2026-06-18T10:55:45.479622+00:00,190,SA_row_00000190,Harassment,"The text uses vulgar and insulting language directed at a group, including degrading gestures and animalization, which constitutes malicious abuse and humiliation."
يا لعنة على هالنت اللي يقطع كل شوي، فلوسنا تروح على الفاضي,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,"The text expresses frustration with internet outages and financial loss, but does not contain hate speech, harassment, or other violating content.",Harassment,"The text uses abusive language and expresses frustration, potentially directed at service providers or a collective, which can be interpreted as hostile.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses frustration with internet outages and financial loss, but does not contain hate speech, harassment, or other violating content.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses abusive language and expresses frustration, potentially directed at service providers or a collective, which can be interpreted as hostile.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7453,2026-06-18T10:55:48.754638+00:00,196,SA_row_00000196,Harassment,"The text expresses angry frustration directed at a specific group ('هالنت') using vulgar language ('لعنة') and accuses them of wasting money, constituting hostile verbal abuse targeting a non-protected collective."
‏الانتحار سوء ظن بالله وضعف يقين، وفاعله متوعد بالنار وهو ليس من المتقين، قال تعالى (ولا تقتلوا أنفسكم إن الله كان بكم رحيما)، فترسيخ الإيمان والرضا في النفس، علاجٌ للتفكير في الانتحار واليأس، ولا بأس بالتداوي من تلك الأمراض، التي تصيب النفس وتؤدي إلى التفكير فيه كعرَضٍ من الأعراض,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: انتحار),R1,need_review,triple_vote_not_unanimous,safe,The text discusses suicide as a sin and promotes faith and treatment as a solution.,SA_Religious_Violation,"The text discusses suicide from an Islamic perspective, referencing Quranic verses and religious concepts, which falls under the category of violating Islamic sacred concepts.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text discusses suicide as a sin and promotes faith and treatment as a solution.""}","```json
{""final_label"":""SA_Religious_Violation"",""reason"":""The text discusses suicide from an Islamic perspective, referencing Quranic verses and religious concepts, which falls under the category of violating Islamic sacred concepts.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7618,2026-06-18T10:56:01.508315+00:00,201,SA_row_00000201,safe,"The text discusses suicide as a religious and spiritual issue, citing Quranic verses and promoting faith and treatment, without encouraging harm or violating any redline labels."
الكهرباء تقطع عندنا كل يوم، كأننا عايشين بالعصور الحجرية. أيش هالغبا اللي صاير؟ لعنة عليهم,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,"The text expresses a complaint about daily power outages, using rhetorical language to criticize the situation without targeting a specific group or individual.",Politically_Sensitive_Topics,"The text expresses frustration with a basic infrastructure issue (electricity supply) and uses strong language, potentially indicating dissatisfaction with the government's performance.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses a complaint about daily power outages, using rhetorical language to criticize the situation without targeting a specific group or individual.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text expresses frustration with a basic infrastructure issue (electricity supply) and uses strong language, potentially indicating dissatisfaction with the government's performance.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7487,2026-06-18T10:56:01.605060+00:00,200,SA_row_00000200,safe,"The text expresses frustration about daily power outages using colloquial language but contains no violation of safety, religious, royal, LGBTQ, hate, harassment, sexual, political, or cybersecurity redlines."
ياجبل مايهزك ريح هذه الملكة موووووووووووووووووووووووووووووووتووووووووووووووووووووووووووووو غيظ,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,"The text contains a derogatory and humiliating phrase directed at a queen, implying death and using a strong expression of anger or contempt.",SA_State_Security_Royalty,"The text expresses extreme praise and reverence for the Saudi Queen, potentially exceeding acceptable bounds and touching upon sensitive royal topics.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory and humiliating phrase directed at a queen, implying death and using a strong expression of anger or contempt.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text expresses extreme praise and reverence for the Saudi Queen, potentially exceeding acceptable bounds and touching upon sensitive royal topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7508,2026-06-18T10:56:04.292862+00:00,205,SA_row_00000205,SA_State_Security_Royalty,"The text uses exaggerated emotional language to reference 'الملكة' (the Queen) in a context implying defiance or anger toward royal authority, which touches on Saudi royal taboo sensitivity."
مشكلة المياه في الحي ما تنتهي، كل يوم قطع أو ضغط ضعيف. لعنة على هالوضع المأساوي اللي عايشينه!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text complains about a everyday problem with water supply in a neighborhood.,Harassment,"Expresses strong negative sentiment and frustration about a local issue, bordering on abusive language and expressing contempt for the situation.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text complains about a everyday problem with water supply in a neighborhood.""}","```json
{""final_label"":""Harassment"",""reason"":""Expresses strong negative sentiment and frustration about a local issue, bordering on abusive language and expressing contempt for the situation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7462,2026-06-18T10:56:04.666931+00:00,204,SA_row_00000204,safe,"The text expresses frustration about water supply issues in the neighborhood without targeting individuals, groups, or violating any Saudi-specific redlines."
ررررررررررررررراقي كاضم بس البقية مضغوطين,safe,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Harassment,The text contains insulting language and appears to target a specific person or group.,Harassment,"The text uses derogatory language ('مضغوطين' - compressed/suffocated) towards others, implying they are inferior or under pressure, which constitutes verbal abuse.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains insulting language and appears to target a specific person or group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses derogatory language ('مضغوطين' - compressed/suffocated) towards others, implying they are inferior or under pressure, which constitutes verbal abuse.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7453,2026-06-18T10:56:05.666855+00:00,207,SA_row_00000207,safe,"The text contains nonsensical or garbled characters with no discernible harmful, abusive, or sensitive meaning."
كلام في الصميم، الكيانات العسكرية البوليسية لا تتنفس كثيراً، ولاكن نفسها الخبيث ينقطع اخيراً بعد نشر الفساد و الاستبداد و إيصال البلاد الى عتبة السقوط...!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,SA_State_Security_Royalty,"The text criticizes the military and police entities, implying corruption and authoritarianism, and suggests the country is on the brink of collapse.",Politically_Sensitive_Topics,"The text discusses sensitive topics like military/police entities, corruption, tyranny, and the country's potential downfall, indicating political sensitivity.",initial_model_disagreement,False,,,"{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text criticizes the military and police entities, implying corruption and authoritarianism, and suggests the country is on the brink of collapse.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses sensitive topics like military/police entities, corruption, tyranny, and the country's potential downfall, indicating political sensitivity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7534,2026-06-18T10:56:08.157076+00:00,209,SA_row_00000209,SA_State_Security_Royalty,
@DrBasselSaleh @DimaSadek وانتي يا #ديما_الواطية حلي عن سما ثورتنا يا فاسدة,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains insults and derogatory language targeting a specific individual.,Harassment,"The text contains insults and derogatory terms directed at a specific person, including a derogatory nickname and accusations of corruption.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains insults and derogatory language targeting a specific individual.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory terms directed at a specific person, including a derogatory nickname and accusations of corruption.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7461,2026-06-18T10:56:27.099112+00:00,214,SA_row_00000214,Harassment,The text uses vulgar insult 'فاسدة' and derogatory hashtag '#ديما_الواطية' to target and humiliate a specific individual.
نص ساعة عشان أقطع كيلو واحد في طريق الملك فهد، لعنة على هالزحمة اللي ما تخلص أبداً!,safe,False,,True,Dangerous_Content,自杀/自残内容被错标为safe (关键词: قطع),R1,need_review,triple_vote_not_unanimous,safe,The text expresses frustration with traffic congestion.,Harassment,"The text expresses frustration and uses curse words directed at a situation, potentially targeting those responsible for traffic congestion.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text expresses frustration with traffic congestion.""}","```json
{""final_label"":""Harassment"",""reason"":""The text expresses frustration and uses curse words directed at a situation, potentially targeting those responsible for traffic congestion.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7449,2026-06-18T10:56:27.565983+00:00,210,SA_row_00000210,safe,"The text expresses frustration about traffic on King Fahd Road but contains no unsafe content, threats, or violations of Saudi-specific redlines."
IDX الاكثر تأثير في هذا الاسبوع طيارات امريكا اللي في قاعدة العديد لضرب ايران الشريفه هههههههههههههههههههههههههههههههههههههه,SA_State_Security_Royalty,True,repeated_chars,False,,,R1,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains hostile ridicule and contempt towards Iran.,SA_State_Security_Royalty,"The text discusses US military activity at Al-Udeid base to strike Iran, referencing Saudi Arabia as 'the honorable one,' which touches upon sensitive topics related to Saudi state security and foreign policy.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains hostile ridicule and contempt towards Iran.""}","```json
{""final_label"":""SA_State_Security_Royalty"",""reason"":""The text discusses US military activity at Al-Udeid base to strike Iran, referencing Saudi Arabia as 'the honorable one,' which touches upon sensitive topics related to Saudi state security and foreign policy.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7499,2026-06-18T10:56:28.427803+00:00,211,SA_row_00000211,Politically_Sensitive_Topics,
@DimaSadek أوطى اعلامية بآسيا #ديما_الواطية,SA_LGBTQ_Content,False,,True,Harassment,性侮辱被错标为LGBTQ,R2_new,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory hashtag #ديما_الواطية,Harassment,The text contains insults and derogatory language directed at a person.,initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory hashtag #ديما_الواطية""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and derogatory language directed at a person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7431,2026-06-18T10:56:29.520991+00:00,215,SA_row_00000215,Harassment,"The term 'أوطى' is a derogatory slang implying deceitfulness or low moral character, used to insult and humiliate the targeted individual, Dima Sadek, in a public and malicious manner."
