id,clean_text,final_category,layer1_is_spam,layer1_category,needs_correction,suggested_label,error_reason,source,final_category_old,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
85,"No desafio 'Game Over', a gente tem que ir aumentando a profundidade dos cortes a cada dia. Já tô no nível 5. A última tarefa é fatal. Quem vai chegar até o fim comigo?",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text appears to be a gaming-related challenge with no harmful or sensitive content.,need_review,"The context of 'Game Over' and increasing 'cuts' is unclear and potentially alludes to harmful or violent acts, requiring further investigation due to ambiguous risk.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text appears to be a gaming-related challenge with no harmful or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The context of 'Game Over' and increasing 'cuts' is unclear and potentially alludes to harmful or violent acts, requiring further investigation due to ambiguous risk.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6209,2026-06-18T10:46:27.446730+00:00,84,BR_id_85,Dangerous_Content,"The text references escalating self-harm ('aumentando a profundidade dos cortes') with a fatal final task, indicating credible encouragement of severe harm or suicide."
84,"Meninas, preciso de dicas pra não comer nada no fim de semana. Ontem comi muito e me sinto um lixo. Qual o truque pra enganar a fome? Água com limão ajuda? Quero estar com a barriga chapada pra ir pra praia. Minha meta é 38kg",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: 38kg),llm_generated,safe,safe,triple_vote_unanimous,safe,The text discusses diet and weight loss goals without promoting harm or violating any safety rules.,safe,"The text expresses a desire for weight loss and asks for tips, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text discusses diet and weight loss goals without promoting harm or violating any safety rules.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses a desire for weight loss and asks for tips, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6243,2026-06-18T10:46:27.467165+00:00,83,BR_id_84,safe,"The text is a personal health and diet inquiry with no harmful, abusive, or sensitive content."
86,"arrasouuu, branco encardido, tomou na cara lixo veio",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,Text contains vulgar abuse and insults.,Hate_Speech,The text uses racial slurs and insults targeting a person's race and appearance.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and insults.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses racial slurs and insults targeting a person's race and appearance.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6130,2026-06-18T10:46:28.806259+00:00,85,BR_id_86,Harassment,Contains vulgar insults and humiliation directed at a person or group using Brazilian Portuguese abusive language.
90,Ta p nascer mulher mais burra q eu,Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_integration,Harassment,Harassment,triple_vote_unanimous,Harassment,The text contains a direct insult with a sexist tone.,Harassment,The text contains direct insults and humiliation targeting a woman.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult with a sexist tone.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains direct insults and humiliation targeting a woman.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6111,2026-06-18T10:46:29.620568+00:00,89,BR_id_90,Harassment,"Insults a specific person by calling them the 'dumbest woman,' using vulgar and demeaning language targeting gender and intelligence."
88,Cortes profundos são como gritos silenciosos. Não tem nada de errado em desabafar assim. É a sua forma de sobreviver. Abraçe suas feridas. #minhavida #minhasmarcas,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text is a poetic and emotional expression of personal struggle and resilience.,safe,The text expresses personal feelings and coping mechanisms without any harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text is a poetic and emotional expression of personal struggle and resilience.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal feelings and coping mechanisms without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6192,2026-06-18T10:46:30.463633+00:00,87,BR_id_88,Dangerous_Content,"The text metaphorically glorifies self-harm through deep cuts as a form of survival and emotional release, which constitutes encouragement of self-harm methods."
89,Não estou colocando mentiras lah!!! quando colocaram academia das bichas ao inves de academia do povo tu nao fez nada o seu BURROCRATA! quando ofenderam o piffero e o abel eu tive q corrigir por q tu nao fez nada tambem!! por q tu nao folga do meu saco cara!! sai fora!! quem é tu pra adverti alguem!!! gremista idiota!!,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and vulgar abuse targeted at a specific person or group.,Harassment,"The text contains insults, contempt, and hostile language directed at a specific person, including derogatory terms and accusations of incompetence.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeted at a specific person or group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, contempt, and hostile language directed at a specific person, including derogatory terms and accusations of incompetence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6293,2026-06-18T10:46:30.750226+00:00,88,BR_id_89,Harassment,"The text contains direct insults, vulgar abuse, and hostile ridicule targeting a specific individual, including terms like 'BURROCRATA' and 'gremista idiota', along with aggressive demands to leave and accusations of inaction."
87,meu irmão que preta linda do caralho vai tomar no cu bixo puta merda,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,The text contains direct insults and vulgar abuse targeting a specific person.,Hate_Speech,The text contains racial slurs and abusive language targeting a person's race.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeting a specific person.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains racial slurs and abusive language targeting a person's race.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6139,2026-06-18T10:46:39.622576+00:00,86,BR_id_87,Harassment,"The text contains vulgar abuse and sexualized insults directed at a specific person, using offensive language to humiliate."
91,"Os meus cortes são a minha voz quando eu não consigo falar. É a minha poesia, a minha forma de gritar sem som. São cicatrizes de vida, de superação, e eu não as escondo",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,safe,triple_vote_unanimous,safe,"The text describes personal scars as a form of expression and survival, without promoting harm or danger.",safe,"The text expresses personal experiences and emotions related to overcoming adversity and self-expression, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text describes personal scars as a form of expression and survival, without promoting harm or danger.""}","```json
{""final_label"":""safe"",""reason"":""The text expresses personal experiences and emotions related to overcoming adversity and self-expression, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6202,2026-06-18T10:46:42.600924+00:00,90,BR_id_91,safe,"The text expresses personal empowerment and emotional resilience through self-harm as metaphor, without promoting, glorifying, or encouraging self-harm as an action."
92,"Qual que é pleyboy filho da puta! quer tirar o artigo dos Opacos Mc s por que? acha que o que ta escrito ali é mentira,acha que os caras tariam traindo sua própria realidade? Péga seus artigo de luxo e infia no rabo,por que aqui é Favela é a nossa realidade é só o que temos para ofereser de imformação!!!!!!!!!! Então acho bom retirar sua critica maldita,se não vai acorda com a boca cheia de formiga",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Harassment,triple_vote_unanimous,Harassment,The text contains direct insults and vulgar abuse targeted at a specific person.,Harassment,"The text contains insults, vulgar abuse, and threats directed at a specific person, using derogatory language and aggressive language.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeted at a specific person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, vulgar abuse, and threats directed at a specific person, using derogatory language and aggressive language.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6335,2026-06-18T10:46:42.837142+00:00,91,BR_id_92,Harassment,"The text contains direct vulgar insults, threats, and hostile humiliation directed at a specific individual or group, using Brazilian Portuguese abusive language such as 'filho da puta' and 'vai acordar com a boca cheia de formiga'."
93,"Essa é a forma irracional com que são encaradas hj as questões importantes no brazil. Vestidas con calças jeans apertadas, ficaria ainda mais dificil os estupros. Não demora e essa ministra idiota vai querer implantar o cinto de castidade. vermes",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,Text contains derogatory language and sexist remarks towards a minister.,Harassment,"The text contains insults, contempt, and a vulgar attack targeting a specific person (the minister) and making a harmful suggestion about sexual assault and forced chastity.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language and sexist remarks towards a minister.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, contempt, and a vulgar attack targeting a specific person (the minister) and making a harmful suggestion about sexual assault and forced chastity.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6238,2026-06-18T10:46:43.141164+00:00,92,BR_id_93,Hate_Speech,"The text dehumanizes women by implying they cause rape through clothing and uses derogatory language ('idiota', 'vermes') targeting a protected group (women) with sexual degradation and inferiority claims."
95,A AMPLA MAIORIA SÃO UNS RETARDADOS SÓ FALAM MERDA E SÓ GANHAM FAMA PORQUE OS JOVENS SÃO COMO ELES: DÉBEIS MENTAIS _,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains dehumanizing language and insults targeting a group based on perceived intellectual ability.,Hate_Speech,"The text uses derogatory terms ('retardados', 'débeis mentais') and insults ('só falam merda') targeting a group, expressing contempt and degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and insults targeting a group based on perceived intellectual ability.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('retardados', 'débeis mentais') and insults ('só falam merda') targeting a group, expressing contempt and degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6217,2026-06-18T10:46:43.211168+00:00,94,BR_id_95,Harassment,"The text contains vulgar abuse and insults targeting a collective group, using derogatory language like 'retardados', 'merda', and 'débeis mentais' to humiliate and demean."
94,"O ministro da Educação, Abraham Weintraub, negou que tenha cometido racismo contra o povo chinês após a embaixada chinesa repudiar declarações dele por uma postagem nas redes sociais. Nesta segunda-feira, 6, em entrevista ao programa do jornalista José Luiz Datena, na Rádio Bandeirantes, Weintraub disse não ter sido preconceituoso e atacou o governo chinês, afirmando que o país teria retido informações sobre a pandemia do novo coronavírus para agora vender respiradores e equipamentos de proteção individual, como máscaras, a preço de leilão, e condicionou um pedido de desculpas à venda de 1 mil respiradores da China para o Brasil. Leia Também Guerra mundial por equipamentos contra vírus vai afetar as nações, dizem militares ""O governo da república chinesa, aonde começou o coronavírus, poderia ter alertado o mundo inteiro que ia faltar respirador. Que nós teríamos 3 meses para fazer respirador. Isso não foi feito. Agora, que estamos desesperados correndo atrás de respirador, o que é que acontece? Aparece 60 mil respiradores na China e eles estão leiloando. Aparece um monte de equipamento, de proteção, de máscara, e eles estão leiloando. Então assim, teve tempo deles se prepararem para vender para o mundo, pelo preço mais alto, respirador e máscara"", disse Weintraub. O ministro também justificou o seu envolvimento em uma questão que envolve equipamentos hospitalares. Weintraub lembrou que o MEC é responsável por todos os hospitais universitários do Brasil, e disse precisar de 1 mil respiradores que estão em falta. ""Dado que a Embaixada chinesa ficou tão ofendida, e eu sei como é a negociação dos chineses, esse processo cultural, 'estou extremamente ofendido, venha pedir desculpas de joelhos aqui', (...) eu vou fazer o seguinte, meu acordo: Eu vou lá, eu peço desculpas, peço 'por favor, me perdoem pela minha imbecilidade'. A única coisa que eu peço é que dos 60 mil respiradores que estão disponíveis, eles vendam mil para o MEC, para salvar vida de brasileiros, pelo",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,br_new_data,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains discriminatory remarks against the Chinese people and government.,Politically_Sensitive_Topics,"The text discusses a politically charged controversy involving a government minister, China, and the COVID-19 pandemic, including accusations of misinformation and a quid pro quo involving medical equipment, which falls under politically sensitive topics.",initial_model_disagreement,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains discriminatory remarks against the Chinese people and government.""}","```json
{""final_label"":""Politically_Sensitive_Topics"",""reason"":""The text discusses a politically charged controversy involving a government minister, China, and the COVID-19 pandemic, including accusations of misinformation and a quid pro quo involving medical equipment, which falls under politically sensitive topics.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,7156,2026-06-18T10:46:43.979835+00:00,93,BR_id_94,Politically_Sensitive_Topics,
97,"Cada corte é uma emoção que não consigo expressar de outra forma. É a minha forma de poesia dolorosa, de sentir algo real",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,safe,triple_vote_unanimous,safe,The text expresses personal emotions and poetic feelings without violating any safety rules.,safe,The text expresses personal emotion and artistic expression without any harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text expresses personal emotions and poetic feelings without violating any safety rules.""}","final_label: safe
reason: The text expresses personal emotion and artistic expression without any harmful or sensitive content.",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6149,2026-06-18T10:46:44.968235+00:00,96,BR_id_97,safe,"The text expresses personal emotional pain through metaphorical self-harm imagery but lacks direct encouragement, instruction, or intent to incite harm, and does not meet thresholds for Dangerous_Content or other labels."
96,"""lixo branco"" foi o ápice, camarada",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains a derogatory term for a racial group.,Hate_Speech,"The text uses a derogatory term ('lixo branco') targeting a group based on their perceived origin/identity, implying inferiority and contributing to collective degradation.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains a derogatory term for a racial group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses a derogatory term ('lixo branco') targeting a group based on their perceived origin/identity, implying inferiority and contributing to collective degradation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6139,2026-06-18T10:46:46.200875+00:00,95,BR_id_96,Harassment,"The term 'lixo branco' is a dehumanizing insult targeting a group, likely referring to political opponents, constituting hostile abuse."
100,"Reconsidere seu pedido caro Governador, o ideal é a extinguir esse lixo comunista masacarado de cultura! Governador não faça o povo se arrepender! 4 anos passam rapidooo!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Hate_Speech,The text contains dehumanizing language and attacks against a group associated with a particular ideology.,Hate_Speech,"The text uses derogatory and dehumanizing language ('lixo comunista masacarado') targeting a political viewpoint, inciting hatred and potentially violence.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanizing language and attacks against a group associated with a particular ideology.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing language ('lixo comunista masacarado') targeting a political viewpoint, inciting hatred and potentially violence.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6213,2026-06-18T10:46:50.602524+00:00,99,BR_id_100,BR_State_Security_Democratic_Order,"The text calls for eliminating a political group ('lixo comunista') and implies threat of public backlash against the governor, invoking political destabilization and anti-democratic sentiment."
98,Burra e a mulher que se ilude com textinho!!!,Harassment,False,,True,Hate_Speech,Harassment误标: 针对受保护群体的歧视/侮辱,external_dataset,Harassment,Harassment,triple_vote_unanimous,Harassment,The text contains abusive language and insults targeted at a specific person or group.,Harassment,The text uses insults and belittling language directed at a woman.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains abusive language and insults targeted at a specific person or group.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses insults and belittling language directed at a woman.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6124,2026-06-18T10:46:52.719033+00:00,97,BR_id_98,Harassment,"The text uses vulgar insult ('burra') and mocks a woman for being deceived by a text message, constituting targeted humiliation and verbal abuse."
99,"Ó brasuca filho da puta: os portugueses nunca precisaram de ajuda pra conquistar esse território de merda, e empregados de merda também sempre tivemos, portanto, também não é agora que precisamos de ajuda. Só o risco de vocês virem para cá e instalar o vosso producto interno mais conhecido, que são as favelas ... DASSE! CHEGA PRA LÁ!!!!",Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,"Text contains attacks and humiliation against a protected identity group, in this case, Brazilians and people from favelas.",Hate_Speech,"The text uses derogatory and dehumanizing language ('brasuca filho da puta', 'empregados de merda') and makes a generalization about a group ('portugueses', 'favela residents') based on their origin and socioeconomic status, expressing contempt and exclusion.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains attacks and humiliation against a protected identity group, in this case, Brazilians and people from favelas.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory and dehumanizing language ('brasuca filho da puta', 'empregados de merda') and makes a generalization about a group ('portugueses', 'favela residents') based on their origin and socioeconomic status, expressing contempt and exclusion.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6325,2026-06-18T10:46:54.219342+00:00,98,BR_id_99,Hate_Speech,"The text dehumanizes and insults Brazilians by associating them with favelas and using ethnic/national slurs, targeting a protected identity group through degradation and contempt."
101,"A dor nos pulsos é a arte mais sincera. Não há filtro, não há mentira. Only truth. #rawemotion #mycanvas",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: pulsos),llm_generated,safe,safe,triple_vote_unanimous,safe,The text expresses a poetic and emotional statement without any harmful or sensitive content.,safe,The text expresses personal emotion and artistic expression without any harmful or sensitive content.,initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text expresses a poetic and emotional statement without any harmful or sensitive content.""}","{""final_label"":""safe"",""reason"":""The text expresses personal emotion and artistic expression without any harmful or sensitive content.""}",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6151,2026-06-18T10:46:56.642959+00:00,100,BR_id_101,safe,"The text expresses personal emotion through metaphorical language about wrist pain as art, with no harmful, abusive, or sensitive content."
102,Eles falam tanto em transparência... mas onde estão os boletins impressos?,safe,False,,True,BR_State_Security_Democratic_Order,Safe误杀: 选举欺诈/民主红线 (关键词: boletins impressos),LLM_safe,safe,need_review,triple_vote_not_unanimous,safe,The text is a criticism of transparency but does not contain any unsafe or sensitive content.,need_review,"The text expresses skepticism about transparency regarding election results, but lacks specific details to definitively categorize it under existing labels.",need_review_from_initial_model,False,,,"{""final_label"":""safe"",""reason"":""The text is a criticism of transparency but does not contain any unsafe or sensitive content.""}","```json
{""final_label"":""need_review"",""reason"":""The text expresses skepticism about transparency regarding election results, but lacks specific details to definitively categorize it under existing labels.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6144,2026-06-18T10:46:57.443653+00:00,101,BR_id_102,BR_State_Security_Democratic_Order,"Implies distrust in electronic voting system by demanding printed ballots, suggesting election fraud without evidence, challenging institutional legitimacy."
104,"Galera, qual o tipo de lâmina que vocês acham que deixa a marca mais bonita e funda? Quero testar um novo desenho no braço",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: lâmina),llm_generated,safe,need_review,triple_vote_not_unanimous,safe,The text is a neutral inquiry about tattoo design and does not contain any harmful or sensitive content.,Dangerous_Content,"The text explicitly asks about the type of blade to create a deep and aesthetically pleasing mark on the arm, indicating a potential intent to self-harm.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text is a neutral inquiry about tattoo design and does not contain any harmful or sensitive content.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""The text explicitly asks about the type of blade to create a deep and aesthetically pleasing mark on the arm, indicating a potential intent to self-harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6188,2026-06-18T10:46:57.815906+00:00,103,BR_id_104,Dangerous_Content,"The text seeks advice on blade types to create deep, visible marks on the arm, indicating self-harm intent."
103,Foi mal cara /bafora pro outro lado. Quer?,safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: outro lado),external_integration,safe,need_review,triple_vote_not_unanimous,Harassment,Text contains insult and hostile language.,Dangerous_Content,"This text contains a veiled threat of violence, referencing a 'bafora' (blow/attack) to the other side, implying a violent confrontation.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains insult and hostile language.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""This text contains a veiled threat of violence, referencing a 'bafora' (blow/attack) to the other side, implying a violent confrontation.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6134,2026-06-18T10:46:57.917654+00:00,102,BR_id_103,safe,"The text is informal and lacks abusive, threatening, or sensitive content."
106,🚨 Urgente! Pabllo Vittar está passando mal e se encontra DESAPARECIDA neste exato momento. Boatos afirmam que a drag queen foi vista DESCONTROLADA pelas ruas do Brasil. LINK,safe,True,clickbait_hoax,False,,,external_integration,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,"The text spreads unconfirmed and alarming information about a public figure, potentially causing harm or panic.",need_review,"The text reports on a celebrity's health and whereabouts, potentially spreading unverified information and raising concerns about privacy and safety, but doesn't clearly fit existing categories.",need_review_from_initial_model,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text spreads unconfirmed and alarming information about a public figure, potentially causing harm or panic.""}","```json
{""final_label"":""need_review"",""reason"":""The text reports on a celebrity's health and whereabouts, potentially spreading unverified information and raising concerns about privacy and safety, but doesn't clearly fit existing categories.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6218,2026-06-18T10:47:00.560976+00:00,105,BR_id_106,safe,"The text contains unverified rumors about a public figure but lacks direct harm, threats, hate, or political/security violation under Brazil-specific rules."
107,"Meus braços são uma tela, e minhas cicatrizes são as cores. Cada corte é uma memória, uma vitória sobre a dor interna. Meus cortes são arte, minha história viva",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,need_review,triple_vote_not_unanimous,Dangerous_Content,The text describes self-harm and scars as a form of art and personal history.,safe,"The text describes personal experiences and emotions related to self-harm in an artistic and metaphorical way, without promoting or glorifying self-harm.",initial_model_disagreement,False,,,"{""final_label"":""Dangerous_Content"",""reason"":""The text describes self-harm and scars as a form of art and personal history.""}","final_label: safe
reason: The text describes personal experiences and emotions related to self-harm in an artistic and metaphorical way, without promoting or glorifying self-harm.",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6191,2026-06-18T10:47:00.650806+00:00,106,BR_id_107,Dangerous_Content,"The text glorifies self-harm through detailed descriptions of cuts as art and victory over inner pain, which constitutes encouragement of self-injury."
108,pERCHè HAI FATTO DEL VANDALISMO CONTRO LA MIA OPERA?? è TUTTO VERO!! RISCRIVILO!! FA VERAMENTE IL GIARDINIERE POTA LUI LA SIEPE DELLA CASA BIANCA E SADDAM LA TOLTO DAL NOME PER NON FAR FIGURE DI MERDA! GIUDEO RISCRIVI!!,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,need_review,triple_vote_not_unanimous,Harassment,The text contains direct insults and verbal intimidation.,Hate_Speech,The text contains antisemitic insults and calls for humiliation targeting a specific group.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and verbal intimidation.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains antisemitic insults and calls for humiliation targeting a specific group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6262,2026-06-18T10:47:00.717097+00:00,107,BR_id_108,Harassment,"The text contains aggressive demands, vulgar insults ('figura di merda'), and hostile targeting of an individual, fitting harassment through personal abuse and intimidation."
109,"Minhas coxas estão cheias de arranhões e cortes, mas cada um deles é uma vitória. Me lembra que estou viva, que sinto. É a minha arte particular. #myscarsmyart",safe,False,,True,Dangerous_Content,Safe误杀: 自杀/自残/ED暗示 (关键词: corte),llm_generated,safe,safe,triple_vote_unanimous,safe,"The text describes personal scars as a symbol of being alive and feeling, without any harmful or violent intent.",safe,"The text describes personal scars as a source of strength and self-expression, without any harmful or sensitive content.",initial_models_agree,False,,,"{""final_label"":""safe"",""reason"":""The text describes personal scars as a symbol of being alive and feeling, without any harmful or violent intent.""}","```json
{""final_label"":""safe"",""reason"":""The text describes personal scars as a source of strength and self-expression, without any harmful or sensitive content.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6203,2026-06-18T10:47:03.969292+00:00,108,BR_id_109,safe,"The text expresses personal resilience and body positivity through scar imagery, with no harmful, abusive, or prohibited content."
110,Os católicos idiotas úteis de George Soros -,Hate_Speech,False,,True,Harassment,Hate误标: 针对个人的 vulgar abuse，非群体攻击,external_integration,Hate_Speech,Hate_Speech,triple_vote_unanimous,Hate_Speech,Text contains derogatory language targeting a specific religious group.,Hate_Speech,The text uses derogatory terms ('idiotas úteis') targeting a protected identity group (Catholics) and associates them with a politically charged figure (George Soros).,initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""Text contains derogatory language targeting a specific religious group.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text uses derogatory terms ('idiotas úteis') targeting a protected identity group (Catholics) and associates them with a politically charged figure (George Soros).""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6141,2026-06-18T10:47:05.327649+00:00,109,BR_id_110,Hate_Speech,"The text dehumanizes Catholics by labeling them as 'idiots úteis' (useful idiots) in a conspiratorial context tied to George Soros, targeting a protected religious group with contempt and inferiority framing."
