text,hate_speech,false_info,violence,harassment,obscenity,illegal,national_security
@DimaSadek @mohamad88659219 حبي نحنا معك ومستعدين نحرق العدو كرمالك,0,0,1,0,0,0,0
احملوا سلاح الثورة ضد الطغيان سواء ضد الجبوري السني او غيره,0,0,1,0,0,0,0
قبل ما تترحم وسام الحسن كان مشارك بقتل الحريري والحريري كان عارف ومن اغتاله للحسن حتى يأخذ ثئاره لوالده… ,0,1,0,0,0,0,0
 : يا نيزك يا غالي <>اتمنى الحلقة الجاية تكون عن #المحامي_الكلب اللاحم هذا وتشرشحه قدام الله وخلقه وتخليه عبرة لم…,0,0,1,1,0,0,0
"العين بالعين! أليس ذلك حكم إلاهي؟ ألم يأمر الخالق خلقه ""فمن اعتدى عليكم فاعتدوا عليه بمثل ما اعتدى عليكم""؟. إذاً، القوا القبض عليهم،  عاملوا أسراهم بالمثل، و حطوا الفيديوات للعالم.",0,0,1,0,0,0,0
هذا دليل على ان الشعب السوري لم ولن يكون مطيه للامريكان ولا لغيرهم مع الاسف على شعبي العراقي اصبح مطيه لأيران ومن قبلهم أمريكا الا المجاهدون ورجال الدوله الاسلاميه.,0,0,1,0,0,0,0
التنظيم يظبط فيكم يا جيش هلاهيل وتيجوا بعدها تستعرضوا وتدبحوا فى المسالمين ومن فى السجون، فعلا جيش معرض(ص) !,1,0,1,0,0,0,0
وكذا وهم دولة كردستان في المشرق الاسلامي!وكل الدمار!!لما افراد تلك القوميات تمسكوا بكل تلك الاوهام!وجعلوا من رمز الوثنية بالأعلام!الله قيوم هناك ليزال!! كم من الدماء يلزمهم لانهاء وقتل تلك الاوهام!!,0,0,1,0,0,0,0
@DimaSadek اخ اذا الصدفة بتجمعني فيكي لناولك بزقة بنص خلقتك,0,0,1,1,0,0,0
الداعش بكل هماجياتها تشن هجوماً محتشماً على إسرائيل بدون ضحايا بشرية، وهذا من أجل إعطاء ذريعة لها بإحتلال سيناء في ظل إضمحلال الجيش المصري المنفوخ القاهر لشعب مصر,0,1,0,0,0,0,0
كول هوا ماخدا ارهابي غيركن	,1,0,1,0,0,0,0
يعني ان المالكي على علم بجرائم القتل ؟؟؟والخطف التي كانت تحصل للعراقيين ولكنة كان يتبع التقية التي يامرة بها مذهبة  فبائع السبح الذي نصبة بوش يعلم كل ش عن الجرائم لانة هو من كان يمولها وحصلت بعهدة,0,1,0,0,0,0,0
مبروك على الاخوة السنة هذه الفتوى. فضعوا سلاحكم جنبا و لا ترمون الحجارة على الاسرائيلي لانه يطعمكم و يتصدق عليكم. ليس من باب الطائفية لكن ان سمعت هذا الكلام من شيعي لاصبحت سنيا و العكس صحيح,0,1,0,0,0,0,1
اي قصف رقبتك انشالله ياحمار قول امين هيدا تاج راسك انت ومعلمينك يا بجم	,0,0,1,1,0,0,0
أمر لم يعد بيد كيري وبلاده ولا الحكام الأعراب إنما هو بيد الشارع العربي المسلم الموحد وأبطاله وأمهات اللوات يدفعن فلذات أكبادهن الى الجهاد في سبيل اعلاء كلمة الله رضي الله عنهم أجمعين,0,0,1,0,0,0,0
جبران باسيل والحق يقال ويلّي بدو يزعل يتفضل ويجبلي البديل برجع والقول لبنان القوي بوجود السيد,0,0,1,0,0,0,0
نقول كما قال القائل: ليس في الموت شماته ، الحمد لله أماتَه! وعقبال عن وئيس الحزبلاتي حسن نصوالله!,1,0,1,0,0,0,0
@DimaSadek حيقبرك مش مطولة ... انبسطي بفجرك,0,0,1,1,0,0,0
دولة الخوارج لا تقل خطرا على إسرائيل ، ولذلك يجب على دولنا الإسلامية فتح باب التطوع لشعوبنا لجهاد هذه الفئة الدموية المجرمة قبل أن تنسف ديننا الحنيف,1,0,1,0,0,0,0
الله عليك يا خالد والله ضحكتني ، بس معاك حق لئن أشخاص بتوع كرامة زي حضرة سيسي بيك عندهم حجاب كهرومغناطيسي بتعكس أي دعاء مناهض وبتصيب صاحبها بدماغو.,0,1,0,0,0,0,0
بوتين سيتزوج بالسيسي على طريقة آل لوط..والأيام بيننا...,0,0,0,1,1,1,0
وليظعفوكم وليستنزفوكم  ويسلموكم للاسد الصهيونى جثة هامدة بدل تجاهدون ضده,0,0,1,0,0,0,0
هذه هي الفصائل المسلحه الشيعيه تتعاون مع الكفار لجبنهم ويعرفون انفسهم اشباه رجال ولا يستطيعون محاربه الدوله الأسلاميه ونصف قواة الشر العالميه معهم والان يستجدون من روسيا ربما تتحمل مسؤوليه حمايتهم.,1,0,1,0,0,0,0
الى انا =لتعلمو انه ليس بيننا وبينكم الا السيف .... توبو قبل المقدرة عليكم,0,0,1,0,0,0,0
خبر عاجل من اهم الاخبار على الساحه إسرائيل ترسل 16 طائره كوبرا للجيش الأردني لمحاربته داعش ،،، وين قناه الجزير؟؟ هيك هديه مقدمه لأعلام الدوله الاسلاميه المباركة باقيه وتنتصر وتمدد,0,0,1,0,0,0,0
كلب إيران يعوي من جديد الحمد لله كشف الوجه الحقيقي لهذا المنافق وستكون نهايته قريبة هو والجرو بشار وسندوس على رقابكم النجسه يا ابناء المتعه قريبا جحيم الروافض في القلمون انتظروا..........,1,0,1,0,0,0,0
ههههههه بواسل دولتك الآن عبارة عن جثث متفحمة,0,0,1,0,0,0,1
روسيا لازم تدعم سورية بكافة السلح وبجميع انواعه حتى تبيد جميعة الارهابين وماتخلي واحد عربي شيشاني ي او امريكي حتى تعفسه بالبوط العسكري السوري الله ينصر الجيش السوري,1,0,1,0,0,0,0
السينما في السعودية ممنوعة و محرمة فكيف يسمحوا لانفسهم بانتقاد هذا العمل الفني او ذاك دون حتى مشاهدته!.,0,1,0,0,0,0,0
يجب اعدام هذا الجاسوس امن اصدقائنا في اسرائيل هو من أمننا ولا عزاء للاعراب.,1,0,1,0,0,0,1
عيدك مبارك اخي كوردي امريكي واتفق معك بان سوريا كانت دولة اما احلام اردوغان فكانت في قيام دولة داعشية,0,1,0,0,0,0,0
أليس في الجيش المصري من رجل رشيد، يطيح برأس هذا الغبي العنيد ؟؟ فيريح العباد وينجي البلاد من شر أكيد.,0,0,1,0,0,0,0
وانا يا عراقي  مستعد للشرب من دماء وأكل اكباد اهل النفاق  والظلم,1,0,1,0,0,0,0
منذ 42 عاما لم سطلق النار علي العدو سوي سليمان خاطر فسجنته المحاكم العسكريه ثم قتل ........لو قتل سليمان خاطر مصريين بدلا من اليهود لما حوكم ولربما كان لواء الان او مشير,1,0,1,0,0,0,0
"غني لقناة الجزيرة وقطر والسعودية وداعش والجيش الحر وجبهة النصرة 
غني وما يهمك",0,0,1,0,0,0,0
اللهم زد وبارك امين واهزم الاسد الصهيونى والصهيوماجوس,1,0,1,0,0,0,0
بسم الله الرحمن الرحيم... لابد من معاقبة روسيا بنقل المعركة الى الداخل الروسي فاين الاستشهاديون لذلك على الدولة ان تزرع خلايا نايمة داخل بلدان الاعداء المشتركين فى الحرب على بلاد المسلمين,0,0,1,0,0,0,0
سيتم فضحكم وقضح ميسي الصهيوني والّذي يدعم دولة اليهود بملايين الدنانير وأنتم تمدحونه وتشهرونه.,1,1,0,1,0,0,0
" قلتلك 100مرة المطبخ احسن لك...الولد الشقي بجيب مسبات للعبة
#السيد_نصر_الله_ثقتنا",0,0,1,0,0,0,0
احييك علي رؤيتك الصائبه تميم وعائلته ارهابيين ويدعموا الارهاب بكل قوه 	,0,1,0,1,0,0,0
ماذا سيكون موقفك اذا دفعت لك داعش أكثر! أنت فعلا دليمي,0,0,1,1,0,0,0
ارجعوا الی جزیره العرب قبل ان نقدر علیکم ...,0,0,1,0,0,0,0
وتحيا مصر مع الشحاتة والصرف الصحي والفقر وبكرا حاتشوفوا مصر وتحيا مصر السيسي والإرهاب في كل مكان وغدا الكل سيحترق كما تدين تدان,0,0,1,0,0,0,0
حتمية إبادة الطائفة النصيرية عن بكرة أبيها في سورية أصبحت ماثلة للعيان بسبب مغامرات إيران و حماقات بشار ابن أنيسة.,1,0,1,0,0,0,0
الوهابيه المشركين هم من فجرها. لايفعلها الا هم داعش الاولى.فضحهم الله عملاء اسرائيل وبريطانيا.هذه القذاره العقديه السرطانيه يجب اجتثاثها من اصولها.,1,0,1,0,0,0,0
"إلي الشرذمة المالكي وأعوانه .تادب مع اسيادك السعودية و دول
الخليج نحن كلنا دولة واحد وجيش واحد .نقسم بالله العظيم لتشوف
شي مشفتة انته وإيران .",0,0,1,0,0,0,0
فلندعوا الله ان يعجل بقدوم الدولة الاسلامية ولنر ان يجرؤ احد الاوباش او احدى العاهرات ان يطأ ارض بلاد المسلمين,0,0,1,0,0,0,1
"ما شفنا حسن نصر اللات يقول لايران لماذا العدوان ؟
والا فقط السعودية حرام عليها ان تمنع مجوس واذنابهم وحلال علی ايران . فعلا ان الجيش الحر رمز مشرف والمجوس واذنابهم يستحقون الاباده",1,0,1,0,0,0,0
"الله ينعلك ويذلك يا بلا اخلاق 
القتل حلال لواحدة زيي دي",1,0,1,0,0,0,0
يخسي ابكي عليه ذبح اهلي نار جهنم تحرقه واحسن ما تدخل الكويت مانبي اي احد بكا على صدام يلا برا خرا عليكم,0,0,1,0,0,0,0
وهولوكوست سعودي إماراتي على نساء و أطفال اليمن,0,1,0,0,0,0,1
"أصلا من أقحمك في السياسة؟ و أنت آت من مؤسسة قتل, كما قلت أنت....ثم أنت البادىء باللعب يالنار, فالأغبياء جروا وراء اللهيب ظنا منهم أنه ذهب....وستحرقون به جميعا أيها العميل....",0,0,1,1,0,0,0
اللهم عجل بهلاك الفاسدين القاتلين الخائنين يا رب,0,0,1,0,0,0,0
@DimaSadek انزلي واقطعي الطريق انت وعيلتك  ليش  التحريض بعدين بلا مكياج طالعه بتشبهي وليد جنبلاط,0,0,1,0,0,0,0
وتمت الصفقة وأدلى منصور بمعلومات عن الجولاني و النصرة وسلم لي على المهنية و شرف المهنة  ... لن ينشر التعليق !,0,0,1,0,0,0,1
@USER @USER بلاد التوحيد بلادنا والدفاع عنها اولويتنا اللهم انصر جيشنا الجزائري وجيشنا السعودي فهما في رباط أن شاء الله... قل موتوا بغيظكم يا خوان يا مفلسين ... كلما طلع لهم قرن قطع.,0,0,1,0,0,0,0
التنظيمات المدعوة جهادية بفرنسا تحت اشراف مخابرات الصهيونيين للخومينى صنع بفرنسا والقاعدة بالسى اى اى,0,1,0,0,0,0,0
دا إنتا طلعت عيل سيس يا سيسي .... كلم داعش يبعتولك المخرج بتاعهم يزبطلك أفلامك شوية ....   هههههههههههه,0,0,1,0,0,0,0
سيدي الكعبة والقدس محتاجة شهادة ديوث مايغار خواته واهله يقدمهم للفرنسيين عشان ينيكونهم بمقابل مادي قليل الكعبة المشرفة رجالها يحمونها تدخل الحد يقصونك طيزك,1,0,1,0,1,0,0
... ههههه... الى ولد الخضراء... ارفق بنفسك... أنت تتصبب حقدا... و لكن داعش قادمة... نقطة...,0,0,1,1,0,0,0
ان شاء الله مجيب الدعوات  نراك عن قريب أشلاءا متناثرة في شارع من شوارع القاهرة.,0,0,1,0,0,0,0
وقاتلين الناس بالمحلي الوسخان 💩💩<LF>يا كيزان وتضربو المستورد <LF>تسقط بس يا عواليق يا شفاته يا اعداء الاسلام <LF>كلمو محمد مصطفى URL,1,0,1,0,0,0,0
من يطفيء حرائق الشرق؟ قطع ايادي امريكا في المنطقة المتمثلة بملك ال سعود والكيان الصهيوني,0,0,1,0,0,0,1
أخ كويتي يبدو أن شبيحة الروافض والدواعش الالكتروني إيد وحدة وعددهم يتكاثر,1,0,1,0,0,0,0
ياسيسي سيكون مصيرك مصير القذافي مع علمك ان القذافي اشرف منك,0,0,1,1,0,0,0
@DimaSadek ملكة العهر ، وين ما شوفك سالخك كف بنص خلقتك,0,0,1,1,0,0,0
@DimaSadek ولك يا بنت ستين كلب روحي اندحشي مع الدواعش اللي متلك بلكي بيتسكر تمك بشي ...............,1,0,1,1,0,0,1
ودي اكل لحم وانا مدري يطلع خنزير ومقلب عشان نضحك ونكون جربنا بنفس الوقت,0,0,0,0,0,1,0
تمسك الإخوان بالسلمية مع نظام ديكتاتورى دموى يعنى اهدار أرواح خيرة شباب مصر. ولو رفع واحد فى المائة ممن قتلوا غدرا السلاح، لفر جند السيسى فور سماعهم الخبر.,0,0,1,0,0,0,1
اري رؤسا قد اينغت وحان قطافها ..........رؤسا اشباه الرجال التي تنحني امام الغرب ليتها انحنت لشضعوبها,0,0,1,0,0,0,0
قال المقاومة اليمنية هييه,0,0,1,0,0,0,1
شاء إخوتنا امازيغ جربة الإباضية سيقطعون رأسك كافر,1,0,1,1,0,0,0
"مرحبا بكم :-
الوحيد الذي تعليقه مثل اللالىء والدرر و الجواهر هو المدعو وحيد
اما الاخرين فهم غير متعلمين مثل القذارة داعش والجيفة ربطة العسرى 
بامية و تتقلب.",0,0,1,1,0,0,0
تسونامي عاصفة الحزم سيعيد ترتيب اوراق المنطقة من جديد،...عاصفة الحزم ستتجه شمالا لتضرب لبنان والعراق وسوريا..قبل أن تتوقف في ايران الصفيونية.,1,1,1,0,0,0,0
تونس حلوت نيك بدينار وبخمسه ميه فرنك تنيك وسعات بالكريدي ههههه تونسي اوبطلت اللبي دزيري اسمها انيف تونس هدي السياسه الدوله وصلت النساء تونس تسمع يخدو لقور ايجه القوري انيك ويروح هههه اقعد اجري,0,0,0,0,1,1,0
واضح انك تبيع كلام وداعش تبيع افكار وانت تجيد الاتهام  وداعش تقود الانام واخيراً انت  تتبنى احلام  وداعش الى الامام!,0,0,1,0,0,0,0
مصر مقبرة الخنازير .. الأمن يثأر ويفرم 19 خنزير وجاري البحث عن الباقي .. طوبي للشهداء الابرار شهداء الدير بالمنيا,1,0,1,0,0,0,0
@USER يا هيك الحب يا بلا ،أخونا إرهابي الحب,1,0,1,0,0,0,0
"بينما يتمرغ حكامنا العرب بين افخاذ النساء و الجواري تتحطم امة الاسلام 
و الله ان الدائرة سوف تدور و لا ارى حلا سوى التطرف 
لا لغة تسمع في هاذا العالم الا لغة السلاح 
الله يرحم المسلمين اجمعين",0,0,1,0,0,0,0
نائحة مستأجرة. المقاومة المسلحة السورية قادمة لكم ولا عليكم الا تقبيل الحذاء في هذه الأثناء.,0,0,1,0,0,0,0
@USER يا طخو يا أكسر مخو؟ فين أحلى الصور و انتا شعرك متوسط؟,0,0,1,1,0,0,0
ان شاءالله ابادة لكل من رضي بحوثيين عندة,0,0,1,0,0,0,0
بذرة ابو لؤلؤة المجوسي ( القتل في المسجد ) ..,1,0,1,0,0,0,0
امريكا تعلن انتهاء عاصفة الحزم اكبر غلط ان تتراجع السعودية عن سحق الشيعة,1,0,1,0,0,0,0
السید لن یخاف من أحد هو رجل حر و لا یخاف من الموت انما الشهادة له احلی من العسل,0,0,1,0,0,0,0
لا تشبه هذى الشيء بهتلر، كان هتلر رئيس قوي هو  والحزب النازي رفعوا ألمانيا من الحضيض، اما هذى .....,0,0,1,0,0,0,0
فواجب كل عربى ومسلم يقف بوجه ذلك النظام الصهيونى بسورية ومحاربته يارفيق وليس الا الجولانى  فلم يحل بتاريخ سوريا ابدا ما حل من ذلك الازعر واكيد عرقه صهيونى وملته  ونصبته وتحميه (اسرائيل)لا به ذرة شك,1,0,1,0,0,0,0
صلاة الفجر خير لك من ترديد بول البعير وسبي النساء واغتصاب طفلة نظافة ونشاط وحيوية #عقلانيون,1,0,1,0,1,0,0
على الشعب السوري القيام بعمليات إستشهادية مكثفة داخل المناطق النصيرية والمطارات التي يستولي عليها الاحتلال الروسي الشيوعي و الضاحية الشيعية لبيروت,1,0,1,0,0,0,0
قناه الجزیره کانت قناه الداعش. و ایضا قناة العربیة. اعلم ان الداعش تصل الی القطر و السعودیة قریبا,0,1,0,0,0,0,0
قال لدعم الشرعية باليمن كشرعيتكم انتم يااولاد المخزن بل قللتعمرو نجيوبكم باموال شعوب من غير سيادة,1,1,0,0,0,0,1
انتوا اجبن منكم ماكو .. قادمون يا بغداد فقط شعار .. صار الكم كم سنه تقاتلون ومثل النسوان بس تفجرون سيارات .. احنه وصلنه الكم شوف المعارك وين .. بيجي تكريت الرمادي ةالفلوجة زوو ال زوال داعش انشاء الله,1,0,1,0,0,0,0
ياشماتة ابلا طازا فيكم ياولاد ...المرة الجاية في رؤسكم ان شاء الله ياحثالة المجتمع المصري,1,0,1,0,0,0,0
يجب القاء البراميل المتفجره على صعده وجميع مناطق الحوثي والمخلوع فالبراميل المتفجره حلل رميها علماء الشيعه في سوريا فليس هناك مانع من استعمالها على الحوثيين.... بالطبع!!!,0,0,1,0,0,0,0
عسكر مصر يجب ان يعلقوا على اعواد المشانق بعد المجازر و الجرائم التي ارتكبوها بحق المصريين الابرياء. عسكر مصر بحلجة الى تصفية و غربلة و شطف و تنظيف لانه علق بهم الكثير من الصدأ و الاوساخ!,0,0,1,0,0,0,0
ومليشيات مسلحة  منحرفة,0,0,1,0,0,0,0
هذا الرجل يبيع الفتوي لبريمر وغيرت من من يدفعون. كل شيئ بثمن،هل من مشتري.,0,0,0,0,0,1,0
الدّفاع عن الوطن حق واجب على كا مسلم قادر و يعتبر جهاد مفع.  هذا جيش برئاسة الصليبيّين وتعدّى على أهل البلد العُزّل أكثر من مرّة. والله كنّا نتمنّى لو كان الهحوم ضد قاعدة غربيّة مثل فرنسا أو أمريكا.,0,0,1,0,0,0,0
"@DimaSadek حبة تزقك زراق 
تعملك فتاق 
يبعتلك البلاء 
بحق علي الكربلاء 
بصوت عبدالله عقيل",0,0,1,1,0,0,0
زرعو ا تنظيم الدولةبسيناء وزرعته (اسرائيل)هذههىالشعوب التىلا تتبنىالعدل والديموقراطية وتتبنى حكم العسكر واستعمارى,0,1,1,0,0,0,0
لا ولسه خراب الانقلاب الثقيل جاي.. أبشري يا مصر بالتجليات العظمى لعصر  الكفتة.. وطبعا دا ضمن المؤامرة الكونية للإخوان على مصر,0,1,0,0,0,0,0
أوصى بأن لا يغسّل ولا يكفّن ولا يصلّى عليه ولا يدفن في مقابر المسلمين .هذا شيوعي . من أشرس الناس على الاسلام.  الحمد لله الذي منى علينا بالدولة الاسلامية قريبا التمدد الأكبر .,1,0,1,0,0,0,0
الصورة لاحرار الشام سبحان الله رغم أنها بالغلط قطعا لكن أصبتم بأنهم مرتزقة .,0,0,1,0,0,0,0
العرب يقاتلون مع الدولة الاسلامية !! صباح الخير !!!,0,0,1,0,0,0,0
قطاع الطرق رؤساء العصابات دولكم كبيوت العنكبوت لأنتم أسهل من نيجيريا على المجاهدين ولتعرفن عما قريب أنكم لا تعرفون أين تضعون أقدامكم وليتخطفنكم المجاهدون في أسرتكم وبين نساءكم .,0,0,1,1,0,0,0
@user لعنة الله عليكم يا خنازير سوف ندعسكم ونخرجكم من جحوركم يا اتباع الفرس المجوسيه,1,0,1,0,0,0,0
التحشيش يقلب الهزيمة نصر و الخسارة مكسب,0,0,0,0,0,1,0
يعني الرسالة لشباب مصر اللي عاوز يجاهد ولا يتعلم  عالسلاح افضلو يجاهد ويتعلم عالسلاح بمصر والاقربون اولى بالمعروف !!!,0,0,1,0,0,0,0
بالطبع وادخلوا لمناطق العلويين الصهيونيين والله ينصركم ويرحم شهدائكم امين,1,0,1,0,0,0,0
متي سيتم تسليمه الي مصر ليتم وضعه مع الاخوان المتأسلمين ثم اعدامه,0,0,1,0,0,0,0
هذا لوحقق معه جيدا لوجدوا انه هو وعصابته من قتل الحريري.,0,1,0,0,0,0,0
@DimaSadek فشر عرقبتك يا واطية,0,0,1,1,0,0,0
" بالجنوبي سدي نيعيك
بالبقاعي سودي بوزك
بالكلاس شات اب
بالمشرمحي حطي صرماية بنيعك واخرسي",0,0,1,1,1,0,0
سيطبقون خلع الكلاسين لأنهم لا أخلاق ولا عفة لدى هؤلاء العملاء الإرهابين,1,0,1,1,1,0,0
يبدو أن اوباما يتدكر أصله الإفريقي كلما يحتاج الأفارقة السود أن يحاربوا الإسلام والمسلمين في الصومال، و مالي و نيجريا.,1,1,0,0,0,0,0
أيها الصهاينة تعتدون على مقدساتنا يا كلاب..والله لنأكلكم احياء يا أعداء الله,1,0,1,0,0,0,0
كل ما يتعلق بالكراهيه المذهبيه و العرقيه سينهزم و روسيا سينهزم و التحالف الصليبي سينهزم اما اسرائيل طلعت عن بالك ..,1,0,1,0,0,0,0
إذا كنتم رجاله بصحيح طبقو ما حكمت محكمتكم !! من هذا الذي  يحول بيتاً للقضاء إلى بيتٍ للبغاء والفاسد ؟؟  واللذين يعملون في مثل  هذه البيوت ليسوا برجال انما قواد,0,1,0,1,0,0,0
@user @user @user @user كلي تبن احسن لك وماعندنا لكم وظايف الا مدق دق خشومكم وبول البعير ا… @url,0,0,1,1,0,0,0
اليوم الدوله الأسلاميه ثأرت لهم ب 224 روسي وان شاء الله المزيد في المرات القادمه.,0,0,1,0,0,0,1
ان اغتالوا الدكتور مرسي سنعلن الجهاد في ارجاء العالم وسنرى من فيكم رجل يا أصناف الرجال,0,0,1,0,0,0,0
الجزيرة اليوم وعاء للدجل ومشبعة بالكذابين,0,1,0,0,0,0,0
"نحن لا يمثلنا البيشمركة العلمانيين
مرحبا بالدولة الاسلامية والموت للكفر",1,0,1,0,0,1,1
لا عفو عن بشار. يجب القبض عليه فوراً حياً أو ميتاً. يريد أن يستدرج الشباب السوري للعودة للجيش الخائن بهذه اللعبة القذرة. قال عفو قال.,0,0,1,0,0,0,0
يسقط يسقط نضام المجرم الإنقلابي مهما طال الزمان بإذن لله، شعب الجزائري ينتظر فقط الفرصة الناجحة للإنقضاظ على هؤلاء العصابات من العسكر و المافيا التي تتحكم في مصير ثرواتنا و بلادنا،,0,0,1,0,0,0,0
500 كافر مجوسي عميل لأيران قتلو على أيدي المجاهدين،الى جهنم وبئس المصير ياعملاء الفرس،بعون الله تعالى يُبادون كل من يدعم الفرس المجوس.,1,0,1,0,0,0,0
البككة مازالوا رحماء مع جيش تركيا حليف الناتو واسرائيل واخشى اذا سمعوا بهذه  الاخبار قد يقومون بنفس الافعال مع الاتراك من ذبح وحرق واغتصاب وتفجير مساجد تقليدا لداعش,1,0,1,0,0,0,0
تستاهل الضرب هذي الحشره جهنم وبإس المصير,0,0,1,1,0,0,0
يبدو ان الحوثيين والجيش اليمني يعملون بالمثل القائل همم الرجال تزيل الجبال!! فالعتاد اﻻمريكي ﻻ يصنع مقاتلين حقيقين.,0,0,1,0,0,0,0
يلي مش عاجبو حديث الوزير جبران باسيل عل منتمنى يكون مشروع شهيد مستقبلي بحق إسرائيل,0,0,1,0,0,0,0
الله يرحمه الشهيد بأذن الله قدم على ما يقدر عليه أفضل من الجالسون ويتكلمون اكثر مما يفعلون نصره لدينه وانتقاما ممن يقتلون المسلمين.,0,0,1,0,0,0,0
افضل طريقه لاجبار ايران الأرهابيه بالتخلي عن النووي هو ضرب طهران وقم بالنووي لتكون عبره للدول المارقه.,0,0,1,0,0,0,0
و ما علاقة دولة الخلافة الإسلامية حفظها الله بكل هذا؟,0,0,1,0,0,0,1
ادعوا السنة الى القضاء على كافة الطوائف٠,1,0,1,0,0,0,1
يا رب يموت الانجليزي يا ربببب,1,0,1,0,0,0,0
نفسى ياخنزيرة تفكك من مصر شوية انت وشوية ال#اظن انتم عرفين انا قصدى اية .السيسى عمكم وحارق دمكم وحجات تانية كتير,1,0,1,1,0,0,0
نعم لا يمكن تخويف الصحفيين..و لكن الصحفيين الحقيقيين..و ليسوا مرتزقة و أبواق لأنظمة عائلية بالمطلق أو مروجين لسياسات معينة بل يجب معاملتهم معاملة الأعداء و حتى قتلهم او اسرهم.,0,0,1,0,0,0,0
كلكم دسيسين على الاسلام والمسلمين ياعلماء حكام اليهودوليس الا تنظيم الدولة والقاعدة ومن صنعكم يا علماء اليهود والامريكان و ايران الصهيونية عدوة الله والمسلمين وستقضى عليكم الثورة,1,0,1,0,0,0,1
لا والف لا لتدخلكم والموت الزؤام والأبادة الجماعية بآنتظاركم,0,0,1,0,0,0,0
 يا حيوان يا متخلف يا كلب يا عديم الشخصية يا عميل الغرب الغرب مسيحي صليبي ولا يوجد شيء بيننا وبينهم الا محاربة ديننا الغير محرف لانهم حرفوا دينهم ويرفضون ديننا وهم بالاساس مستعمرين لنا فكيف نتقرب لهم بالاعتماد على انفسنا ام بالسجود لهم يا حق,1,0,1,0,0,0,0
أكبر حيوان اللي يعتقد إن إيران دولة مسلمة وليست عميلة لأمريكا وإسرائيل.,1,1,0,0,0,0,0
غارات وعارات والهدف انتقام من المدنيينو وفرق بين من يساهدف عسكري غازي ومن يستهدف مدني الةى لعنة اللع على القوم الظالمين دما اليمنيون لن تذهب هدرا والقصاص قادم وبكل السبل وفي كل مكان,0,0,1,0,0,0,0
نصرالله يكسر الصمت	,0,0,1,0,0,0,1
يامرحبا بالخوارج اللذين خرجوا على دين نوري المالكي والعبادي وبشار الاسد والقذافي. مرحبا بالرجال اللذين لم تبقى تهمة من التهم الا ولفقها لهم اعداء الدين. مرحبا باللذين يرهبون عدو الله وعدو الدين,0,0,1,0,0,0,0
المهم لو تذكروا لنا  كوكتيل الارهابيين الذين يهاجمون درعا من كم جنسية هم ؟؟واين تقع غرفة عملياتهم ؟,0,0,1,0,0,0,0
فى الحقيقة هو تسبيق ليحللون دم الفلسطينيون بهذا التنظيم والذى صنعه الصهاينة قولا وفعل,0,1,0,0,0,0,0
داعشي من طراز الاول,0,0,1,0,0,0,1
"من الجزائر أقول بأن السيسي انسان  نذل جبان حقير , والله ما عرفت أرخس خلق مثله كيف لا يكون كذلك و هو الذي ينكر أصله أو على الأصح يخفي أصول أمه(مليكة التيتاني من يهود المغرب).",1,1,0,1,0,0,0
عمليات وهميه فقاعات اعلامية انتصار وهمي مثل تحرير مأرب تحرير المحرر,0,1,0,0,0,0,1
لا حاجة للبوذيين تغيير ملابسهم وارتداء بدلة الإعدام البرتقالية عندما ينزل فيهم حكم الله العادل وقصاصه على يد مسلمي الروهينغا، فهم جاهزون.,1,0,1,0,0,0,0
"المختصر المفيد في الرد على العبيد.... بارك اله فيك... كل ما تراه من تعليقات اسفله يندرج تحت مسمى : الصراخ على قدر الالم... و قد آلمتهم الدولة الاسلامية كثيرا,",0,0,1,0,0,0,0
ايها العاجوز نريد قصف على باريس والعواصم الخليجية,0,0,1,0,0,0,1
شهيد العصبة  الواقفة رحمه الله ، ناضل في الصفوف الأمامية وبالمؤخرة خاصة !,0,0,1,0,0,0,0
"بصراحه ياسينو البوقزان هذارهيب ومريح على الآخر.الصحه زينه ومنشرح ويجي منه ابداعات.بس ابغى اعرف ايش الصنف اللي معاك ينوبنا دفه؟ .جديد علينا هذا,اكيد اشقر لبنيني من حشوه مزايين.",0,0,0,0,0,1,0
الانتصارات الثوريه السوريه تتزايد يوميا و عملاء ايران الارهابيه الصهيونيه يتساقطون ... لابد من القصاص العادل ضد هؤلاء الإرهابيين سواء مرتزقه نصيريه و حوثه دحابشه احفاد الفرس باليمن,1,0,1,0,0,0,0
يقصدون المقاومة التي ستعيدك الى الجحر الذي خرجت منه انت واسيادك,0,0,1,0,0,0,0
"""المدمن على القمار، بعد أن فقد سرواله يضع ملابسه الداخلية على عجلة الروليت""!. المشكلة ان هناك من العرب من يراهن على سروال نتنياهو بعد ان خسر الرهان على امريكا في مواجهة ايران.",0,0,0,0,0,1,0
معقول أحمد ياسين عم يشتغل مستشار اعلامي لمعالي وزير الخارجية جبران باسيل,0,1,0,0,0,0,0
إغراق أنفاق وحدود غزة صباح اليوم بالماء من قبل الجيش المصري حتى لا تدخل المعونات الأساسية...شاركوها ليعلم الناس الحقيقة,0,1,0,0,0,0,0
"Good Bye 
ابن قحبة الامريكان انتم جبتوهم واهل فلوجة منو كلك احنا نقتلهم فقط الدواعش لاكن واضح علامكم الكاذب لاكن بئذن الله حشد الشعبي سيدعس عليكم كما داعس على ابناكم الدواعش والايام بيننا يا ابن قحبة والمسيار والعرفي والليل والنهاري",1,0,1,0,0,0,0
