clean_text,final_category,source,final_label,final_source,primary_label,primary_reason,secondary_label,secondary_reason,review_reason,arbitration_triggered,arbitration_reason,arbitrator_label,primary_raw_output,secondary_raw_output,arbitrator_raw_output,primary_error,secondary_error,arbitrator_error,primary_model,secondary_model,arbitrator_model,total_tokens_used,annotated_at,source_row_index,_ann_row_id,tertiary_label,tertiary_reason
"whindy teve a capacidade de dizer que coca cola é ruim, mano. só matando um ser desse 🤦🏾‍♀️",safe,external_integration,Harassment,initial_models_agree,Harassment,The text contains verbal abuse and intimidation.,Harassment,"The text uses insults and expresses contempt towards whindy, targeting a specific person.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains verbal abuse and intimidation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses insults and expresses contempt towards whindy, targeting a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6154,2026-06-17T03:25:33.977551+00:00,87,BR_row_00000087,,
laura mulher se vc nao me levar eu te caço,Harassment,external_integration,Harassment,initial_models_agree,Harassment,The text contains a direct insult and a threat.,Harassment,The text contains a threat of violence and intimidation directed at a specific person based on gender.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and a threat.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a threat of violence and intimidation directed at a specific person based on gender.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6122,2026-06-17T03:25:38.253127+00:00,89,BR_row_00000089,,
Se nem presidiário tem pena de estuprador (os caras são estuprados lá dentro mesmo) pq a esquerda quer que a gente tenha?,Dangerous_Content,external_integration,Hate_Speech,initial_models_agree,Hate_Speech,The text contains dehumanization and degradation of a group implied to be on the left of the political spectrum.,Hate_Speech,"The text expresses contempt and dehumanization towards a political group (the left) by implying they want perpetrators to be victims, indirectly referencing sexual violence and potentially inciting hatred.",initial_models_agree,False,,,"{""final_label"":""Hate_Speech"",""reason"":""The text contains dehumanization and degradation of a group implied to be on the left of the political spectrum.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text expresses contempt and dehumanization towards a political group (the left) by implying they want perpetrators to be victims, indirectly referencing sexual violence and potentially inciting hatred.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6196,2026-06-17T03:25:38.490243+00:00,84,BR_row_00000084,,
"tem da Uraraka e Deku que por mim fodase já os caras verem a porra de 1 ficar vermelho MESMO QUE SEJA DE DOR ELES CHEGAM E FALAM: ''NOSSA, TÁ VENDO COMO O BAKUGOU GOSTA DA PIROCA DO RUIVO VIOADO??????????''",Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,Text contains vulgar abuse and sexualized insults.,Harassment,"The text contains insults, vulgar abuse, and sexualized humiliation directed at characters and implied sexual acts, targeting a specific group with derogatory terms.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and sexualized insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, vulgar abuse, and sexualized humiliation directed at characters and implied sexual acts, targeting a specific group with derogatory terms.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6257,2026-06-17T03:25:40.750407+00:00,79,BR_row_00000079,,
E DALHE DALHE PORCO E DALHE DALHE PORCO CHUP MOLAMBOS FICARAM SO NO CHEIRO,Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,Text contains vulgar abuse and sexualized insults.,Harassment,The text contains vulgar insults and offensive language directed at a group of people.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and sexualized insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains vulgar insults and offensive language directed at a group of people.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6147,2026-06-17T03:25:40.770594+00:00,83,BR_row_00000083,,
"Filhos da pu-ta, moveram o artigo de pt-pt para pt-br! Brasileiros duma figa, A LÍNGUA NÃO É VOSSA PROPRIEDADE, se a página foi criada com essa grafia não se muda, morram! 85.247.124.216 (discussão)",Hate_Speech,external_integration,Harassment,triple_vote_majority,Harassment,The text contains direct insults and vulgar abuse targeted at a specific group of people.,Hate_Speech,"The text contains direct insults, threats, and attacks against Brazilians based on their language and origin, using highly offensive language and wishing death upon them.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse targeted at a specific group of people.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""The text contains direct insults, threats, and attacks against Brazilians based on their language and origin, using highly offensive language and wishing death upon them.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6268,2026-06-17T03:25:40.918162+00:00,86,BR_row_00000086,Harassment,Direct insults and hostile language targeting specific individuals or groups
DEIXO PODE ESTRAGAR ELA SE QUISER TBM,safe,external_integration,Harassment,initial_models_agree,Harassment,Text contains hostile language and intimidation.,Harassment,The text contains a threat and malicious intent towards a specific person.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains hostile language and intimidation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains a threat and malicious intent towards a specific person.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6122,2026-06-17T03:25:44.041038+00:00,93,BR_row_00000093,,
mostrei o meu tweet pra teresa e ela fez cara feia pra mim... bolsonaro mate a teresa agora!,Dangerous_Content,external_integration,Harassment,triple_vote_majority,Harassment,The text contains a death wish against a person.,Dangerous_Content,This text contains a credible killing threat directed at a specific individual.,initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a death wish against a person.""}","```json
{""final_label"":""Dangerous_Content"",""reason"":""This text contains a credible killing threat directed at a specific individual.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6145,2026-06-17T03:25:45.082228+00:00,94,BR_row_00000094,Harassment,Direct insult and violent threat against a named individual.
"não esquece que todo ato precede a tal da consequência é tiro nos arrombado, posturado e calmo fruto da minha vivência",Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,Text contains abusive language and insults.,Harassment,The text contains insults and vulgar abuse directed at a specific group of people.,initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains abusive language and insults.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults and vulgar abuse directed at a specific group of people.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6156,2026-06-17T03:25:47.885529+00:00,96,BR_row_00000096,,
"Lugar de bombas, sinalizadores, fumaça e bagunça, é dentro do estádio, quem ainda não percebeu isso?",Dangerous_Content,external_integration,safe,triple_vote_majority,safe,The text discusses a sports stadium setting without promoting or glorifying violence.,BR_State_Security_Democratic_Order,"The text refers to a location where bombs, flares, smoke, and chaos occur within a stadium, implying potential disruption and threats to public order during events.",initial_model_disagreement,False,,,"{""final_label"":""safe"",""reason"":""The text discusses a sports stadium setting without promoting or glorifying violence.""}","```json
{""final_label"":""BR_State_Security_Democratic_Order"",""reason"":""The text refers to a location where bombs, flares, smoke, and chaos occur within a stadium, implying potential disruption and threats to public order during events.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6182,2026-06-17T03:25:53.020839+00:00,92,BR_row_00000092,safe,No unsafe content detected.
"fumo dois balão pra ficar tega, ela fuma pra me dar buceta🎶🚩",Hate_Speech,external_integration,Sexually_Explicit_Information,initial_models_agree,Sexually_Explicit_Information,The text contains explicit sexual language and intent.,Sexually_Explicit_Information,The text explicitly references drug use and sexual acts in a sexually suggestive manner.,initial_models_agree,False,,,"{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text contains explicit sexual language and intent.""}","```json
{""final_label"":""Sexually_Explicit_Information"",""reason"":""The text explicitly references drug use and sexual acts in a sexually suggestive manner.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6145,2026-06-17T03:25:53.517556+00:00,97,BR_row_00000097,,
Este vendido do Kremlin devia apanhar umas Buchas pela frente eheh,Hate_Speech,external_integration,Harassment,initial_models_agree,Harassment,The text contains a direct insult and vulgar abuse against a person.,Harassment,"The text uses derogatory language ('vendido') and calls for physical harm ('apanhar umas Buchas') towards a political figure, constituting harassment.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and vulgar abuse against a person.""}","```json
{""final_label"":""Harassment"",""reason"":""The text uses derogatory language ('vendido') and calls for physical harm ('apanhar umas Buchas') towards a political figure, constituting harassment.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6148,2026-06-17T03:25:53.694640+00:00,98,BR_row_00000098,,
rt tem que caçar e cagar a pau!,Harassment,external_integration,Harassment,initial_models_agree,Harassment,Text contains vulgar abuse and intimidation.,Harassment,"The text contains vulgar insults and a command to inflict harm, targeting an unspecified individual or group.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""Text contains vulgar abuse and intimidation.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains vulgar insults and a command to inflict harm, targeting an unspecified individual or group.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6118,2026-06-17T03:25:54.028040+00:00,95,BR_row_00000095,,
"Esse Marreco, no senado, iria virar aperitivo",Hate_Speech,external_integration,Harassment,triple_vote_majority,Harassment,The text contains a direct insult and humiliation against a specific person.,Hate_Speech,"Uses a derogatory term ('Marreco') targeting a person likely based on their racial origin, with a violent implication.",initial_model_disagreement,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains a direct insult and humiliation against a specific person.""}","```json
{""final_label"":""Hate_Speech"",""reason"":""Uses a derogatory term ('Marreco') targeting a person likely based on their racial origin, with a violent implication.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6140,2026-06-17T03:25:59.043485+00:00,90,BR_row_00000090,Harassment,Direct insult targeting a specific person in a degrading context.
"Como eu disse, amigo, é impossível colaborar, tem sempre um idiota pra fuder o trabalho alheio, essa plataforma está condenada, conseguiram mais um inimigo. Faço votos que o Infogalaxy engula vcs e esse porcaria deixe de existir. Desisto desse lixo. Vlw por tudo. Fui, bloqueie essa merda de conta ad eternum, pois a partir de agora só vou vanalizar e destruir essa merda. Zilcan Zilcor (discussão)",Harassment,external_integration,Harassment,initial_models_agree,Harassment,The text contains direct insults and vulgar abuse towards others.,Harassment,"The text contains insults, contempt, and hostile language directed at the platform and its users, expressing malicious intent and a desire to cause harm.",initial_models_agree,False,,,"{""final_label"":""Harassment"",""reason"":""The text contains direct insults and vulgar abuse towards others.""}","```json
{""final_label"":""Harassment"",""reason"":""The text contains insults, contempt, and hostile language directed at the platform and its users, expressing malicious intent and a desire to cause harm.""}
```",,,,,meta/llama-3.3-70b-instruct,google/gemma-3n-e4b-it,,6335,2026-06-17T03:26:01.853046+00:00,99,BR_row_00000099,,
